block	arm	seed	exit	start	end	dir
m4_snr	x20_fixed_penalty	1	0	2026-07-10T00:54:46	2026-07-10T00:55:00	outputs/rl/m4_generalization_v8/snr/x20_fixed_penalty_1
m4_snr	x20_fixed_penalty	2	0	2026-07-10T00:55:00	2026-07-10T00:55:14	outputs/rl/m4_generalization_v8/snr/x20_fixed_penalty_2
m4_snr	x20_bl_semantic_greedy	0	0	2026-07-10T00:55:14	2026-07-10T00:55:26	outputs/rl/m4_generalization_v8/snr/x20_bl_semantic_greedy_0
m4_snr	x20_bl_oracle_escalation_aware	0	0	2026-07-10T00:55:26	2026-07-10T00:55:41	outputs/rl/m4_generalization_v8/snr/x20_bl_oracle_escalation_aware_0
m4_i0	f120_proposed	0	0	2026-07-10T00:55:41	2026-07-10T00:55:55	outputs/rl/m4_generalization_v8/i0/f120_proposed_0
m4_i0	f120_proposed	1	0	2026-07-10T00:55:55	2026-07-10T00:56:09	outputs/rl/m4_generalization_v8/i0/f120_proposed_1
m4_i0	f120_proposed	2	0	2026-07-10T00:56:09	2026-07-10T00:56:24	outputs/rl/m4_generalization_v8/i0/f120_proposed_2
m4_i0	f120_no_lagrangian	0	0	2026-07-10T00:56:24	2026-07-10T00:56:40	outputs/rl/m4_generalization_v8/i0/f120_no_lagrangian_0
m4_i0	f120_no_lagrangian	1	0	2026-07-10T00:56:40	2026-07-10T00:56:54	outputs/rl/m4_generalization_v8/i0/f120_no_lagrangian_1
m4_i0	f120_no_lagrangian	2	0	2026-07-10T00:56:54	2026-07-10T00:57:09	outputs/rl/m4_generalization_v8/i0/f120_no_lagrangian_2
m4_i0	f120_fixed_penalty	0	0	2026-07-10T00:57:09	2026-07-10T00:57:23	outputs/rl/m4_generalization_v8/i0/f120_fixed_penalty_0
m4_i0	f120_fixed_penalty	1	0	2026-07-10T00:57:23	2026-07-10T00:57:38	outputs/rl/m4_generalization_v8/i0/f120_fixed_penalty_1
m4_i0	f120_fixed_penalty	2	0	2026-07-10T00:57:38	2026-07-10T00:57:52	outputs/rl/m4_generalization_v8/i0/f120_fixed_penalty_2
m4_i0	f120_bl_semantic_greedy	0	0	2026-07-10T00:57:52	2026-07-10T00:58:04	outputs/rl/m4_generalization_v8/i0/f120_bl_semantic_greedy_0
m4_i0	f120_bl_oracle_escalation_aware	0	0	2026-07-10T00:58:04	2026-07-10T00:58:18	outputs/rl/m4_generalization_v8/i0/f120_bl_oracle_escalation_aware_0
m4_i0	f119_proposed	0	0	2026-07-10T00:58:18	2026-07-10T00:58:32	outputs/rl/m4_generalization_v8/i0/f119_proposed_0
m4_i0	f119_proposed	1	0	2026-07-10T00:58:32	2026-07-10T00:58:47	outputs/rl/m4_generalization_v8/i0/f119_proposed_1
m4_i0	f119_proposed	2	0	2026-07-10T00:58:47	2026-07-10T00:59:01	outputs/rl/m4_generalization_v8/i0/f119_proposed_2
m4_i0	f119_no_lagrangian	0	0	2026-07-10T00:59:01	2026-07-10T00:59:17	outputs/rl/m4_generalization_v8/i0/f119_no_lagrangian_0
m4_i0	f119_no_lagrangian	1	0	2026-07-10T00:59:17	2026-07-10T00:59:32	outputs/rl/m4_generalization_v8/i0/f119_no_lagrangian_1
m4_i0	f119_no_lagrangian	2	0	2026-07-10T00:59:32	2026-07-10T00:59:47	outputs/rl/m4_generalization_v8/i0/f119_no_lagrangian_2
m4_i0	f119_fixed_penalty	0	0	2026-07-10T00:59:47	2026-07-10T01:00:01	outputs/rl/m4_generalization_v8/i0/f119_fixed_penalty_0
m4_i0	f119_fixed_penalty	1	0	2026-07-10T01:00:01	2026-07-10T01:00:15	outputs/rl/m4_generalization_v8/i0/f119_fixed_penalty_1
m4_i0	f119_fixed_penalty	2	0	2026-07-10T01:00:15	2026-07-10T01:00:30	outputs/rl/m4_generalization_v8/i0/f119_fixed_penalty_2
m4_i0	f119_bl_semantic_greedy	0	0	2026-07-10T01:00:30	2026-07-10T01:00:42	outputs/rl/m4_generalization_v8/i0/f119_bl_semantic_greedy_0
m4_i0	f119_bl_oracle_escalation_aware	0	0	2026-07-10T01:00:42	2026-07-10T01:00:56	outputs/rl/m4_generalization_v8/i0/f119_bl_oracle_escalation_aware_0
m4_i0	f118_proposed	0	0	2026-07-10T01:00:56	2026-07-10T01:01:10	outputs/rl/m4_generalization_v8/i0/f118_proposed_0
m4_i0	f118_proposed	1	0	2026-07-10T01:01:10	2026-07-10T01:01:25	outputs/rl/m4_generalization_v8/i0/f118_proposed_1
m4_i0	f118_proposed	2	0	2026-07-10T01:01:25	2026-07-10T01:01:39	outputs/rl/m4_generalization_v8/i0/f118_proposed_2
m4_i0	f118_no_lagrangian	0	0	2026-07-10T01:01:39	2026-07-10T01:01:55	outputs/rl/m4_generalization_v8/i0/f118_no_lagrangian_0
m4_i0	f118_no_lagrangian	1	0	2026-07-10T01:01:55	2026-07-10T01:02:10	outputs/rl/m4_generalization_v8/i0/f118_no_lagrangian_1
m4_i0	f118_no_lagrangian	2	0	2026-07-10T01:02:10	2026-07-10T01:02:24	outputs/rl/m4_generalization_v8/i0/f118_no_lagrangian_2
m4_i0	f118_fixed_penalty	0	0	2026-07-10T01:02:24	2026-07-10T01:02:38	outputs/rl/m4_generalization_v8/i0/f118_fixed_penalty_0
m4_i0	f118_fixed_penalty	1	0	2026-07-10T01:02:38	2026-07-10T01:02:53	outputs/rl/m4_generalization_v8/i0/f118_fixed_penalty_1
m4_i0	f118_fixed_penalty	2	0	2026-07-10T01:02:53	2026-07-10T01:03:07	outputs/rl/m4_generalization_v8/i0/f118_fixed_penalty_2
m4_i0	f118_bl_semantic_greedy	0	0	2026-07-10T01:03:07	2026-07-10T01:03:19	outputs/rl/m4_generalization_v8/i0/f118_bl_semantic_greedy_0
m4_i0	f118_bl_oracle_escalation_aware	0	0	2026-07-10T01:03:19	2026-07-10T01:03:34	outputs/rl/m4_generalization_v8/i0/f118_bl_oracle_escalation_aware_0
m4_i0	f117_proposed	0	0	2026-07-10T01:03:34	2026-07-10T01:03:48	outputs/rl/m4_generalization_v8/i0/f117_proposed_0
m4_i0	f117_proposed	1	0	2026-07-10T01:03:48	2026-07-10T01:04:03	outputs/rl/m4_generalization_v8/i0/f117_proposed_1
m4_i0	f117_proposed	2	0	2026-07-10T01:04:03	2026-07-10T01:04:17	outputs/rl/m4_generalization_v8/i0/f117_proposed_2
m4_i0	f117_no_lagrangian	0	0	2026-07-10T01:04:17	2026-07-10T01:04:33	outputs/rl/m4_generalization_v8/i0/f117_no_lagrangian_0
m4_i0	f117_no_lagrangian	1	0	2026-07-10T01:04:33	2026-07-10T01:04:48	outputs/rl/m4_generalization_v8/i0/f117_no_lagrangian_1
m4_i0	f117_no_lagrangian	2	0	2026-07-10T01:04:48	2026-07-10T01:05:02	outputs/rl/m4_generalization_v8/i0/f117_no_lagrangian_2
m4_i0	f117_fixed_penalty	0	0	2026-07-10T01:05:02	2026-07-10T01:05:16	outputs/rl/m4_generalization_v8/i0/f117_fixed_penalty_0
m4_i0	f117_fixed_penalty	1	0	2026-07-10T01:05:16	2026-07-10T01:05:31	outputs/rl/m4_generalization_v8/i0/f117_fixed_penalty_1
m4_i0	f117_fixed_penalty	2	0	2026-07-10T01:05:31	2026-07-10T01:05:45	outputs/rl/m4_generalization_v8/i0/f117_fixed_penalty_2
m4_i0	f117_bl_semantic_greedy	0	0	2026-07-10T01:05:45	2026-07-10T01:05:57	outputs/rl/m4_generalization_v8/i0/f117_bl_semantic_greedy_0
m4_i0	f117_bl_oracle_escalation_aware	0	0	2026-07-10T01:05:57	2026-07-10T01:06:12	outputs/rl/m4_generalization_v8/i0/f117_bl_oracle_escalation_aware_0
m4_i0	f116_proposed	0	0	2026-07-10T01:06:12	2026-07-10T01:06:26	outputs/rl/m4_generalization_v8/i0/f116_proposed_0
m4_i0	f116_proposed	1	0	2026-07-10T01:06:26	2026-07-10T01:06:41	outputs/rl/m4_generalization_v8/i0/f116_proposed_1
m4_i0	f116_proposed	2	0	2026-07-10T01:06:41	2026-07-10T01:06:55	outputs/rl/m4_generalization_v8/i0/f116_proposed_2
m4_i0	f116_no_lagrangian	0	0	2026-07-10T01:06:55	2026-07-10T01:07:11	outputs/rl/m4_generalization_v8/i0/f116_no_lagrangian_0
m4_i0	f116_no_lagrangian	1	0	2026-07-10T01:07:11	2026-07-10T01:07:25	outputs/rl/m4_generalization_v8/i0/f116_no_lagrangian_1
m4_i0	f116_no_lagrangian	2	0	2026-07-10T01:07:25	2026-07-10T01:07:40	outputs/rl/m4_generalization_v8/i0/f116_no_lagrangian_2
m4_i0	f116_fixed_penalty	0	0	2026-07-10T01:07:40	2026-07-10T01:07:54	outputs/rl/m4_generalization_v8/i0/f116_fixed_penalty_0
m4_i0	f116_fixed_penalty	1	0	2026-07-10T01:07:54	2026-07-10T01:08:08	outputs/rl/m4_generalization_v8/i0/f116_fixed_penalty_1
m4_i0	f116_fixed_penalty	2	0	2026-07-10T01:08:08	2026-07-10T01:08:22	outputs/rl/m4_generalization_v8/i0/f116_fixed_penalty_2
m4_i0	f116_bl_semantic_greedy	0	0	2026-07-10T01:08:22	2026-07-10T01:08:34	outputs/rl/m4_generalization_v8/i0/f116_bl_semantic_greedy_0
m4_i0	f116_bl_oracle_escalation_aware	0	0	2026-07-10T01:08:34	2026-07-10T01:08:49	outputs/rl/m4_generalization_v8/i0/f116_bl_oracle_escalation_aware_0
m4_zs	soft_proposed	0	0	2026-07-10T01:08:49	2026-07-10T01:09:10	outputs/rl/m4_generalization_v8/zs/soft_proposed_0
m4_zs	soft_proposed	1	0	2026-07-10T01:09:10	2026-07-10T01:09:32	outputs/rl/m4_generalization_v8/zs/soft_proposed_1
m4_zs	soft_proposed	2	0	2026-07-10T01:09:32	2026-07-10T01:09:53	outputs/rl/m4_generalization_v8/zs/soft_proposed_2
m4_zs	soft_no_lagrangian	0	0	2026-07-10T01:09:53	2026-07-10T01:10:14	outputs/rl/m4_generalization_v8/zs/soft_no_lagrangian_0
m4_zs	soft_no_lagrangian	1	0	2026-07-10T01:10:14	2026-07-10T01:10:36	outputs/rl/m4_generalization_v8/zs/soft_no_lagrangian_1
m4_zs	soft_no_lagrangian	2	0	2026-07-10T01:10:36	2026-07-10T01:10:57	outputs/rl/m4_generalization_v8/zs/soft_no_lagrangian_2
m4_zs	soft_fixed_penalty	0	0	2026-07-10T01:10:57	2026-07-10T01:11:18	outputs/rl/m4_generalization_v8/zs/soft_fixed_penalty_0
m4_zs	soft_fixed_penalty	1	0	2026-07-10T01:11:18	2026-07-10T01:11:40	outputs/rl/m4_generalization_v8/zs/soft_fixed_penalty_1
m4_zs	soft_fixed_penalty	2	0	2026-07-10T01:11:40	2026-07-10T01:12:00	outputs/rl/m4_generalization_v8/zs/soft_fixed_penalty_2
m4_zs	soft_bl_semantic_greedy	0	0	2026-07-10T01:12:00	2026-07-10T01:12:19	outputs/rl/m4_generalization_v8/zs/soft_bl_semantic_greedy_0
m4_zs	soft_bl_oracle_escalation_aware	0	0	2026-07-10T01:12:19	2026-07-10T01:12:38	outputs/rl/m4_generalization_v8/zs/soft_bl_oracle_escalation_aware_0
m4_zs	load15_proposed	0	0	2026-07-10T01:12:38	2026-07-10T01:12:56	outputs/rl/m4_generalization_v8/zs/load15_proposed_0
m4_zs	load15_proposed	1	0	2026-07-10T01:12:56	2026-07-10T01:13:15	outputs/rl/m4_generalization_v8/zs/load15_proposed_1
m4_zs	load15_proposed	2	0	2026-07-10T01:13:15	2026-07-10T01:13:33	outputs/rl/m4_generalization_v8/zs/load15_proposed_2
m4_zs	load15_no_lagrangian	0	0	2026-07-10T01:13:33	2026-07-10T01:13:55	outputs/rl/m4_generalization_v8/zs/load15_no_lagrangian_0
m4_zs	load15_no_lagrangian	1	0	2026-07-10T01:13:55	2026-07-10T01:14:13	outputs/rl/m4_generalization_v8/zs/load15_no_lagrangian_1
m4_zs	load15_no_lagrangian	2	0	2026-07-10T01:14:13	2026-07-10T01:14:32	outputs/rl/m4_generalization_v8/zs/load15_no_lagrangian_2
m4_zs	load15_fixed_penalty	0	0	2026-07-10T01:14:32	2026-07-10T01:14:50	outputs/rl/m4_generalization_v8/zs/load15_fixed_penalty_0
m4_zs	load15_fixed_penalty	1	0	2026-07-10T01:14:50	2026-07-10T01:15:08	outputs/rl/m4_generalization_v8/zs/load15_fixed_penalty_1
m4_zs	load15_fixed_penalty	2	0	2026-07-10T01:15:08	2026-07-10T01:15:27	outputs/rl/m4_generalization_v8/zs/load15_fixed_penalty_2
m4_zs	load15_bl_semantic_greedy	0	0	2026-07-10T01:15:27	2026-07-10T01:15:42	outputs/rl/m4_generalization_v8/zs/load15_bl_semantic_greedy_0
m4_zs	load15_bl_oracle_escalation_aware	0	0	2026-07-10T01:15:42	2026-07-10T01:16:02	outputs/rl/m4_generalization_v8/zs/load15_bl_oracle_escalation_aware_0
m4_zs	lowsnr_proposed	0	0	2026-07-10T01:16:02	2026-07-10T01:16:13	outputs/rl/m4_generalization_v8/zs/lowsnr_proposed_0
m4_zs	lowsnr_proposed	1	0	2026-07-10T01:16:13	2026-07-10T01:16:23	outputs/rl/m4_generalization_v8/zs/lowsnr_proposed_1
m4_zs	lowsnr_proposed	2	0	2026-07-10T01:16:23	2026-07-10T01:16:34	outputs/rl/m4_generalization_v8/zs/lowsnr_proposed_2
m4_zs	lowsnr_no_lagrangian	0	0	2026-07-10T01:16:34	2026-07-10T01:16:45	outputs/rl/m4_generalization_v8/zs/lowsnr_no_lagrangian_0
m4_zs	lowsnr_no_lagrangian	1	0	2026-07-10T01:16:45	2026-07-10T01:16:56	outputs/rl/m4_generalization_v8/zs/lowsnr_no_lagrangian_1
m4_zs	lowsnr_no_lagrangian	2	0	2026-07-10T01:16:56	2026-07-10T01:17:06	outputs/rl/m4_generalization_v8/zs/lowsnr_no_lagrangian_2
m4_zs	lowsnr_fixed_penalty	0	0	2026-07-10T01:17:06	2026-07-10T01:17:17	outputs/rl/m4_generalization_v8/zs/lowsnr_fixed_penalty_0
m4_zs	lowsnr_fixed_penalty	1	0	2026-07-10T01:17:17	2026-07-10T01:17:28	outputs/rl/m4_generalization_v8/zs/lowsnr_fixed_penalty_1
m4_zs	lowsnr_fixed_penalty	2	0	2026-07-10T01:17:28	2026-07-10T01:17:38	outputs/rl/m4_generalization_v8/zs/lowsnr_fixed_penalty_2
m4_zs	lowsnr_bl_semantic_greedy	0	0	2026-07-10T01:17:38	2026-07-10T01:17:47	outputs/rl/m4_generalization_v8/zs/lowsnr_bl_semantic_greedy_0
m4_zs	lowsnr_bl_oracle_escalation_aware	0	0	2026-07-10T01:17:47	2026-07-10T01:17:56	outputs/rl/m4_generalization_v8/zs/lowsnr_bl_oracle_escalation_aware_0
