image_id,question_type,question,answer,target_class,object_count,risk_level,epsilon_k,tau_k,view_quality_bin,scale_proxy,occlusion_score,truncation_score,density_score
0000162_01058_d_0000001,counting,How many van objects are in this area?,3,van,3,normal,0.65,5.0,poor,0.076011,0.684211,0.0,57.0
0000162_01058_d_0000001,risk,Is this area crowded or blocked?,yes,scene,57,critical,0.82,3.0,poor,0.076011,0.684211,0.0,57.0
0000163_00001_d_0000001,presence,Are there awning-tricycle objects in this area?,yes,awning-tricycle,2,normal,0.65,5.0,poor,0.12689,0.826087,0.028986,69.0
0000163_00001_d_0000001,counting,How many awning-tricycle objects are in this area?,2,awning-tricycle,2,normal,0.65,5.0,poor,0.12689,0.826087,0.028986,69.0
0000163_00001_d_0000001,presence,Are there car objects in this area?,yes,car,12,critical,0.82,3.0,poor,0.12689,0.826087,0.028986,69.0
0000163_00001_d_0000001,counting,How many car objects are in this area?,12,car,12,critical,0.82,3.0,poor,0.12689,0.826087,0.028986,69.0
0000163_00001_d_0000001,presence,Are there motor objects in this area?,yes,motor,14,critical,0.82,3.0,poor,0.12689,0.826087,0.028986,69.0
0000163_00001_d_0000001,counting,How many motor objects are in this area?,14,motor,14,critical,0.82,3.0,poor,0.12689,0.826087,0.028986,69.0
0000163_00001_d_0000001,presence,Are there pedestrian objects in this area?,yes,pedestrian,9,normal,0.65,5.0,poor,0.12689,0.826087,0.028986,69.0
0000163_00001_d_0000001,counting,How many pedestrian objects are in this area?,9,pedestrian,9,normal,0.65,5.0,poor,0.12689,0.826087,0.028986,69.0
0000163_00001_d_0000001,presence,Are there people objects in this area?,yes,people,22,critical,0.82,3.0,poor,0.12689,0.826087,0.028986,69.0
0000163_00001_d_0000001,counting,How many people objects are in this area?,22,people,22,critical,0.82,3.0,poor,0.12689,0.826087,0.028986,69.0
0000163_00001_d_0000001,presence,Are there tricycle objects in this area?,yes,tricycle,2,normal,0.65,5.0,poor,0.12689,0.826087,0.028986,69.0
0000163_00001_d_0000001,counting,How many tricycle objects are in this area?,2,tricycle,2,normal,0.65,5.0,poor,0.12689,0.826087,0.028986,69.0
0000163_00001_d_0000001,presence,Are there truck objects in this area?,yes,truck,5,normal,0.65,5.0,poor,0.12689,0.826087,0.028986,69.0
0000163_00001_d_0000001,counting,How many truck objects are in this area?,5,truck,5,normal,0.65,5.0,poor,0.12689,0.826087,0.028986,69.0
0000163_00001_d_0000001,presence,Are there van objects in this area?,yes,van,3,normal,0.65,5.0,poor,0.12689,0.826087,0.028986,69.0
0000163_00001_d_0000001,counting,How many van objects are in this area?,3,van,3,normal,0.65,5.0,poor,0.12689,0.826087,0.028986,69.0
0000163_00001_d_0000001,risk,Is this area crowded or blocked?,yes,scene,69,critical,0.82,3.0,poor,0.12689,0.826087,0.028986,69.0
0000163_00359_d_0000001,presence,Are there awning-tricycle objects in this area?,yes,awning-tricycle,1,normal,0.65,5.0,poor,0.052543,0.648148,0.0,54.0
0000163_00359_d_0000001,counting,How many awning-tricycle objects are in this area?,1,awning-tricycle,1,normal,0.65,5.0,poor,0.052543,0.648148,0.0,54.0
0000163_00359_d_0000001,presence,Are there car objects in this area?,yes,car,9,normal,0.65,5.0,poor,0.052543,0.648148,0.0,54.0
0000163_00359_d_0000001,counting,How many car objects are in this area?,9,car,9,normal,0.65,5.0,poor,0.052543,0.648148,0.0,54.0
0000163_00359_d_0000001,presence,Are there motor objects in this area?,yes,motor,15,critical,0.82,3.0,poor,0.052543,0.648148,0.0,54.0
0000163_00359_d_0000001,counting,How many motor objects are in this area?,15,motor,15,critical,0.82,3.0,poor,0.052543,0.648148,0.0,54.0
0000163_00359_d_0000001,presence,Are there pedestrian objects in this area?,yes,pedestrian,12,critical,0.82,3.0,poor,0.052543,0.648148,0.0,54.0
0000163_00359_d_0000001,counting,How many pedestrian objects are in this area?,12,pedestrian,12,critical,0.82,3.0,poor,0.052543,0.648148,0.0,54.0
0000163_00359_d_0000001,presence,Are there people objects in this area?,yes,people,12,critical,0.82,3.0,poor,0.052543,0.648148,0.0,54.0
0000163_00359_d_0000001,counting,How many people objects are in this area?,12,people,12,critical,0.82,3.0,poor,0.052543,0.648148,0.0,54.0
0000163_00359_d_0000001,presence,Are there tricycle objects in this area?,yes,tricycle,2,normal,0.65,5.0,poor,0.052543,0.648148,0.0,54.0
0000163_00359_d_0000001,counting,How many tricycle objects are in this area?,2,tricycle,2,normal,0.65,5.0,poor,0.052543,0.648148,0.0,54.0
0000163_00359_d_0000001,presence,Are there truck objects in this area?,yes,truck,2,normal,0.65,5.0,poor,0.052543,0.648148,0.0,54.0
0000163_00359_d_0000001,counting,How many truck objects are in this area?,2,truck,2,normal,0.65,5.0,poor,0.052543,0.648148,0.0,54.0
0000163_00359_d_0000001,presence,Are there van objects in this area?,yes,van,1,normal,0.65,5.0,poor,0.052543,0.648148,0.0,54.0
0000163_00359_d_0000001,counting,How many van objects are in this area?,1,van,1,normal,0.65,5.0,poor,0.052543,0.648148,0.0,54.0
0000163_00359_d_0000001,risk,Is this area crowded or blocked?,yes,scene,54,critical,0.82,3.0,poor,0.052543,0.648148,0.0,54.0
0000165_04325_d_0000105,presence,Are there bicycle objects in this area?,yes,bicycle,10,critical,0.82,3.0,good,0.386112,1.103448,0.068966,29.0
0000165_04325_d_0000105,presence,Are there car objects in this area?,yes,car,12,critical,0.82,3.0,good,0.386112,1.103448,0.068966,29.0
0000165_04325_d_0000105,counting,How many car objects are in this area?,12,car,12,critical,0.82,3.0,good,0.386112,1.103448,0.068966,29.0
0000165_04325_d_0000105,presence,Are there pedestrian objects in this area?,yes,pedestrian,1,normal,0.65,5.0,good,0.386112,1.103448,0.068966,29.0
0000165_04325_d_0000105,counting,How many pedestrian objects are in this area?,1,pedestrian,1,normal,0.65,5.0,good,0.386112,1.103448,0.068966,29.0
0000165_04325_d_0000105,presence,Are there people objects in this area?,yes,people,5,normal,0.65,5.0,good,0.386112,1.103448,0.068966,29.0
0000165_04325_d_0000105,counting,How many people objects are in this area?,5,people,5,normal,0.65,5.0,good,0.386112,1.103448,0.068966,29.0
0000165_04325_d_0000105,presence,Are there truck objects in this area?,yes,truck,1,normal,0.65,5.0,good,0.386112,1.103448,0.068966,29.0
0000165_04325_d_0000105,counting,How many truck objects are in this area?,1,truck,1,normal,0.65,5.0,good,0.386112,1.103448,0.068966,29.0
0000165_04325_d_0000105,risk,Is this area crowded or blocked?,yes,scene,29,critical,0.82,3.0,good,0.386112,1.103448,0.068966,29.0
0000166_00558_d_0000118,presence,Are there bicycle objects in this area?,yes,bicycle,12,critical,0.82,3.0,good,0.525224,1.253521,0.042254,71.0
0000166_00558_d_0000118,presence,Are there car objects in this area?,yes,car,16,critical,0.82,3.0,good,0.525224,1.253521,0.042254,71.0
0000166_00558_d_0000118,counting,How many car objects are in this area?,16,car,16,critical,0.82,3.0,good,0.525224,1.253521,0.042254,71.0
0000166_00558_d_0000118,presence,Are there motor objects in this area?,yes,motor,9,normal,0.65,5.0,good,0.525224,1.253521,0.042254,71.0
0000166_00558_d_0000118,counting,How many motor objects are in this area?,9,motor,9,normal,0.65,5.0,good,0.525224,1.253521,0.042254,71.0
0000166_00558_d_0000118,presence,Are there pedestrian objects in this area?,yes,pedestrian,6,normal,0.65,5.0,good,0.525224,1.253521,0.042254,71.0
0000166_00558_d_0000118,counting,How many pedestrian objects are in this area?,6,pedestrian,6,normal,0.65,5.0,good,0.525224,1.253521,0.042254,71.0
0000166_00558_d_0000118,presence,Are there people objects in this area?,yes,people,21,critical,0.82,3.0,good,0.525224,1.253521,0.042254,71.0
0000166_00558_d_0000118,counting,How many people objects are in this area?,21,people,21,critical,0.82,3.0,good,0.525224,1.253521,0.042254,71.0
0000166_00558_d_0000118,presence,Are there truck objects in this area?,yes,truck,1,normal,0.65,5.0,good,0.525224,1.253521,0.042254,71.0
0000166_00558_d_0000118,counting,How many truck objects are in this area?,1,truck,1,normal,0.65,5.0,good,0.525224,1.253521,0.042254,71.0
0000166_00558_d_0000118,presence,Are there van objects in this area?,yes,van,6,normal,0.65,5.0,good,0.525224,1.253521,0.042254,71.0
0000166_00558_d_0000118,counting,How many van objects are in this area?,6,van,6,normal,0.65,5.0,good,0.525224,1.253521,0.042254,71.0
0000166_00558_d_0000118,risk,Is this area crowded or blocked?,yes,scene,71,critical,0.82,3.0,good,0.525224,1.253521,0.042254,71.0
0000193_00000_d_0000103,presence,Are there bicycle objects in this area?,yes,bicycle,2,normal,0.65,5.0,poor,0.070678,1.079365,0.015873,63.0
0000193_00000_d_0000103,presence,Are there car objects in this area?,yes,car,6,normal,0.65,5.0,poor,0.070678,1.079365,0.015873,63.0
0000193_00000_d_0000103,counting,How many car objects are in this area?,6,car,6,normal,0.65,5.0,poor,0.070678,1.079365,0.015873,63.0
0000193_00000_d_0000103,presence,Are there motor objects in this area?,yes,motor,17,critical,0.82,3.0,poor,0.070678,1.079365,0.015873,63.0
0000193_00000_d_0000103,counting,How many motor objects are in this area?,17,motor,17,critical,0.82,3.0,poor,0.070678,1.079365,0.015873,63.0
0000193_00000_d_0000103,presence,Are there pedestrian objects in this area?,yes,pedestrian,5,normal,0.65,5.0,poor,0.070678,1.079365,0.015873,63.0
0000193_00000_d_0000103,counting,How many pedestrian objects are in this area?,5,pedestrian,5,normal,0.65,5.0,poor,0.070678,1.079365,0.015873,63.0
0000193_00000_d_0000103,presence,Are there people objects in this area?,yes,people,25,critical,0.82,3.0,poor,0.070678,1.079365,0.015873,63.0
0000193_00000_d_0000103,counting,How many people objects are in this area?,25,people,25,critical,0.82,3.0,poor,0.070678,1.079365,0.015873,63.0
0000193_00000_d_0000103,presence,Are there tricycle objects in this area?,yes,tricycle,4,normal,0.65,5.0,poor,0.070678,1.079365,0.015873,63.0
0000193_00000_d_0000103,counting,How many tricycle objects are in this area?,4,tricycle,4,normal,0.65,5.0,poor,0.070678,1.079365,0.015873,63.0
0000193_00000_d_0000103,presence,Are there truck objects in this area?,yes,truck,1,normal,0.65,5.0,poor,0.070678,1.079365,0.015873,63.0
0000193_00000_d_0000103,counting,How many truck objects are in this area?,1,truck,1,normal,0.65,5.0,poor,0.070678,1.079365,0.015873,63.0
0000193_00000_d_0000103,presence,Are there van objects in this area?,yes,van,3,normal,0.65,5.0,poor,0.070678,1.079365,0.015873,63.0
0000193_00000_d_0000103,counting,How many van objects are in this area?,3,van,3,normal,0.65,5.0,poor,0.070678,1.079365,0.015873,63.0
0000193_00000_d_0000103,risk,Is this area crowded or blocked?,yes,scene,63,critical,0.82,3.0,poor,0.070678,1.079365,0.015873,63.0
0000193_01497_d_0000111,presence,Are there awning-tricycle objects in this area?,yes,awning-tricycle,1,normal,0.65,5.0,poor,0.093613,1.068966,0.08046,87.0
0000193_01497_d_0000111,counting,How many awning-tricycle objects are in this area?,1,awning-tricycle,1,normal,0.65,5.0,poor,0.093613,1.068966,0.08046,87.0
0000193_01497_d_0000111,presence,Are there car objects in this area?,yes,car,11,critical,0.82,3.0,poor,0.093613,1.068966,0.08046,87.0
0000193_01497_d_0000111,counting,How many car objects are in this area?,11,car,11,critical,0.82,3.0,poor,0.093613,1.068966,0.08046,87.0
0000193_01497_d_0000111,presence,Are there motor objects in this area?,yes,motor,22,critical,0.82,3.0,poor,0.093613,1.068966,0.08046,87.0
0000193_01497_d_0000111,counting,How many motor objects are in this area?,22,motor,22,critical,0.82,3.0,poor,0.093613,1.068966,0.08046,87.0
0000193_01497_d_0000111,presence,Are there pedestrian objects in this area?,yes,pedestrian,5,normal,0.65,5.0,poor,0.093613,1.068966,0.08046,87.0
0000193_01497_d_0000111,counting,How many pedestrian objects are in this area?,5,pedestrian,5,normal,0.65,5.0,poor,0.093613,1.068966,0.08046,87.0
0000193_01497_d_0000111,presence,Are there people objects in this area?,yes,people,33,critical,0.82,3.0,poor,0.093613,1.068966,0.08046,87.0
0000193_01497_d_0000111,counting,How many people objects are in this area?,33,people,33,critical,0.82,3.0,poor,0.093613,1.068966,0.08046,87.0
0000193_01497_d_0000111,presence,Are there tricycle objects in this area?,yes,tricycle,13,critical,0.82,3.0,poor,0.093613,1.068966,0.08046,87.0
0000193_01497_d_0000111,counting,How many tricycle objects are in this area?,13,tricycle,13,critical,0.82,3.0,poor,0.093613,1.068966,0.08046,87.0
0000193_01497_d_0000111,presence,Are there van objects in this area?,yes,van,2,normal,0.65,5.0,poor,0.093613,1.068966,0.08046,87.0
0000193_01497_d_0000111,counting,How many van objects are in this area?,2,van,2,normal,0.65,5.0,poor,0.093613,1.068966,0.08046,87.0
0000193_01497_d_0000111,risk,Is this area crowded or blocked?,yes,scene,87,critical,0.82,3.0,poor,0.093613,1.068966,0.08046,87.0
0000193_01705_d_0000112,presence,Are there awning-tricycle objects in this area?,yes,awning-tricycle,3,normal,0.65,5.0,poor,0.065019,0.753731,0.014925,134.0
0000193_01705_d_0000112,counting,How many awning-tricycle objects are in this area?,3,awning-tricycle,3,normal,0.65,5.0,poor,0.065019,0.753731,0.014925,134.0
0000193_01705_d_0000112,presence,Are there bicycle objects in this area?,yes,bicycle,3,normal,0.65,5.0,poor,0.065019,0.753731,0.014925,134.0
0000193_01705_d_0000112,presence,Are there car objects in this area?,yes,car,11,critical,0.82,3.0,poor,0.065019,0.753731,0.014925,134.0
0000193_01705_d_0000112,counting,How many car objects are in this area?,11,car,11,critical,0.82,3.0,poor,0.065019,0.753731,0.014925,134.0
0000193_01705_d_0000112,presence,Are there motor objects in this area?,yes,motor,44,critical,0.82,3.0,poor,0.065019,0.753731,0.014925,134.0
0000193_01705_d_0000112,counting,How many motor objects are in this area?,44,motor,44,critical,0.82,3.0,poor,0.065019,0.753731,0.014925,134.0
0000193_01705_d_0000112,presence,Are there pedestrian objects in this area?,yes,pedestrian,9,normal,0.65,5.0,poor,0.065019,0.753731,0.014925,134.0
0000193_01705_d_0000112,counting,How many pedestrian objects are in this area?,9,pedestrian,9,normal,0.65,5.0,poor,0.065019,0.753731,0.014925,134.0
0000193_01705_d_0000112,presence,Are there people objects in this area?,yes,people,50,critical,0.82,3.0,poor,0.065019,0.753731,0.014925,134.0
0000193_01705_d_0000112,counting,How many people objects are in this area?,50,people,50,critical,0.82,3.0,poor,0.065019,0.753731,0.014925,134.0
0000193_01705_d_0000112,presence,Are there tricycle objects in this area?,yes,tricycle,10,critical,0.82,3.0,poor,0.065019,0.753731,0.014925,134.0
0000193_01705_d_0000112,counting,How many tricycle objects are in this area?,10,tricycle,10,critical,0.82,3.0,poor,0.065019,0.753731,0.014925,134.0
0000193_01705_d_0000112,presence,Are there truck objects in this area?,yes,truck,2,normal,0.65,5.0,poor,0.065019,0.753731,0.014925,134.0
0000193_01705_d_0000112,counting,How many truck objects are in this area?,2,truck,2,normal,0.65,5.0,poor,0.065019,0.753731,0.014925,134.0
0000193_01705_d_0000112,presence,Are there van objects in this area?,yes,van,2,normal,0.65,5.0,poor,0.065019,0.753731,0.014925,134.0
0000193_01705_d_0000112,counting,How many van objects are in this area?,2,van,2,normal,0.65,5.0,poor,0.065019,0.753731,0.014925,134.0
0000193_01705_d_0000112,risk,Is this area crowded or blocked?,yes,scene,134,critical,0.82,3.0,poor,0.065019,0.753731,0.014925,134.0
0000193_01876_d_0000113,presence,Are there awning-tricycle objects in this area?,yes,awning-tricycle,1,normal,0.65,5.0,poor,0.064365,1.046296,0.046296,108.0
0000193_01876_d_0000113,counting,How many awning-tricycle objects are in this area?,1,awning-tricycle,1,normal,0.65,5.0,poor,0.064365,1.046296,0.046296,108.0
0000193_01876_d_0000113,presence,Are there bicycle objects in this area?,yes,bicycle,5,normal,0.65,5.0,poor,0.064365,1.046296,0.046296,108.0
0000193_01876_d_0000113,presence,Are there car objects in this area?,yes,car,10,critical,0.82,3.0,poor,0.064365,1.046296,0.046296,108.0
0000193_01876_d_0000113,counting,How many car objects are in this area?,10,car,10,critical,0.82,3.0,poor,0.064365,1.046296,0.046296,108.0
0000193_01876_d_0000113,presence,Are there motor objects in this area?,yes,motor,35,critical,0.82,3.0,poor,0.064365,1.046296,0.046296,108.0
0000193_01876_d_0000113,counting,How many motor objects are in this area?,35,motor,35,critical,0.82,3.0,poor,0.064365,1.046296,0.046296,108.0
0000193_01876_d_0000113,presence,Are there pedestrian objects in this area?,yes,pedestrian,9,normal,0.65,5.0,poor,0.064365,1.046296,0.046296,108.0
0000193_01876_d_0000113,counting,How many pedestrian objects are in this area?,9,pedestrian,9,normal,0.65,5.0,poor,0.064365,1.046296,0.046296,108.0
0000193_01876_d_0000113,presence,Are there people objects in this area?,yes,people,40,critical,0.82,3.0,poor,0.064365,1.046296,0.046296,108.0
0000193_01876_d_0000113,counting,How many people objects are in this area?,40,people,40,critical,0.82,3.0,poor,0.064365,1.046296,0.046296,108.0
0000193_01876_d_0000113,presence,Are there tricycle objects in this area?,yes,tricycle,7,normal,0.65,5.0,poor,0.064365,1.046296,0.046296,108.0
0000193_01876_d_0000113,counting,How many tricycle objects are in this area?,7,tricycle,7,normal,0.65,5.0,poor,0.064365,1.046296,0.046296,108.0
0000193_01876_d_0000113,risk,Is this area crowded or blocked?,yes,scene,108,critical,0.82,3.0,poor,0.064365,1.046296,0.046296,108.0
0000193_02029_d_0000114,presence,Are there awning-tricycle objects in this area?,yes,awning-tricycle,5,normal,0.65,5.0,poor,0.075622,0.606383,0.021277,94.0
0000193_02029_d_0000114,counting,How many awning-tricycle objects are in this area?,5,awning-tricycle,5,normal,0.65,5.0,poor,0.075622,0.606383,0.021277,94.0
0000193_02029_d_0000114,presence,Are there bicycle objects in this area?,yes,bicycle,3,normal,0.65,5.0,poor,0.075622,0.606383,0.021277,94.0
0000193_02029_d_0000114,presence,Are there car objects in this area?,yes,car,5,normal,0.65,5.0,poor,0.075622,0.606383,0.021277,94.0
0000193_02029_d_0000114,counting,How many car objects are in this area?,5,car,5,normal,0.65,5.0,poor,0.075622,0.606383,0.021277,94.0
0000193_02029_d_0000114,presence,Are there motor objects in this area?,yes,motor,36,critical,0.82,3.0,poor,0.075622,0.606383,0.021277,94.0
0000193_02029_d_0000114,counting,How many motor objects are in this area?,36,motor,36,critical,0.82,3.0,poor,0.075622,0.606383,0.021277,94.0
0000193_02029_d_0000114,presence,Are there pedestrian objects in this area?,yes,pedestrian,7,normal,0.65,5.0,poor,0.075622,0.606383,0.021277,94.0
0000193_02029_d_0000114,counting,How many pedestrian objects are in this area?,7,pedestrian,7,normal,0.65,5.0,poor,0.075622,0.606383,0.021277,94.0
0000193_02029_d_0000114,presence,Are there people objects in this area?,yes,people,34,critical,0.82,3.0,poor,0.075622,0.606383,0.021277,94.0
0000193_02029_d_0000114,counting,How many people objects are in this area?,34,people,34,critical,0.82,3.0,poor,0.075622,0.606383,0.021277,94.0
0000193_02029_d_0000114,presence,Are there tricycle objects in this area?,yes,tricycle,2,normal,0.65,5.0,poor,0.075622,0.606383,0.021277,94.0
0000193_02029_d_0000114,counting,How many tricycle objects are in this area?,2,tricycle,2,normal,0.65,5.0,poor,0.075622,0.606383,0.021277,94.0
0000193_02029_d_0000114,presence,Are there truck objects in this area?,yes,truck,1,normal,0.65,5.0,poor,0.075622,0.606383,0.021277,94.0
0000193_02029_d_0000114,counting,How many truck objects are in this area?,1,truck,1,normal,0.65,5.0,poor,0.075622,0.606383,0.021277,94.0
0000193_02029_d_0000114,risk,Is this area crowded or blocked?,yes,scene,94,critical,0.82,3.0,poor,0.075622,0.606383,0.021277,94.0
0000193_02212_d_0000115,presence,Are there bicycle objects in this area?,yes,bicycle,2,normal,0.65,5.0,poor,0.055569,1.128205,0.038462,78.0
0000193_02212_d_0000115,presence,Are there car objects in this area?,yes,car,4,normal,0.65,5.0,poor,0.055569,1.128205,0.038462,78.0
0000193_02212_d_0000115,counting,How many car objects are in this area?,4,car,4,normal,0.65,5.0,poor,0.055569,1.128205,0.038462,78.0
0000193_02212_d_0000115,presence,Are there motor objects in this area?,yes,motor,27,critical,0.82,3.0,poor,0.055569,1.128205,0.038462,78.0
0000193_02212_d_0000115,counting,How many motor objects are in this area?,27,motor,27,critical,0.82,3.0,poor,0.055569,1.128205,0.038462,78.0
0000193_02212_d_0000115,presence,Are there pedestrian objects in this area?,yes,pedestrian,33,critical,0.82,3.0,poor,0.055569,1.128205,0.038462,78.0
0000193_02212_d_0000115,counting,How many pedestrian objects are in this area?,33,pedestrian,33,critical,0.82,3.0,poor,0.055569,1.128205,0.038462,78.0
0000193_02212_d_0000115,presence,Are there people objects in this area?,yes,people,2,normal,0.65,5.0,poor,0.055569,1.128205,0.038462,78.0
0000193_02212_d_0000115,counting,How many people objects are in this area?,2,people,2,normal,0.65,5.0,poor,0.055569,1.128205,0.038462,78.0
0000193_02212_d_0000115,presence,Are there tricycle objects in this area?,yes,tricycle,8,normal,0.65,5.0,poor,0.055569,1.128205,0.038462,78.0
0000193_02212_d_0000115,counting,How many tricycle objects are in this area?,8,tricycle,8,normal,0.65,5.0,poor,0.055569,1.128205,0.038462,78.0
0000193_02212_d_0000115,presence,Are there truck objects in this area?,yes,truck,2,normal,0.65,5.0,poor,0.055569,1.128205,0.038462,78.0
0000193_02212_d_0000115,counting,How many truck objects are in this area?,2,truck,2,normal,0.65,5.0,poor,0.055569,1.128205,0.038462,78.0
0000193_02212_d_0000115,risk,Is this area crowded or blocked?,yes,scene,78,critical,0.82,3.0,poor,0.055569,1.128205,0.038462,78.0
0000193_02416_d_0000116,presence,Are there awning-tricycle objects in this area?,yes,awning-tricycle,1,normal,0.65,5.0,poor,0.044447,0.64,0.02,50.0
0000193_02416_d_0000116,counting,How many awning-tricycle objects are in this area?,1,awning-tricycle,1,normal,0.65,5.0,poor,0.044447,0.64,0.02,50.0
0000193_02416_d_0000116,presence,Are there car objects in this area?,yes,car,2,normal,0.65,5.0,poor,0.044447,0.64,0.02,50.0
0000193_02416_d_0000116,counting,How many car objects are in this area?,2,car,2,normal,0.65,5.0,poor,0.044447,0.64,0.02,50.0
0000193_02416_d_0000116,presence,Are there motor objects in this area?,yes,motor,21,critical,0.82,3.0,poor,0.044447,0.64,0.02,50.0
0000193_02416_d_0000116,counting,How many motor objects are in this area?,21,motor,21,critical,0.82,3.0,poor,0.044447,0.64,0.02,50.0
0000193_02416_d_0000116,presence,Are there people objects in this area?,yes,people,21,critical,0.82,3.0,poor,0.044447,0.64,0.02,50.0
0000193_02416_d_0000116,counting,How many people objects are in this area?,21,people,21,critical,0.82,3.0,poor,0.044447,0.64,0.02,50.0
0000193_02416_d_0000116,presence,Are there tricycle objects in this area?,yes,tricycle,4,normal,0.65,5.0,poor,0.044447,0.64,0.02,50.0
0000193_02416_d_0000116,counting,How many tricycle objects are in this area?,4,tricycle,4,normal,0.65,5.0,poor,0.044447,0.64,0.02,50.0
0000193_02416_d_0000116,presence,Are there van objects in this area?,yes,van,1,normal,0.65,5.0,poor,0.044447,0.64,0.02,50.0
0000193_02416_d_0000116,counting,How many van objects are in this area?,1,van,1,normal,0.65,5.0,poor,0.044447,0.64,0.02,50.0
0000193_02416_d_0000116,risk,Is this area crowded or blocked?,yes,scene,50,critical,0.82,3.0,poor,0.044447,0.64,0.02,50.0
0000193_02606_d_0000117,presence,Are there awning-tricycle objects in this area?,yes,awning-tricycle,2,normal,0.65,5.0,poor,0.033652,1.020408,0.0,49.0
0000193_02606_d_0000117,counting,How many awning-tricycle objects are in this area?,2,awning-tricycle,2,normal,0.65,5.0,poor,0.033652,1.020408,0.0,49.0
0000193_02606_d_0000117,presence,Are there bicycle objects in this area?,yes,bicycle,1,normal,0.65,5.0,poor,0.033652,1.020408,0.0,49.0
0000193_02606_d_0000117,presence,Are there car objects in this area?,yes,car,1,normal,0.65,5.0,poor,0.033652,1.020408,0.0,49.0
0000193_02606_d_0000117,counting,How many car objects are in this area?,1,car,1,normal,0.65,5.0,poor,0.033652,1.020408,0.0,49.0
0000193_02606_d_0000117,presence,Are there motor objects in this area?,yes,motor,20,critical,0.82,3.0,poor,0.033652,1.020408,0.0,49.0
0000193_02606_d_0000117,counting,How many motor objects are in this area?,20,motor,20,critical,0.82,3.0,poor,0.033652,1.020408,0.0,49.0
0000193_02606_d_0000117,presence,Are there pedestrian objects in this area?,yes,pedestrian,4,normal,0.65,5.0,poor,0.033652,1.020408,0.0,49.0
0000193_02606_d_0000117,counting,How many pedestrian objects are in this area?,4,pedestrian,4,normal,0.65,5.0,poor,0.033652,1.020408,0.0,49.0
0000193_02606_d_0000117,presence,Are there people objects in this area?,yes,people,21,critical,0.82,3.0,poor,0.033652,1.020408,0.0,49.0
0000193_02606_d_0000117,counting,How many people objects are in this area?,21,people,21,critical,0.82,3.0,poor,0.033652,1.020408,0.0,49.0
0000193_02606_d_0000117,risk,Is this area crowded or blocked?,yes,scene,49,critical,0.82,3.0,poor,0.033652,1.020408,0.0,49.0
0000193_02725_d_0000118,presence,Are there car objects in this area?,yes,car,2,normal,0.65,5.0,poor,0.033726,1.384615,0.0,39.0
0000193_02725_d_0000118,counting,How many car objects are in this area?,2,car,2,normal,0.65,5.0,poor,0.033726,1.384615,0.0,39.0
0000193_02725_d_0000118,presence,Are there motor objects in this area?,yes,motor,17,critical,0.82,3.0,poor,0.033726,1.384615,0.0,39.0
0000193_02725_d_0000118,counting,How many motor objects are in this area?,17,motor,17,critical,0.82,3.0,poor,0.033726,1.384615,0.0,39.0
0000193_02725_d_0000118,presence,Are there pedestrian objects in this area?,yes,pedestrian,1,normal,0.65,5.0,poor,0.033726,1.384615,0.0,39.0
0000193_02725_d_0000118,counting,How many pedestrian objects are in this area?,1,pedestrian,1,normal,0.65,5.0,poor,0.033726,1.384615,0.0,39.0
0000193_02725_d_0000118,presence,Are there people objects in this area?,yes,people,17,critical,0.82,3.0,poor,0.033726,1.384615,0.0,39.0
0000193_02725_d_0000118,counting,How many people objects are in this area?,17,people,17,critical,0.82,3.0,poor,0.033726,1.384615,0.0,39.0
0000193_02725_d_0000118,presence,Are there tricycle objects in this area?,yes,tricycle,1,normal,0.65,5.0,poor,0.033726,1.384615,0.0,39.0
0000193_02725_d_0000118,counting,How many tricycle objects are in this area?,1,tricycle,1,normal,0.65,5.0,poor,0.033726,1.384615,0.0,39.0
0000193_02725_d_0000118,presence,Are there van objects in this area?,yes,van,1,normal,0.65,5.0,poor,0.033726,1.384615,0.0,39.0
0000193_02725_d_0000118,counting,How many van objects are in this area?,1,van,1,normal,0.65,5.0,poor,0.033726,1.384615,0.0,39.0
0000193_02725_d_0000118,risk,Is this area crowded or blocked?,yes,scene,39,critical,0.82,3.0,poor,0.033726,1.384615,0.0,39.0
0000194_00000_d_0000119,presence,Are there bicycle objects in this area?,yes,bicycle,2,normal,0.65,5.0,poor,0.053497,0.907407,0.0,54.0
0000194_00000_d_0000119,presence,Are there bus objects in this area?,yes,bus,1,normal,0.65,5.0,poor,0.053497,0.907407,0.0,54.0
0000194_00000_d_0000119,counting,How many bus objects are in this area?,1,bus,1,normal,0.65,5.0,poor,0.053497,0.907407,0.0,54.0
0000194_00000_d_0000119,presence,Are there car objects in this area?,yes,car,13,critical,0.82,3.0,poor,0.053497,0.907407,0.0,54.0
0000194_00000_d_0000119,counting,How many car objects are in this area?,13,car,13,critical,0.82,3.0,poor,0.053497,0.907407,0.0,54.0
0000194_00000_d_0000119,presence,Are there motor objects in this area?,yes,motor,15,critical,0.82,3.0,poor,0.053497,0.907407,0.0,54.0
0000194_00000_d_0000119,counting,How many motor objects are in this area?,15,motor,15,critical,0.82,3.0,poor,0.053497,0.907407,0.0,54.0
0000194_00000_d_0000119,presence,Are there pedestrian objects in this area?,yes,pedestrian,7,normal,0.65,5.0,poor,0.053497,0.907407,0.0,54.0
0000194_00000_d_0000119,counting,How many pedestrian objects are in this area?,7,pedestrian,7,normal,0.65,5.0,poor,0.053497,0.907407,0.0,54.0
