image_id,question_type,question,answer,target_class,object_count,risk_level,epsilon_k,tau_k,view_quality_bin,scale_proxy,occlusion_score,truncation_score,density_score,presence_polarity,target_class_b
0000249_03400_d_0000010,comparison,Are there more car than pedestrian objects in this area?,yes,car,46,normal,0.65,5.0,poor,0.040683,0.619565,0.01087,92.0,,pedestrian
0000249_03900_d_0000011,comparison,Are there more van than car objects in this area?,no,van,9,normal,0.65,5.0,poor,0.033361,0.588235,0.023529,85.0,,car
0000253_00001_d_0000001,comparison,Are there more car than van objects in this area?,yes,car,79,normal,0.65,5.0,poor,0.019418,0.160377,0.0,106.0,,van
0000256_00715_d_0000019,comparison,Are there more truck than car objects in this area?,no,truck,12,normal,0.65,5.0,poor,0.085236,0.758242,0.021978,91.0,,car
0000256_02173_d_0000030,comparison,Are there more car than van objects in this area?,yes,car,17,critical,0.82,3.0,poor,0.127039,0.92,0.06,50.0,,van
0000263_02401_d_0000179,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,4,normal,0.65,5.0,medium,0.533344,0.588235,0.0,17.0,,car
0000269_00001_d_0000348,comparison,Are there more car than pedestrian objects in this area?,yes,car,65,critical,0.82,3.0,poor,0.041525,0.78125,0.023438,128.0,,pedestrian
0000269_00201_d_0000349,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,7,critical,0.82,3.0,poor,0.122178,0.510638,0.021277,47.0,,car
0000269_00601_d_0000351,comparison,Are there more car than pedestrian objects in this area?,yes,car,54,critical,0.82,3.0,poor,0.055776,0.913978,0.021505,93.0,,pedestrian
0000271_00001_d_0000374,comparison,Are there more pedestrian than motor objects in this area?,no,pedestrian,16,normal,0.65,5.0,poor,0.125509,0.586207,0.0,58.0,,motor
0000271_00201_d_0000375,comparison,Are there more motor than car objects in this area?,yes,motor,19,normal,0.65,5.0,poor,0.101782,0.266667,0.0,75.0,,car
0000271_00401_d_0000376,comparison,Are there more motor than pedestrian objects in this area?,no,motor,5,normal,0.65,5.0,poor,0.130988,0.48,0.04,25.0,,pedestrian
0000271_00601_d_0000377,comparison,Are there more pedestrian than motor objects in this area?,yes,pedestrian,28,critical,0.82,3.0,poor,0.075425,0.759494,0.0,79.0,,motor
0000271_00801_d_0000378,comparison,Are there more car than pedestrian objects in this area?,no,car,18,critical,0.82,3.0,poor,0.063733,0.301587,0.047619,63.0,,pedestrian
0000271_01201_d_0000379,comparison,Are there more car than motor objects in this area?,yes,car,11,normal,0.65,5.0,poor,0.110842,0.898305,0.033898,59.0,,motor
0000271_01401_d_0000380,comparison,Are there more car than pedestrian objects in this area?,no,car,16,normal,0.65,5.0,poor,0.141711,0.254545,0.0,55.0,,pedestrian
0000271_01601_d_0000381,comparison,Are there more car than pedestrian objects in this area?,yes,car,16,normal,0.65,5.0,poor,0.091999,0.4375,0.041667,48.0,,pedestrian
0000271_02401_d_0000385,comparison,Are there more people than car objects in this area?,no,people,20,normal,0.65,5.0,poor,0.072252,0.75,0.059524,84.0,,car
0000271_02601_d_0000386,comparison,Are there more car than pedestrian objects in this area?,yes,car,25,normal,0.65,5.0,poor,0.138666,0.734177,0.025316,79.0,,pedestrian
0000271_03001_d_0000387,comparison,Are there more car than pedestrian objects in this area?,no,car,17,critical,0.82,3.0,poor,0.068791,0.553571,0.053571,56.0,,pedestrian
0000271_03801_d_0000391,comparison,Are there more pedestrian than car objects in this area?,yes,pedestrian,19,normal,0.65,5.0,poor,0.090472,0.298246,0.0,57.0,,car
0000271_04401_d_0000394,comparison,Are there more motor than pedestrian objects in this area?,no,motor,19,normal,0.65,5.0,poor,0.096936,0.651163,0.023256,86.0,,pedestrian
0000271_04801_d_0000396,comparison,Are there more car than pedestrian objects in this area?,yes,car,19,normal,0.65,5.0,poor,0.082723,0.26,0.02,50.0,,pedestrian
0000271_05001_d_0000397,comparison,Are there more van than motor objects in this area?,no,van,18,critical,0.82,3.0,poor,0.056067,0.8,0.011111,90.0,,motor
0000271_05201_d_0000398,comparison,Are there more car than motor objects in this area?,yes,car,27,critical,0.82,3.0,poor,0.110665,0.471429,0.014286,70.0,,motor
0000271_05401_d_0000399,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,12,critical,0.82,3.0,poor,0.097696,0.661972,0.084507,71.0,,car
0000271_05601_d_0000400,comparison,Are there more car than motor objects in this area?,yes,car,57,critical,0.82,3.0,poor,0.08251,0.674419,0.023256,86.0,,motor
0000271_05801_d_0000401,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,10,critical,0.82,3.0,poor,0.114066,0.942308,0.048077,104.0,,car
0000271_06001_d_0000402,comparison,Are there more car than motor objects in this area?,yes,car,91,critical,0.82,3.0,poor,0.112438,0.721519,0.037975,158.0,,motor
0000271_06201_d_0000403,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,24,critical,0.82,3.0,poor,0.108115,0.915493,0.014085,142.0,,car
0000271_06401_d_0000404,comparison,Are there more car than pedestrian objects in this area?,yes,car,81,critical,0.82,3.0,poor,0.110309,0.710938,0.023438,128.0,,pedestrian
0000271_06601_d_0000405,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,17,critical,0.82,3.0,poor,0.148484,0.761905,0.019048,105.0,,car
0000271_06801_d_0000406,comparison,Are there more car than pedestrian objects in this area?,yes,car,49,critical,0.82,3.0,poor,0.17161,0.747368,0.021053,95.0,,pedestrian
0000271_07001_d_0000407,comparison,Are there more car than pedestrian objects in this area?,no,car,14,critical,0.82,3.0,poor,0.154647,0.672414,0.068966,58.0,,pedestrian
0000271_07201_d_0000408,comparison,Are there more pedestrian than people objects in this area?,yes,pedestrian,10,normal,0.65,5.0,poor,0.065878,0.08,0.0,25.0,,people
0000271_07401_d_0000409,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,7,critical,0.82,3.0,poor,0.169305,0.666667,0.119048,42.0,,car
0000273_05601_d_0000466,comparison,Are there more car than truck objects in this area?,yes,car,21,critical,0.82,3.0,poor,0.171823,1.34375,0.0,32.0,,truck
0000276_00001_d_0000507,comparison,Are there more car than pedestrian objects in this area?,no,car,12,critical,0.82,3.0,poor,0.1102,0.490909,0.054545,55.0,,pedestrian
0000276_00401_d_0000509,comparison,Are there more car than pedestrian objects in this area?,yes,car,28,normal,0.65,5.0,poor,0.06225,0.387097,0.064516,62.0,,pedestrian
0000276_00601_d_0000510,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,11,normal,0.65,5.0,poor,0.103631,0.486486,0.0,37.0,,car
0000276_01001_d_0000512,comparison,Are there more car than truck objects in this area?,yes,car,18,normal,0.65,5.0,poor,0.06765,0.363636,0.022727,44.0,,truck
0000276_01201_d_0000513,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,6,critical,0.82,3.0,poor,0.108317,0.344828,0.0,29.0,,car
0000276_01401_d_0000514,comparison,Are there more truck than pedestrian objects in this area?,yes,truck,12,normal,0.65,5.0,poor,0.188152,0.52,0.04,25.0,,pedestrian
0000276_01801_d_0000516,comparison,Are there more truck than van objects in this area?,no,truck,7,normal,0.65,5.0,poor,0.097246,0.333333,0.0,21.0,,van
0000276_02001_d_0000517,comparison,Are there more car than van objects in this area?,yes,car,8,normal,0.65,5.0,poor,0.04466,0.333333,0.0,15.0,,van
0000276_02201_d_0000518,comparison,Are there more truck than car objects in this area?,no,truck,15,critical,0.82,3.0,poor,0.108135,0.317073,0.02439,41.0,,car
0000276_02401_d_0000519,comparison,Are there more car than truck objects in this area?,yes,car,29,critical,0.82,3.0,poor,0.088042,0.395833,0.041667,48.0,,truck
0000276_02601_d_0000520,comparison,Are there more truck than car objects in this area?,no,truck,8,normal,0.65,5.0,poor,0.06328,0.15625,0.0,32.0,,car
0000276_02801_d_0000521,comparison,Are there more car than truck objects in this area?,yes,car,15,normal,0.65,5.0,poor,0.129698,0.513514,0.0,37.0,,truck
0000276_03001_d_0000522,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,8,normal,0.65,5.0,poor,0.054949,0.368421,0.0,38.0,,car
0000276_03201_d_0000523,comparison,Are there more pedestrian than car objects in this area?,yes,pedestrian,26,normal,0.65,5.0,poor,0.034605,0.590164,0.0,61.0,,car
0000276_03401_d_0000524,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,21,normal,0.65,5.0,poor,0.043246,0.47541,0.0,61.0,,car
0000276_03601_d_0000525,comparison,Are there more pedestrian than car objects in this area?,yes,pedestrian,20,normal,0.65,5.0,poor,0.062306,0.391304,0.021739,46.0,,car
0000276_03801_d_0000526,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,15,normal,0.65,5.0,poor,0.088741,0.921875,0.03125,64.0,,car
0000276_04001_d_0000527,comparison,Are there more car than truck objects in this area?,yes,car,34,normal,0.65,5.0,poor,0.068693,0.907407,0.0,54.0,,truck
0000276_04201_d_0000528,comparison,Are there more truck than car objects in this area?,no,truck,11,normal,0.65,5.0,poor,0.28499,0.762712,0.084746,59.0,,car
0000276_04401_d_0000529,comparison,Are there more car than truck objects in this area?,yes,car,27,critical,0.82,3.0,medium,0.495516,0.4,0.125,40.0,,truck
0000276_04601_d_0000530,comparison,Are there more truck than car objects in this area?,no,truck,3,normal,0.65,5.0,poor,0.230285,0.2,0.3,10.0,,car
0000276_04801_d_0000531,comparison,Are there more car than truck objects in this area?,yes,car,5,normal,0.65,5.0,medium,0.554005,0.2,0.3,10.0,,truck
0000276_05601_d_0000535,comparison,Are there more motor than van objects in this area?,no,motor,2,normal,0.65,5.0,poor,0.023774,0.5,0.0,10.0,,van
0000276_05801_d_0000536,comparison,Are there more car than truck objects in this area?,yes,car,3,normal,0.65,5.0,poor,0.045422,0.571429,0.285714,7.0,,truck
0000276_06001_d_0000537,comparison,Are there more truck than car objects in this area?,no,truck,5,normal,0.65,5.0,poor,0.074613,0.5,0.071429,14.0,,car
0000277_00001_d_0000539,comparison,Are there more car than motor objects in this area?,yes,car,46,normal,0.65,5.0,poor,0.064416,0.411765,0.035294,85.0,,motor
0000277_00201_d_0000540,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,12,normal,0.65,5.0,poor,0.096112,0.722892,0.012048,83.0,,car
0000277_00401_d_0000541,comparison,Are there more car than pedestrian objects in this area?,yes,car,37,normal,0.65,5.0,poor,0.049294,0.794872,0.017094,117.0,,pedestrian
0000277_01401_d_0000546,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,10,normal,0.65,5.0,poor,0.114541,0.641026,0.012821,78.0,,car
0000277_01601_d_0000547,comparison,Are there more car than pedestrian objects in this area?,yes,car,42,normal,0.65,5.0,poor,0.111577,0.717949,0.025641,78.0,,pedestrian
0000277_01801_d_0000548,comparison,Are there more van than car objects in this area?,no,van,23,critical,0.82,3.0,poor,0.097089,0.871287,0.0,101.0,,car
0000277_02001_d_0000549,comparison,Are there more car than pedestrian objects in this area?,yes,car,38,critical,0.82,3.0,poor,0.265816,0.831325,0.072289,83.0,,pedestrian
0000277_02201_d_0000550,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,9,normal,0.65,5.0,poor,0.195343,0.492754,0.028986,69.0,,car
0000277_02401_d_0000551,comparison,Are there more car than pedestrian objects in this area?,yes,car,58,critical,0.82,3.0,poor,0.095877,0.527473,0.164835,91.0,,pedestrian
0000277_02601_d_0000552,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,18,normal,0.65,5.0,poor,0.065499,0.786885,0.0,122.0,,car
0000277_03201_d_0000554,comparison,Are there more car than pedestrian objects in this area?,yes,car,43,critical,0.82,3.0,poor,0.062593,0.8,0.023529,85.0,,pedestrian
0000277_03401_d_0000555,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,13,normal,0.65,5.0,poor,0.078279,0.76699,0.038835,103.0,,car
0000277_03601_d_0000556,comparison,Are there more car than pedestrian objects in this area?,yes,car,26,critical,0.82,3.0,poor,0.163521,0.633333,0.05,60.0,,pedestrian
0000277_04001_d_0000558,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,26,critical,0.82,3.0,poor,0.170688,0.493333,0.026667,75.0,,car
0000277_04201_d_0000559,comparison,Are there more pedestrian than car objects in this area?,yes,pedestrian,34,critical,0.82,3.0,poor,0.170589,0.746269,0.059701,67.0,,car
0000277_04401_d_0000560,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,10,critical,0.82,3.0,poor,0.138779,0.746479,0.014085,71.0,,car
0000277_04601_d_0000561,comparison,Are there more car than pedestrian objects in this area?,yes,car,59,critical,0.82,3.0,poor,0.107035,0.568421,0.052632,95.0,,pedestrian
0000277_05001_d_0000562,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,16,critical,0.82,3.0,poor,0.084237,0.804124,0.020619,97.0,,car
0000280_00001_d_0000612,comparison,Are there more car than pedestrian objects in this area?,yes,car,32,critical,0.82,3.0,poor,0.102672,0.816092,0.022989,87.0,,pedestrian
0000280_00201_d_0000613,comparison,Are there more motor than car objects in this area?,no,motor,9,critical,0.82,3.0,poor,0.162132,0.425532,0.06383,47.0,,car
0000280_00401_d_0000614,comparison,Are there more car than pedestrian objects in this area?,yes,car,24,normal,0.65,5.0,poor,0.149366,0.610169,0.050847,59.0,,pedestrian
0000280_00601_d_0000615,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,10,normal,0.65,5.0,poor,0.068408,1.256757,0.013514,74.0,,car
0000280_00801_d_0000616,comparison,Are there more car than people objects in this area?,yes,car,32,normal,0.65,5.0,poor,0.063422,1.0,0.0,70.0,,people
0000280_01001_d_0000617,comparison,Are there more people than car objects in this area?,no,people,15,normal,0.65,5.0,poor,0.067824,0.944444,0.02381,126.0,,car
0000280_01201_d_0000618,comparison,Are there more car than pedestrian objects in this area?,yes,car,65,normal,0.65,5.0,poor,0.074724,0.940299,0.007463,134.0,,pedestrian
0000280_01401_d_0000619,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,19,normal,0.65,5.0,poor,0.125618,0.736364,0.072727,110.0,,car
0000280_01601_d_0000620,comparison,Are there more car than van objects in this area?,yes,car,66,normal,0.65,5.0,poor,0.096064,1.0,0.029126,103.0,,van
0000280_01801_d_0000621,comparison,Are there more motor than car objects in this area?,no,motor,6,normal,0.65,5.0,poor,0.071557,0.788889,0.011111,90.0,,car
0000280_02001_d_0000622,comparison,Are there more car than people objects in this area?,yes,car,45,critical,0.82,3.0,poor,0.104931,0.727273,0.015152,66.0,,people
0000280_02201_d_0000623,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,12,normal,0.65,5.0,poor,0.100722,0.825,0.0125,80.0,,car
0000280_02401_d_0000624,comparison,Are there more car than van objects in this area?,yes,car,35,normal,0.65,5.0,poor,0.086548,0.815217,0.0,92.0,,van
0000280_02601_d_0000625,comparison,Are there more people than car objects in this area?,no,people,12,normal,0.65,5.0,poor,0.108446,0.356164,0.054795,73.0,,car
0000280_02801_d_0000626,comparison,Are there more car than people objects in this area?,yes,car,30,normal,0.65,5.0,poor,0.176199,0.454545,0.0,55.0,,people
0000280_03001_d_0000627,comparison,Are there more people than car objects in this area?,no,people,17,normal,0.65,5.0,poor,0.078121,1.159091,0.034091,88.0,,car
0000280_03201_d_0000628,comparison,Are there more car than pedestrian objects in this area?,yes,car,48,normal,0.65,5.0,poor,0.102183,0.817073,0.0,82.0,,pedestrian
0000280_03401_d_0000629,comparison,Are there more motor than car objects in this area?,no,motor,11,normal,0.65,5.0,poor,0.085618,0.807229,0.036145,83.0,,car
0000283_00401_d_0000676,comparison,Are there more car than pedestrian objects in this area?,yes,car,4,normal,0.65,5.0,good,0.863194,0.333333,0.333333,6.0,,pedestrian
0000283_00601_d_0000677,comparison,Are there more truck than car objects in this area?,no,truck,2,normal,0.65,5.0,poor,0.097473,0.0,0.0,9.0,,car
0000287_00001_d_0000759,comparison,Are there more car than motor objects in this area?,yes,car,28,normal,0.65,5.0,poor,0.090238,0.653846,0.038462,52.0,,motor
0000287_00201_d_0000760,comparison,Are there more motor than car objects in this area?,no,motor,6,normal,0.65,5.0,poor,0.134268,0.705882,0.039216,51.0,,car
0000287_00401_d_0000761,comparison,Are there more car than pedestrian objects in this area?,yes,car,36,critical,0.82,3.0,poor,0.146937,0.477273,0.045455,44.0,,pedestrian
0000287_00601_d_0000762,comparison,Are there more people than car objects in this area?,no,people,11,normal,0.65,5.0,poor,0.076842,0.731183,0.010753,93.0,,car
0000287_00801_d_0000763,comparison,Are there more car than people objects in this area?,yes,car,30,normal,0.65,5.0,poor,0.196927,0.396552,0.051724,58.0,,people
0000287_01001_d_0000764,comparison,Are there more van than car objects in this area?,no,van,16,critical,0.82,3.0,poor,0.108353,0.802817,0.014085,71.0,,car
0000287_01201_d_0000765,comparison,Are there more car than pedestrian objects in this area?,yes,car,30,critical,0.82,3.0,poor,0.096631,0.794118,0.058824,68.0,,pedestrian
0000287_01401_d_0000766,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,14,critical,0.82,3.0,poor,0.08543,0.573529,0.0,68.0,,car
0000287_01601_d_0000767,comparison,Are there more car than pedestrian objects in this area?,yes,car,31,normal,0.65,5.0,poor,0.052702,0.756757,0.013514,74.0,,pedestrian
0000287_01801_d_0000768,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,17,critical,0.82,3.0,poor,0.07093,0.928571,0.017857,56.0,,car
0000287_02001_d_0000769,comparison,Are there more car than pedestrian objects in this area?,yes,car,20,critical,0.82,3.0,poor,0.138985,0.409091,0.090909,44.0,,pedestrian
0000287_02201_d_0000770,comparison,Are there more motor than car objects in this area?,no,motor,4,critical,0.82,3.0,poor,0.112387,0.481481,0.074074,27.0,,car
0000287_02401_d_0000771,comparison,Are there more car than pedestrian objects in this area?,yes,car,10,critical,0.82,3.0,medium,0.415183,0.555556,0.333333,18.0,,pedestrian
0000287_02601_d_0000772,comparison,Are there more motor than car objects in this area?,no,motor,10,normal,0.65,5.0,poor,0.094153,0.863636,0.113636,44.0,,car
0000287_02801_d_0000773,comparison,Are there more car than motor objects in this area?,yes,car,22,normal,0.65,5.0,poor,0.149392,0.566667,0.016667,60.0,,motor
0000287_03001_d_0000774,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,4,critical,0.82,3.0,medium,0.475831,0.111111,0.166667,18.0,,car
0000287_03401_d_0000776,comparison,Are there more car than motor objects in this area?,yes,car,43,normal,0.65,5.0,poor,0.145956,0.0,0.017857,56.0,,motor
0000287_04601_d_0000780,comparison,Are there more motor than car objects in this area?,no,motor,21,critical,0.82,3.0,poor,0.104282,0.329545,0.045455,88.0,,car
0000287_04801_d_0000781,comparison,Are there more car than motor objects in this area?,yes,car,23,normal,0.65,5.0,poor,0.145045,0.09434,0.056604,53.0,,motor
0000287_05001_d_0000782,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,18,normal,0.65,5.0,poor,0.108075,0.467742,0.016129,62.0,,car
0000289_00001_d_0000811,comparison,Are there more car than motor objects in this area?,yes,car,15,critical,0.82,3.0,poor,0.130745,0.756098,0.04878,41.0,,motor
0000289_00201_d_0000812,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,8,critical,0.82,3.0,poor,0.147052,0.674419,0.372093,43.0,,car
0000289_00401_d_0000813,comparison,Are there more car than pedestrian objects in this area?,yes,car,20,critical,0.82,3.0,poor,0.220407,0.660377,0.037736,53.0,,pedestrian
0000289_00601_d_0000814,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,12,critical,0.82,3.0,poor,0.170546,0.72093,0.046512,43.0,,car
0000289_00801_d_0000815,comparison,Are there more car than motor objects in this area?,yes,car,11,normal,0.65,5.0,poor,0.172318,0.461538,0.051282,39.0,,motor
0000289_01001_d_0000816,comparison,Are there more motor than car objects in this area?,no,motor,5,normal,0.65,5.0,poor,0.206654,0.606061,0.121212,33.0,,car
0000289_01201_d_0000817,comparison,Are there more car than motor objects in this area?,yes,car,15,normal,0.65,5.0,poor,0.154535,0.790698,0.023256,43.0,,motor
0000289_01401_d_0000818,comparison,Are there more motor than car objects in this area?,no,motor,8,normal,0.65,5.0,poor,0.250924,0.589744,0.0,39.0,,car
0000289_01601_d_0000819,comparison,Are there more car than pedestrian objects in this area?,yes,car,23,normal,0.65,5.0,poor,0.186823,0.568182,0.068182,44.0,,pedestrian
0000289_02001_d_0000821,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,12,critical,0.82,3.0,poor,0.203019,0.209302,0.046512,43.0,,car
0000289_02201_d_0000822,comparison,Are there more car than motor objects in this area?,yes,car,13,critical,0.82,3.0,medium,0.487279,0.517241,0.103448,29.0,,motor
0000289_02401_d_0000823,comparison,Are there more motor than car objects in this area?,no,motor,10,normal,0.65,5.0,poor,0.108731,0.408163,0.020408,49.0,,car
0000289_02601_d_0000824,comparison,Are there more car than motor objects in this area?,yes,car,24,normal,0.65,5.0,poor,0.087302,0.551724,0.017241,58.0,,motor
0000289_03001_d_0000826,comparison,Are there more motor than car objects in this area?,no,motor,20,normal,0.65,5.0,poor,0.118404,0.754098,0.04918,61.0,,car
0000289_03201_d_0000827,comparison,Are there more motor than car objects in this area?,yes,motor,30,normal,0.65,5.0,poor,0.115613,0.938272,0.061728,81.0,,car
0000289_03401_d_0000828,comparison,Are there more motor than car objects in this area?,no,motor,15,critical,0.82,3.0,poor,0.140883,0.796296,0.018519,54.0,,car
0000289_03601_d_0000829,comparison,Are there more pedestrian than motor objects in this area?,yes,pedestrian,30,normal,0.65,5.0,poor,0.083523,0.727273,0.0,77.0,,motor
0000289_03801_d_0000830,comparison,Are there more motor than pedestrian objects in this area?,no,motor,18,normal,0.65,5.0,poor,0.074186,0.64,0.08,100.0,,pedestrian
0000289_04001_d_0000831,comparison,Are there more pedestrian than motor objects in this area?,yes,pedestrian,26,critical,0.82,3.0,poor,0.127804,0.6,0.0375,80.0,,motor
0000289_04201_d_0000832,comparison,Are there more motor than pedestrian objects in this area?,no,motor,19,normal,0.65,5.0,poor,0.074567,0.136364,0.022727,88.0,,pedestrian
0000289_04401_d_0000833,comparison,Are there more pedestrian than motor objects in this area?,yes,pedestrian,38,critical,0.82,3.0,poor,0.109898,0.61,0.0,100.0,,motor
0000289_04601_d_0000834,comparison,Are there more motor than pedestrian objects in this area?,no,motor,15,normal,0.65,5.0,poor,0.121294,0.655914,0.021505,93.0,,pedestrian
0000289_04801_d_0000835,comparison,Are there more pedestrian than car objects in this area?,yes,pedestrian,21,normal,0.65,5.0,poor,0.097869,0.323944,0.112676,71.0,,car
0000289_05001_d_0000836,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,18,normal,0.65,5.0,poor,0.140838,0.646154,0.046154,65.0,,car
0000289_05201_d_0000837,comparison,Are there more motor than car objects in this area?,yes,motor,22,normal,0.65,5.0,poor,0.145337,0.582278,0.037975,79.0,,car
0000289_05401_d_0000838,comparison,Are there more car than motor objects in this area?,no,car,21,critical,0.82,3.0,poor,0.142396,0.679012,0.012346,81.0,,motor
0000289_05601_d_0000839,comparison,Are there more car than motor objects in this area?,yes,car,38,normal,0.65,5.0,poor,0.100192,0.869159,0.018692,107.0,,motor
0000289_05801_d_0000840,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,16,normal,0.65,5.0,poor,0.125931,0.423077,0.038462,78.0,,car
0000289_06001_d_0000841,comparison,Are there more car than pedestrian objects in this area?,yes,car,35,critical,0.82,3.0,poor,0.109754,0.775,0.0125,80.0,,pedestrian
0000289_06201_d_0000842,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,13,critical,0.82,3.0,poor,0.144915,0.56962,0.075949,79.0,,car
0000289_06401_d_0000843,comparison,Are there more car than motor objects in this area?,yes,car,34,normal,0.65,5.0,poor,0.133817,0.265823,0.025316,79.0,,motor
0000289_06601_d_0000844,comparison,Are there more motor than car objects in this area?,no,motor,16,critical,0.82,3.0,poor,0.135642,0.659091,0.056818,88.0,,car
0000289_06801_d_0000845,comparison,Are there more car than motor objects in this area?,yes,car,35,critical,0.82,3.0,poor,0.070792,0.408163,0.010204,98.0,,motor
0000289_07001_d_0000846,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,17,critical,0.82,3.0,poor,0.114008,0.391892,0.027027,74.0,,car
0000289_07201_d_0000847,comparison,Are there more car than motor objects in this area?,yes,car,20,critical,0.82,3.0,poor,0.184471,0.175,0.1,40.0,,motor
0000290_04001_d_0000867,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,12,critical,0.82,3.0,poor,0.093841,0.531646,0.050633,79.0,,car
0000291_00001_d_0000868,comparison,Are there more pedestrian than van objects in this area?,yes,pedestrian,53,normal,0.65,5.0,poor,0.033053,0.865169,0.016854,178.0,,van
0000291_00201_d_0000869,comparison,Are there more car than pedestrian objects in this area?,no,car,24,normal,0.65,5.0,poor,0.049474,0.663717,0.079646,113.0,,pedestrian
0000291_00401_d_0000870,comparison,Are there more pedestrian than car objects in this area?,yes,pedestrian,56,normal,0.65,5.0,poor,0.046213,0.572289,0.006024,166.0,,car
0000291_00601_d_0000871,comparison,Are there more car than pedestrian objects in this area?,no,car,27,normal,0.65,5.0,poor,0.12765,0.758333,0.033333,120.0,,pedestrian
0000291_01001_d_0000873,comparison,Are there more people than pedestrian objects in this area?,yes,people,39,normal,0.65,5.0,poor,0.068078,0.792453,0.100629,159.0,,pedestrian
0000291_01201_d_0000874,comparison,Are there more people than pedestrian objects in this area?,no,people,45,normal,0.65,5.0,poor,0.07258,0.830189,0.042453,212.0,,pedestrian
0000291_01401_d_0000875,comparison,Are there more pedestrian than motor objects in this area?,yes,pedestrian,43,normal,0.65,5.0,poor,0.06983,0.538961,0.051948,154.0,,motor
0000291_01601_d_0000876,comparison,Are there more people than pedestrian objects in this area?,no,people,23,normal,0.65,5.0,poor,0.203644,0.413793,0.022989,87.0,,pedestrian
0000291_01801_d_0000877,comparison,Are there more car than pedestrian objects in this area?,yes,car,59,normal,0.65,5.0,poor,0.179015,0.504425,0.053097,113.0,,pedestrian
0000291_02001_d_0000878,comparison,Are there more car than pedestrian objects in this area?,no,car,40,normal,0.65,5.0,poor,0.120382,0.622093,0.02907,172.0,,pedestrian
0000291_02201_d_0000879,comparison,Are there more car than pedestrian objects in this area?,yes,car,37,normal,0.65,5.0,poor,0.118213,0.221477,0.013423,149.0,,pedestrian
0000291_02601_d_0000881,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,40,normal,0.65,5.0,poor,0.091432,0.286517,0.050562,178.0,,car
0000291_03201_d_0000884,comparison,Are there more car than pedestrian objects in this area?,yes,car,76,normal,0.65,5.0,poor,0.061793,0.724891,0.008734,229.0,,pedestrian
0000291_03401_d_0000885,comparison,Are there more people than pedestrian objects in this area?,no,people,48,normal,0.65,5.0,poor,0.13474,0.657754,0.026738,187.0,,pedestrian
0000291_03601_d_0000886,comparison,Are there more people than pedestrian objects in this area?,yes,people,50,critical,0.82,3.0,poor,0.16433,0.196429,0.017857,112.0,,pedestrian
0000291_03801_d_0000887,comparison,Are there more motor than pedestrian objects in this area?,no,motor,16,critical,0.82,3.0,poor,0.08433,0.403141,0.020942,191.0,,pedestrian
0000291_04001_d_0000888,comparison,Are there more car than pedestrian objects in this area?,yes,car,29,normal,0.65,5.0,poor,0.129638,0.770642,0.036697,109.0,,pedestrian
0000291_04201_d_0000889,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,24,normal,0.65,5.0,poor,0.127601,0.657658,0.009009,111.0,,car
0000291_04401_d_0000890,comparison,Are there more car than pedestrian objects in this area?,yes,car,37,normal,0.65,5.0,poor,0.12158,0.555556,0.071429,126.0,,pedestrian
0000291_05001_d_0000892,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,34,normal,0.65,5.0,poor,0.107557,0.57037,0.044444,135.0,,car
