image_id,question_type,question,answer,target_class,object_count,risk_level,epsilon_k,tau_k,view_quality_bin,scale_proxy,occlusion_score,truncation_score,density_score,presence_polarity,target_class_b
01324,comparison,Are there more car than van objects in this area?,yes,car,7,normal,0.65,5.0,medium,0.0,0.0,0.0,10.0,,van
01339,comparison,Are there more van than car objects in this area?,no,van,4,normal,0.65,5.0,medium,0.0,0.0,0.0,13.0,,car
01342,comparison,Are there more car than bus objects in this area?,yes,car,28,normal,0.65,5.0,medium,0.0,0.0,0.0,30.0,,bus
01348,comparison,Are there more car than van objects in this area?,no,car,2,critical,0.82,3.0,medium,0.0,0.0,0.0,7.0,,van
01351,comparison,Are there more car than van objects in this area?,yes,car,34,critical,0.82,3.0,medium,0.0,0.0,0.0,37.0,,van
01354,comparison,Are there more bus than car objects in this area?,no,bus,7,critical,0.82,3.0,medium,0.0,0.0,0.0,17.0,,car
01369,comparison,Are there more car than bus objects in this area?,yes,car,13,normal,0.65,5.0,medium,0.0,0.0,0.0,14.0,,bus
01378,comparison,Are there more van than car objects in this area?,no,van,3,normal,0.65,5.0,medium,0.0,0.0,0.0,9.0,,car
01384,comparison,Are there more car than van objects in this area?,yes,car,132,critical,0.82,3.0,medium,0.0,0.0,0.0,135.0,,van
01387,comparison,Are there more van than car objects in this area?,no,van,2,critical,0.82,3.0,medium,0.0,0.0,0.0,10.0,,car
01390,comparison,Are there more truck than car objects in this area?,yes,truck,7,critical,0.82,3.0,medium,0.0,0.0,0.0,8.0,,car
01399,comparison,Are there more van than car objects in this area?,no,van,1,critical,0.82,3.0,medium,0.0,0.0,0.0,16.0,,car
01405,comparison,Are there more car than van objects in this area?,yes,car,44,normal,0.65,5.0,medium,0.0,0.0,0.0,45.0,,van
01411,comparison,Are there more car than truck objects in this area?,no,car,13,critical,0.82,3.0,medium,0.0,0.0,0.0,27.0,,truck
01414,comparison,Are there more car than van objects in this area?,yes,car,25,critical,0.82,3.0,medium,0.0,0.0,0.0,29.0,,van
01417,comparison,Are there more truck than car objects in this area?,no,truck,1,critical,0.82,3.0,medium,0.0,0.0,0.0,13.0,,car
01426,comparison,Are there more car than truck objects in this area?,yes,car,15,critical,0.82,3.0,medium,0.0,0.0,0.0,16.0,,truck
01429,comparison,Are there more van than car objects in this area?,no,van,1,critical,0.82,3.0,medium,0.0,0.0,0.0,7.0,,car
01438,comparison,Are there more truck than car objects in this area?,yes,truck,4,critical,0.82,3.0,medium,0.0,0.0,0.0,5.0,,car
01441,comparison,Are there more truck than car objects in this area?,no,truck,3,critical,0.82,3.0,medium,0.0,0.0,0.0,17.0,,car
01444,comparison,Are there more car than van objects in this area?,yes,car,10,critical,0.82,3.0,medium,0.0,0.0,0.0,12.0,,van
01447,comparison,Are there more car than van objects in this area?,no,car,5,critical,0.82,3.0,medium,0.0,0.0,0.0,15.0,,van
01450,comparison,Are there more car than van objects in this area?,yes,car,4,critical,0.82,3.0,medium,0.0,0.0,0.0,5.0,,van
01456,comparison,Are there more van than car objects in this area?,no,van,3,normal,0.65,5.0,medium,0.0,0.0,0.0,37.0,,car
01459,comparison,Are there more car than bus objects in this area?,yes,car,8,normal,0.65,5.0,medium,0.0,0.0,0.0,14.0,,bus
01465,comparison,Are there more truck than car objects in this area?,no,truck,3,critical,0.82,3.0,medium,0.0,0.0,0.0,40.0,,car
