image_id,question_type,question,answer,target_class,object_count,risk_level,epsilon_k,tau_k,view_quality_bin,scale_proxy,occlusion_score,truncation_score,density_score,presence_polarity,target_class_b,threshold_n
0000154_01201_d_0000001,co_presence,Are there both awning-tricycle and bicycle objects in this area?,no,awning-tricycle,1,normal,0.65,5.0,poor,0.024614,0.950617,0.012346,81.0,,bicycle,
0000154_01201_d_0000001,threshold,Are there at least 4 awning-tricycle objects in this area?,no,awning-tricycle,1,normal,0.65,5.0,poor,0.024614,0.950617,0.012346,81.0,,,4
0000154_01601_d_0000001,co_presence,Are there both awning-tricycle and bus objects in this area?,yes,awning-tricycle,7,normal,0.65,5.0,poor,0.033587,0.732673,0.039604,101.0,,bus,
0000154_01601_d_0000001,threshold,Are there at least 7 awning-tricycle objects in this area?,yes,awning-tricycle,7,normal,0.65,5.0,poor,0.033587,0.732673,0.039604,101.0,,,7
0000154_02001_d_0000001,co_presence,Are there both car and bicycle objects in this area?,no,car,15,critical,0.82,3.0,poor,0.033737,1.216867,0.024096,83.0,,bicycle,
0000154_02001_d_0000001,threshold,Are there at least 18 car objects in this area?,no,car,15,critical,0.82,3.0,poor,0.033737,1.216867,0.024096,83.0,,,18
0000155_00001_d_0000001,co_presence,Are there both awning-tricycle and bus objects in this area?,yes,awning-tricycle,7,normal,0.65,5.0,poor,0.060478,1.092784,0.041237,97.0,,bus,
0000155_00001_d_0000001,threshold,Are there at least 7 awning-tricycle objects in this area?,yes,awning-tricycle,7,normal,0.65,5.0,poor,0.060478,1.092784,0.041237,97.0,,,7
0000155_00401_d_0000001,co_presence,Are there both awning-tricycle and bicycle objects in this area?,no,awning-tricycle,9,normal,0.65,5.0,poor,0.0335,0.844262,0.0,122.0,,bicycle,
0000155_00401_d_0000001,threshold,Are there at least 12 awning-tricycle objects in this area?,no,awning-tricycle,9,normal,0.65,5.0,poor,0.0335,0.844262,0.0,122.0,,,12
0000155_00801_d_0000001,co_presence,Are there both awning-tricycle and car objects in this area?,yes,awning-tricycle,7,normal,0.65,5.0,poor,0.043494,0.745283,0.037736,106.0,,car,
0000155_00801_d_0000001,threshold,Are there at least 7 awning-tricycle objects in this area?,yes,awning-tricycle,7,normal,0.65,5.0,poor,0.043494,0.745283,0.037736,106.0,,,7
0000155_01201_d_0000001,co_presence,Are there both awning-tricycle and bicycle objects in this area?,no,awning-tricycle,3,normal,0.65,5.0,poor,0.030128,0.829787,0.031915,94.0,,bicycle,
0000155_01201_d_0000001,threshold,Are there at least 6 awning-tricycle objects in this area?,no,awning-tricycle,3,normal,0.65,5.0,poor,0.030128,0.829787,0.031915,94.0,,,6
0000155_01601_d_0000001,co_presence,Are there both awning-tricycle and car objects in this area?,yes,awning-tricycle,4,normal,0.65,5.0,poor,0.043886,0.506849,0.0,73.0,,car,
0000155_01601_d_0000001,threshold,Are there at least 4 awning-tricycle objects in this area?,yes,awning-tricycle,4,normal,0.65,5.0,poor,0.043886,0.506849,0.0,73.0,,,4
0000155_01871_d_0000001,co_presence,Are there both car and bicycle objects in this area?,no,car,9,normal,0.65,5.0,poor,0.038092,1.109091,0.018182,55.0,,bicycle,
0000155_01871_d_0000001,threshold,Are there at least 12 car objects in this area?,no,car,9,normal,0.65,5.0,poor,0.038092,1.109091,0.018182,55.0,,,12
0000162_00001_d_0000001,co_presence,Are there both awning-tricycle and car objects in this area?,yes,awning-tricycle,2,normal,0.65,5.0,poor,0.074147,0.5,0.029412,34.0,,car,
0000162_00001_d_0000001,threshold,Are there at least 2 awning-tricycle objects in this area?,yes,awning-tricycle,2,normal,0.65,5.0,poor,0.074147,0.5,0.029412,34.0,,,2
0000162_00401_d_0000001,co_presence,Are there both awning-tricycle and bicycle objects in this area?,no,awning-tricycle,1,normal,0.65,5.0,poor,0.040142,0.826087,0.0,46.0,,bicycle,
0000162_00401_d_0000001,threshold,Are there at least 4 awning-tricycle objects in this area?,no,awning-tricycle,1,normal,0.65,5.0,poor,0.040142,0.826087,0.0,46.0,,,4
0000162_00801_d_0000001,co_presence,Are there both car and motor objects in this area?,yes,car,9,normal,0.65,5.0,poor,0.088585,0.533333,0.033333,30.0,,motor,
0000162_00801_d_0000001,threshold,Are there at least 9 car objects in this area?,yes,car,9,normal,0.65,5.0,poor,0.088585,0.533333,0.033333,30.0,,,9
0000162_01058_d_0000001,co_presence,Are there both car and bicycle objects in this area?,no,car,4,normal,0.65,5.0,poor,0.038644,0.684211,0.0,57.0,,bicycle,
0000162_01058_d_0000001,threshold,Are there at least 7 car objects in this area?,no,car,4,normal,0.65,5.0,poor,0.038644,0.684211,0.0,57.0,,,7
0000163_00001_d_0000001,co_presence,Are there both awning-tricycle and car objects in this area?,yes,awning-tricycle,2,normal,0.65,5.0,poor,0.064511,0.826087,0.028986,69.0,,car,
0000163_00001_d_0000001,threshold,Are there at least 2 awning-tricycle objects in this area?,yes,awning-tricycle,2,normal,0.65,5.0,poor,0.064511,0.826087,0.028986,69.0,,,2
0000163_00359_d_0000001,co_presence,Are there both awning-tricycle and bicycle objects in this area?,no,awning-tricycle,1,normal,0.65,5.0,poor,0.026713,0.648148,0.0,54.0,,bicycle,
0000163_00359_d_0000001,threshold,Are there at least 4 awning-tricycle objects in this area?,no,awning-tricycle,1,normal,0.65,5.0,poor,0.026713,0.648148,0.0,54.0,,,4
0000165_04325_d_0000105,co_presence,Are there both car and pedestrian objects in this area?,yes,car,12,critical,0.82,3.0,poor,0.194868,1.103448,0.068966,29.0,,pedestrian,
0000165_04325_d_0000105,threshold,Are there at least 12 car objects in this area?,yes,car,12,critical,0.82,3.0,poor,0.194868,1.103448,0.068966,29.0,,,12
0000166_00558_d_0000118,co_presence,Are there both car and bicycle objects in this area?,no,car,16,critical,0.82,3.0,medium,0.33787,1.253521,0.042254,71.0,,bicycle,
0000166_00558_d_0000118,threshold,Are there at least 19 car objects in this area?,no,car,16,critical,0.82,3.0,medium,0.33787,1.253521,0.042254,71.0,,,19
0000193_00000_d_0000103,co_presence,Are there both car and motor objects in this area?,yes,car,6,normal,0.65,5.0,poor,0.035933,1.079365,0.015873,63.0,,motor,
0000193_00000_d_0000103,threshold,Are there at least 6 car objects in this area?,yes,car,6,normal,0.65,5.0,poor,0.035933,1.079365,0.015873,63.0,,,6
0000193_01497_d_0000111,co_presence,Are there both awning-tricycle and bicycle objects in this area?,no,awning-tricycle,1,normal,0.65,5.0,poor,0.047593,1.068966,0.08046,87.0,,bicycle,
0000193_01497_d_0000111,threshold,Are there at least 4 awning-tricycle objects in this area?,no,awning-tricycle,1,normal,0.65,5.0,poor,0.047593,1.068966,0.08046,87.0,,,4
0000193_01705_d_0000112,co_presence,Are there both awning-tricycle and car objects in this area?,yes,awning-tricycle,3,normal,0.65,5.0,poor,0.033056,0.753731,0.014925,134.0,,car,
0000193_01705_d_0000112,threshold,Are there at least 3 awning-tricycle objects in this area?,yes,awning-tricycle,3,normal,0.65,5.0,poor,0.033056,0.753731,0.014925,134.0,,,3
0000193_01876_d_0000113,co_presence,Are there both awning-tricycle and bicycle objects in this area?,no,awning-tricycle,1,normal,0.65,5.0,poor,0.032723,1.046296,0.046296,108.0,,bicycle,
0000193_01876_d_0000113,threshold,Are there at least 4 awning-tricycle objects in this area?,no,awning-tricycle,1,normal,0.65,5.0,poor,0.032723,1.046296,0.046296,108.0,,,4
0000193_02029_d_0000114,co_presence,Are there both awning-tricycle and car objects in this area?,yes,awning-tricycle,5,normal,0.65,5.0,poor,0.038446,0.606383,0.021277,94.0,,car,
0000193_02029_d_0000114,threshold,Are there at least 5 awning-tricycle objects in this area?,yes,awning-tricycle,5,normal,0.65,5.0,poor,0.038446,0.606383,0.021277,94.0,,,5
0000193_02212_d_0000115,co_presence,Are there both car and bicycle objects in this area?,no,car,4,normal,0.65,5.0,poor,0.028251,1.128205,0.038462,78.0,,bicycle,
0000193_02212_d_0000115,threshold,Are there at least 7 car objects in this area?,no,car,4,normal,0.65,5.0,poor,0.028251,1.128205,0.038462,78.0,,,7
0000193_02416_d_0000116,co_presence,Are there both awning-tricycle and car objects in this area?,yes,awning-tricycle,1,normal,0.65,5.0,poor,0.022597,0.64,0.02,50.0,,car,
0000193_02416_d_0000116,threshold,Are there at least 1 awning-tricycle objects in this area?,yes,awning-tricycle,1,normal,0.65,5.0,poor,0.022597,0.64,0.02,50.0,,,1
0000193_02606_d_0000117,co_presence,Are there both awning-tricycle and bicycle objects in this area?,no,awning-tricycle,2,normal,0.65,5.0,poor,0.017109,1.020408,0.0,49.0,,bicycle,
0000193_02606_d_0000117,threshold,Are there at least 5 awning-tricycle objects in this area?,no,awning-tricycle,2,normal,0.65,5.0,poor,0.017109,1.020408,0.0,49.0,,,5
0000193_02725_d_0000118,co_presence,Are there both car and motor objects in this area?,yes,car,2,normal,0.65,5.0,poor,0.017146,1.384615,0.0,39.0,,motor,
0000193_02725_d_0000118,threshold,Are there at least 2 car objects in this area?,yes,car,2,normal,0.65,5.0,poor,0.017146,1.384615,0.0,39.0,,,2
0000194_00000_d_0000119,co_presence,Are there both bus and bicycle objects in this area?,no,bus,1,normal,0.65,5.0,poor,0.027198,0.907407,0.0,54.0,,bicycle,
0000194_00000_d_0000119,threshold,Are there at least 4 bus objects in this area?,no,bus,1,normal,0.65,5.0,poor,0.027198,0.907407,0.0,54.0,,,4
0000194_00200_d_0000120,co_presence,Are there both awning-tricycle and bus objects in this area?,yes,awning-tricycle,9,normal,0.65,5.0,poor,0.02615,0.736842,0.0,76.0,,bus,
0000194_00200_d_0000120,threshold,Are there at least 9 awning-tricycle objects in this area?,yes,awning-tricycle,9,normal,0.65,5.0,poor,0.02615,0.736842,0.0,76.0,,,9
0000194_00399_d_0000121,co_presence,Are there both awning-tricycle and bicycle objects in this area?,no,awning-tricycle,3,normal,0.65,5.0,poor,0.021258,0.937063,0.013986,143.0,,bicycle,
0000194_00399_d_0000121,threshold,Are there at least 6 awning-tricycle objects in this area?,no,awning-tricycle,3,normal,0.65,5.0,poor,0.021258,0.937063,0.013986,143.0,,,6
0000194_00625_d_0000122,co_presence,Are there both awning-tricycle and bus objects in this area?,yes,awning-tricycle,2,normal,0.65,5.0,poor,0.03237,0.915663,0.048193,83.0,,bus,
0000194_00625_d_0000122,threshold,Are there at least 2 awning-tricycle objects in this area?,yes,awning-tricycle,2,normal,0.65,5.0,poor,0.03237,0.915663,0.048193,83.0,,,2
0000194_00800_d_0000123,co_presence,Are there both car and bicycle objects in this area?,no,car,3,normal,0.65,5.0,poor,0.038324,0.888889,0.092593,54.0,,bicycle,
0000194_00800_d_0000123,threshold,Are there at least 6 car objects in this area?,no,car,3,normal,0.65,5.0,poor,0.038324,0.888889,0.092593,54.0,,,6
0000194_00998_d_0000124,co_presence,Are there both car and motor objects in this area?,yes,car,4,normal,0.65,5.0,poor,0.036352,1.095238,0.02381,42.0,,motor,
0000194_00998_d_0000124,threshold,Are there at least 4 car objects in this area?,yes,car,4,normal,0.65,5.0,poor,0.036352,1.095238,0.02381,42.0,,,4
0000194_01192_d_0000125,co_presence,Are there both car and bicycle objects in this area?,no,car,5,normal,0.65,5.0,poor,0.059566,1.217391,0.043478,23.0,,bicycle,
0000194_01192_d_0000125,threshold,Are there at least 8 car objects in this area?,no,car,5,normal,0.65,5.0,poor,0.059566,1.217391,0.043478,23.0,,,8
0000196_04512_d_0000144,co_presence,Are there both awning-tricycle and car objects in this area?,yes,awning-tricycle,3,normal,0.65,5.0,poor,0.039568,1.043478,0.0,69.0,,car,
0000196_04512_d_0000144,threshold,Are there at least 3 awning-tricycle objects in this area?,yes,awning-tricycle,3,normal,0.65,5.0,poor,0.039568,1.043478,0.0,69.0,,,3
0000199_01269_d_0000166,co_presence,Are there both awning-tricycle and pedestrian objects in this area?,no,awning-tricycle,1,normal,0.65,5.0,medium,0.456158,0.375,0.125,16.0,,pedestrian,
0000199_01269_d_0000166,threshold,Are there at least 4 awning-tricycle objects in this area?,no,awning-tricycle,1,normal,0.65,5.0,medium,0.456158,0.375,0.125,16.0,,,4
0000213_02500_d_0000240,co_presence,Are there both awning-tricycle and bus objects in this area?,yes,awning-tricycle,1,normal,0.65,5.0,poor,0.03452,0.893617,0.0,94.0,,bus,
0000213_02500_d_0000240,threshold,Are there at least 1 awning-tricycle objects in this area?,yes,awning-tricycle,1,normal,0.65,5.0,poor,0.03452,0.893617,0.0,94.0,,,1
0000213_02965_d_0000241,co_presence,Are there both car and bicycle objects in this area?,no,car,61,critical,0.82,3.0,poor,0.111798,0.574468,0.010638,94.0,,bicycle,
0000213_02965_d_0000241,threshold,Are there at least 64 car objects in this area?,no,car,61,critical,0.82,3.0,poor,0.111798,0.574468,0.010638,94.0,,,64
0000213_03478_d_0000242,co_presence,Are there both car and motor objects in this area?,yes,car,44,critical,0.82,3.0,poor,0.125014,0.573913,0.017391,115.0,,motor,
0000213_03478_d_0000242,threshold,Are there at least 44 car objects in this area?,yes,car,44,critical,0.82,3.0,poor,0.125014,0.573913,0.017391,115.0,,,44
0000213_03920_d_0000243,co_presence,Are there both awning-tricycle and bicycle objects in this area?,no,awning-tricycle,3,normal,0.65,5.0,poor,0.122021,0.835366,0.030488,164.0,,bicycle,
0000213_03920_d_0000243,threshold,Are there at least 6 awning-tricycle objects in this area?,no,awning-tricycle,3,normal,0.65,5.0,poor,0.122021,0.835366,0.030488,164.0,,,6
0000213_04405_d_0000244,co_presence,Are there both car and motor objects in this area?,yes,car,44,critical,0.82,3.0,poor,0.158711,0.490566,0.037736,106.0,,motor,
0000213_04405_d_0000244,threshold,Are there at least 44 car objects in this area?,yes,car,44,critical,0.82,3.0,poor,0.158711,0.490566,0.037736,106.0,,,44
0000213_04998_d_0000245,co_presence,Are there both car and bicycle objects in this area?,no,car,50,critical,0.82,3.0,poor,0.122257,0.824818,0.021898,137.0,,bicycle,
0000213_04998_d_0000245,threshold,Are there at least 53 car objects in this area?,no,car,50,critical,0.82,3.0,poor,0.122257,0.824818,0.021898,137.0,,,53
0000213_05340_d_0000246,co_presence,Are there both car and motor objects in this area?,yes,car,34,critical,0.82,3.0,poor,0.11177,0.601449,0.021739,138.0,,motor,
0000213_05340_d_0000246,threshold,Are there at least 34 car objects in this area?,yes,car,34,critical,0.82,3.0,poor,0.11177,0.601449,0.021739,138.0,,,34
0000213_05745_d_0000247,co_presence,Are there both awning-tricycle and bicycle objects in this area?,no,awning-tricycle,2,normal,0.65,5.0,poor,0.146989,0.534653,0.039604,101.0,,bicycle,
0000213_05745_d_0000247,threshold,Are there at least 5 awning-tricycle objects in this area?,no,awning-tricycle,2,normal,0.65,5.0,poor,0.146989,0.534653,0.039604,101.0,,,5
0000215_00000_d_0000256,co_presence,Are there both awning-tricycle and car objects in this area?,yes,awning-tricycle,4,normal,0.65,5.0,poor,0.049712,0.751592,0.019108,157.0,,car,
0000215_00000_d_0000256,threshold,Are there at least 4 awning-tricycle objects in this area?,yes,awning-tricycle,4,normal,0.65,5.0,poor,0.049712,0.751592,0.019108,157.0,,,4
0000215_00447_d_0000257,co_presence,Are there both awning-tricycle and people objects in this area?,no,awning-tricycle,1,normal,0.65,5.0,poor,0.140346,0.830189,0.056604,53.0,,people,
0000215_00447_d_0000257,threshold,Are there at least 4 awning-tricycle objects in this area?,no,awning-tricycle,1,normal,0.65,5.0,poor,0.140346,0.830189,0.056604,53.0,,,4
0000215_00909_d_0000258,co_presence,Are there both awning-tricycle and car objects in this area?,yes,awning-tricycle,18,critical,0.82,3.0,poor,0.116521,0.817204,0.139785,93.0,,car,
0000215_00909_d_0000258,threshold,Are there at least 18 awning-tricycle objects in this area?,yes,awning-tricycle,18,critical,0.82,3.0,poor,0.116521,0.817204,0.139785,93.0,,,18
0000215_01395_d_0000259,co_presence,Are there both awning-tricycle and bicycle objects in this area?,no,awning-tricycle,1,normal,0.65,5.0,poor,0.182854,0.649123,0.052632,57.0,,bicycle,
0000215_01395_d_0000259,threshold,Are there at least 4 awning-tricycle objects in this area?,no,awning-tricycle,1,normal,0.65,5.0,poor,0.182854,0.649123,0.052632,57.0,,,4
0000215_01869_d_0000260,co_presence,Are there both awning-tricycle and car objects in this area?,yes,awning-tricycle,1,normal,0.65,5.0,poor,0.116835,0.512821,0.153846,78.0,,car,
0000215_01869_d_0000260,threshold,Are there at least 1 awning-tricycle objects in this area?,yes,awning-tricycle,1,normal,0.65,5.0,poor,0.116835,0.512821,0.153846,78.0,,,1
0000215_02319_d_0000261,co_presence,Are there both awning-tricycle and bicycle objects in this area?,no,awning-tricycle,17,critical,0.82,3.0,poor,0.098648,0.616822,0.056075,107.0,,bicycle,
0000215_02319_d_0000261,threshold,Are there at least 20 awning-tricycle objects in this area?,no,awning-tricycle,17,critical,0.82,3.0,poor,0.098648,0.616822,0.056075,107.0,,,20
0000215_02667_d_0000262,co_presence,Are there both car and motor objects in this area?,yes,car,38,critical,0.82,3.0,poor,0.115272,0.277108,0.072289,83.0,,motor,
0000215_02667_d_0000262,threshold,Are there at least 38 car objects in this area?,yes,car,38,critical,0.82,3.0,poor,0.115272,0.277108,0.072289,83.0,,,38
0000215_02932_d_0000263,co_presence,Are there both car and bicycle objects in this area?,no,car,29,critical,0.82,3.0,poor,0.198127,0.833333,0.083333,48.0,,bicycle,
0000215_02932_d_0000263,threshold,Are there at least 32 car objects in this area?,no,car,29,critical,0.82,3.0,poor,0.198127,0.833333,0.083333,48.0,,,32
0000215_03226_d_0000264,co_presence,Are there both car and pedestrian objects in this area?,yes,car,11,critical,0.82,3.0,poor,0.169498,0.347826,0.043478,23.0,,pedestrian,
0000215_03226_d_0000264,threshold,Are there at least 11 car objects in this area?,yes,car,11,critical,0.82,3.0,poor,0.169498,0.347826,0.043478,23.0,,,11
0000216_00520_d_0000001,co_presence,Are there both car and bicycle objects in this area?,no,car,50,critical,0.82,3.0,poor,0.043666,0.284404,0.036697,109.0,,bicycle,
0000216_00520_d_0000001,threshold,Are there at least 53 car objects in this area?,no,car,50,critical,0.82,3.0,poor,0.043666,0.284404,0.036697,109.0,,,53
0000220_01242_d_0000004,co_presence,Are there both awning-tricycle and bus objects in this area?,yes,awning-tricycle,1,normal,0.65,5.0,poor,0.141157,0.918919,0.0,37.0,,bus,
0000220_01242_d_0000004,threshold,Are there at least 1 awning-tricycle objects in this area?,yes,awning-tricycle,1,normal,0.65,5.0,poor,0.141157,0.918919,0.0,37.0,,,1
0000223_01802_d_0000005,co_presence,Are there both car and bicycle objects in this area?,no,car,38,critical,0.82,3.0,poor,0.086738,0.703125,0.015625,64.0,,bicycle,
0000223_01802_d_0000005,threshold,Are there at least 41 car objects in this area?,no,car,38,critical,0.82,3.0,poor,0.086738,0.703125,0.015625,64.0,,,41
0000237_00001_d_0000001,co_presence,Are there both bus and car objects in this area?,yes,bus,1,normal,0.65,5.0,poor,0.067437,0.8,0.0,15.0,,car,
0000237_00001_d_0000001,threshold,Are there at least 1 bus objects in this area?,yes,bus,1,normal,0.65,5.0,poor,0.067437,0.8,0.0,15.0,,,1
0000242_00001_d_0000001,co_presence,Are there both awning-tricycle and people objects in this area?,no,awning-tricycle,1,normal,0.65,5.0,poor,0.096984,0.452381,0.119048,42.0,,people,
0000242_00001_d_0000001,threshold,Are there at least 4 awning-tricycle objects in this area?,no,awning-tricycle,1,normal,0.65,5.0,poor,0.096984,0.452381,0.119048,42.0,,,4
0000242_00500_d_0000002,co_presence,Are there both awning-tricycle and car objects in this area?,yes,awning-tricycle,2,normal,0.65,5.0,poor,0.047537,0.641509,0.0,53.0,,car,
0000242_00500_d_0000002,threshold,Are there at least 2 awning-tricycle objects in this area?,yes,awning-tricycle,2,normal,0.65,5.0,poor,0.047537,0.641509,0.0,53.0,,,2
0000242_00627_d_0000003,co_presence,Are there both awning-tricycle and bicycle objects in this area?,no,awning-tricycle,3,normal,0.65,5.0,poor,0.050471,0.4,0.044444,45.0,,bicycle,
0000242_00627_d_0000003,threshold,Are there at least 6 awning-tricycle objects in this area?,no,awning-tricycle,3,normal,0.65,5.0,poor,0.050471,0.4,0.044444,45.0,,,6
0000242_00843_d_0000004,co_presence,Are there both car and pedestrian objects in this area?,no,car,2,normal,0.65,5.0,good,1.0,0.0,0.0,2.0,,pedestrian,
0000242_00843_d_0000004,threshold,Are there at least 2 car objects in this area?,yes,car,2,normal,0.65,5.0,good,1.0,0.0,0.0,2.0,,,2
0000242_00963_d_0000005,co_presence,Are there both car and people objects in this area?,no,car,4,normal,0.65,5.0,medium,0.485359,0.615385,0.153846,13.0,,people,
0000242_00963_d_0000005,threshold,Are there at least 7 car objects in this area?,no,car,4,normal,0.65,5.0,medium,0.485359,0.615385,0.153846,13.0,,,7
0000242_01139_d_0000006,co_presence,Are there both awning-tricycle and bus objects in this area?,yes,awning-tricycle,2,normal,0.65,5.0,poor,0.025479,0.638889,0.0,72.0,,bus,
0000242_01139_d_0000006,threshold,Are there at least 2 awning-tricycle objects in this area?,yes,awning-tricycle,2,normal,0.65,5.0,poor,0.025479,0.638889,0.0,72.0,,,2
0000242_01475_d_0000007,co_presence,Are there both car and bicycle objects in this area?,no,car,40,critical,0.82,3.0,poor,0.100517,0.353846,0.046154,65.0,,bicycle,
0000242_01475_d_0000007,threshold,Are there at least 43 car objects in this area?,no,car,40,critical,0.82,3.0,poor,0.100517,0.353846,0.046154,65.0,,,43
0000242_01912_d_0000008,co_presence,Are there both car and motor objects in this area?,yes,car,29,critical,0.82,3.0,poor,0.012382,0.44,0.0,50.0,,motor,
0000242_01912_d_0000008,threshold,Are there at least 29 car objects in this area?,yes,car,29,critical,0.82,3.0,poor,0.012382,0.44,0.0,50.0,,,29
0000242_02400_d_0000009,co_presence,Are there both awning-tricycle and people objects in this area?,no,awning-tricycle,1,normal,0.65,5.0,poor,0.041401,0.352941,0.058824,34.0,,people,
0000242_02400_d_0000009,threshold,Are there at least 4 awning-tricycle objects in this area?,no,awning-tricycle,1,normal,0.65,5.0,poor,0.041401,0.352941,0.058824,34.0,,,4
0000242_02762_d_0000010,co_presence,Are there both car and motor objects in this area?,yes,car,21,critical,0.82,3.0,poor,0.060497,0.363636,0.030303,33.0,,motor,
0000242_02762_d_0000010,threshold,Are there at least 21 car objects in this area?,yes,car,21,critical,0.82,3.0,poor,0.060497,0.363636,0.030303,33.0,,,21
0000242_03199_d_0000011,co_presence,Are there both car and pedestrian objects in this area?,no,car,5,normal,0.65,5.0,poor,0.093108,0.444444,0.111111,9.0,,pedestrian,
0000242_03199_d_0000011,threshold,Are there at least 8 car objects in this area?,no,car,5,normal,0.65,5.0,poor,0.093108,0.444444,0.111111,9.0,,,8
0000242_03668_d_0000012,co_presence,Are there both awning-tricycle and bus objects in this area?,yes,awning-tricycle,1,normal,0.65,5.0,poor,0.105329,0.707317,0.073171,41.0,,bus,
0000242_03668_d_0000012,threshold,Are there at least 1 awning-tricycle objects in this area?,yes,awning-tricycle,1,normal,0.65,5.0,poor,0.105329,0.707317,0.073171,41.0,,,1
0000242_04116_d_0000013,co_presence,Are there both awning-tricycle and bicycle objects in this area?,no,awning-tricycle,1,normal,0.65,5.0,poor,0.113226,0.0,0.0,8.0,,bicycle,
0000242_04116_d_0000013,threshold,Are there at least 4 awning-tricycle objects in this area?,no,awning-tricycle,1,normal,0.65,5.0,poor,0.113226,0.0,0.0,8.0,,,4
0000242_04600_d_0000014,co_presence,Are there both awning-tricycle and car objects in this area?,yes,awning-tricycle,1,normal,0.65,5.0,poor,0.088057,0.62069,0.034483,29.0,,car,
0000242_04600_d_0000014,threshold,Are there at least 1 awning-tricycle objects in this area?,yes,awning-tricycle,1,normal,0.65,5.0,poor,0.088057,0.62069,0.034483,29.0,,,1
0000242_05059_d_0000015,co_presence,Are there both awning-tricycle and bicycle objects in this area?,no,awning-tricycle,1,normal,0.65,5.0,poor,0.016131,0.72973,0.0,37.0,,bicycle,
0000242_05059_d_0000015,threshold,Are there at least 4 awning-tricycle objects in this area?,no,awning-tricycle,1,normal,0.65,5.0,poor,0.016131,0.72973,0.0,37.0,,,4
0000242_05570_d_0000016,co_presence,Are there both awning-tricycle and car objects in this area?,yes,awning-tricycle,3,normal,0.65,5.0,poor,0.032401,0.09375,0.0,32.0,,car,
0000242_05570_d_0000016,threshold,Are there at least 3 awning-tricycle objects in this area?,yes,awning-tricycle,3,normal,0.65,5.0,poor,0.032401,0.09375,0.0,32.0,,,3
0000242_06010_d_0000017,co_presence,Are there both awning-tricycle and bicycle objects in this area?,no,awning-tricycle,2,normal,0.65,5.0,poor,0.010254,0.512195,0.0,41.0,,bicycle,
0000242_06010_d_0000017,threshold,Are there at least 5 awning-tricycle objects in this area?,no,awning-tricycle,2,normal,0.65,5.0,poor,0.010254,0.512195,0.0,41.0,,,5
0000242_06452_d_0000018,co_presence,Are there both bus and car objects in this area?,yes,bus,2,normal,0.65,5.0,poor,0.065826,0.416667,0.25,12.0,,car,
0000242_06452_d_0000018,threshold,Are there at least 2 bus objects in this area?,yes,bus,2,normal,0.65,5.0,poor,0.065826,0.416667,0.25,12.0,,,2
0000244_00001_d_0000001,co_presence,Are there both bus and bicycle objects in this area?,no,bus,1,normal,0.65,5.0,poor,0.033111,0.382979,0.021277,47.0,,bicycle,
0000244_00001_d_0000001,threshold,Are there at least 4 bus objects in this area?,no,bus,1,normal,0.65,5.0,poor,0.033111,0.382979,0.021277,47.0,,,4
0000244_00500_d_0000002,co_presence,Are there both awning-tricycle and car objects in this area?,yes,awning-tricycle,5,normal,0.65,5.0,poor,0.035366,0.4375,0.03125,32.0,,car,
0000244_00500_d_0000002,threshold,Are there at least 5 awning-tricycle objects in this area?,yes,awning-tricycle,5,normal,0.65,5.0,poor,0.035366,0.4375,0.03125,32.0,,,5
0000244_01000_d_0000003,co_presence,Are there both awning-tricycle and bicycle objects in this area?,no,awning-tricycle,8,normal,0.65,5.0,poor,0.018347,0.639344,0.008197,122.0,,bicycle,
0000244_01000_d_0000003,threshold,Are there at least 11 awning-tricycle objects in this area?,no,awning-tricycle,8,normal,0.65,5.0,poor,0.018347,0.639344,0.008197,122.0,,,11
0000244_01500_d_0000004,co_presence,Are there both awning-tricycle and bus objects in this area?,yes,awning-tricycle,14,critical,0.82,3.0,poor,0.025294,0.59375,0.020833,96.0,,bus,
0000244_01500_d_0000004,threshold,Are there at least 14 awning-tricycle objects in this area?,yes,awning-tricycle,14,critical,0.82,3.0,poor,0.025294,0.59375,0.020833,96.0,,,14
0000244_02000_d_0000005,co_presence,Are there both awning-tricycle and bicycle objects in this area?,no,awning-tricycle,4,normal,0.65,5.0,poor,0.024045,0.635659,0.0,129.0,,bicycle,
0000244_02000_d_0000005,threshold,Are there at least 7 awning-tricycle objects in this area?,no,awning-tricycle,4,normal,0.65,5.0,poor,0.024045,0.635659,0.0,129.0,,,7
0000244_02500_d_0000006,co_presence,Are there both awning-tricycle and car objects in this area?,yes,awning-tricycle,2,normal,0.65,5.0,poor,0.025083,0.283186,0.026549,113.0,,car,
0000244_02500_d_0000006,threshold,Are there at least 2 awning-tricycle objects in this area?,yes,awning-tricycle,2,normal,0.65,5.0,poor,0.025083,0.283186,0.026549,113.0,,,2
0000244_03000_d_0000007,co_presence,Are there both awning-tricycle and bicycle objects in this area?,no,awning-tricycle,3,normal,0.65,5.0,poor,0.025635,0.136364,0.0,44.0,,bicycle,
0000244_03000_d_0000007,threshold,Are there at least 6 awning-tricycle objects in this area?,no,awning-tricycle,3,normal,0.65,5.0,poor,0.025635,0.136364,0.0,44.0,,,6
0000244_03500_d_0000008,co_presence,Are there both awning-tricycle and bus objects in this area?,yes,awning-tricycle,2,normal,0.65,5.0,poor,0.03112,0.828767,0.020548,146.0,,bus,
0000244_03500_d_0000008,threshold,Are there at least 2 awning-tricycle objects in this area?,yes,awning-tricycle,2,normal,0.65,5.0,poor,0.03112,0.828767,0.020548,146.0,,,2
