image_id,question_type,question,answer,target_class,object_count,risk_level,epsilon_k,tau_k,view_quality_bin,scale_proxy,occlusion_score,truncation_score,density_score,presence_polarity,target_class_b,threshold_n
00316,co_presence,Are there both car and pedestrian objects in this area?,no,car,5,normal,0.65,5.0,medium,0.0,0.0,0.0,7.0,,pedestrian,
00316,threshold,Are there at least 8 car objects in this area?,no,car,5,normal,0.65,5.0,medium,0.0,0.0,0.0,7.0,,,8
00319,co_presence,Are there both car and bus objects in this area?,yes,car,4,normal,0.65,5.0,medium,0.0,0.0,0.0,6.0,,bus,
00319,threshold,Are there at least 4 car objects in this area?,yes,car,4,normal,0.65,5.0,medium,0.0,0.0,0.0,6.0,,,4
00322,co_presence,Are there both car and pedestrian objects in this area?,no,car,2,normal,0.65,5.0,medium,0.0,0.0,0.0,4.0,,pedestrian,
00322,threshold,Are there at least 5 car objects in this area?,no,car,2,normal,0.65,5.0,medium,0.0,0.0,0.0,4.0,,,5
00325,co_presence,Are there both car and truck objects in this area?,yes,car,5,normal,0.65,5.0,medium,0.0,0.0,0.0,6.0,,truck,
00325,threshold,Are there at least 5 car objects in this area?,yes,car,5,normal,0.65,5.0,medium,0.0,0.0,0.0,6.0,,,5
00328,co_presence,Are there both car and pedestrian objects in this area?,no,car,7,normal,0.65,5.0,medium,0.0,0.0,0.0,7.0,,pedestrian,
00328,threshold,Are there at least 10 car objects in this area?,no,car,7,normal,0.65,5.0,medium,0.0,0.0,0.0,7.0,,,10
00331,co_presence,Are there both car and truck objects in this area?,yes,car,11,critical,0.82,3.0,medium,0.0,0.0,0.0,12.0,,truck,
00331,threshold,Are there at least 11 car objects in this area?,yes,car,11,critical,0.82,3.0,medium,0.0,0.0,0.0,12.0,,,11
00334,co_presence,Are there both car and pedestrian objects in this area?,no,car,22,critical,0.82,3.0,medium,0.0,0.0,0.0,22.0,,pedestrian,
00334,threshold,Are there at least 25 car objects in this area?,no,car,22,critical,0.82,3.0,medium,0.0,0.0,0.0,22.0,,,25
00337,co_presence,Are there both car and pedestrian objects in this area?,no,car,8,normal,0.65,5.0,medium,0.0,0.0,0.0,8.0,,pedestrian,
00337,threshold,Are there at least 8 car objects in this area?,yes,car,8,normal,0.65,5.0,medium,0.0,0.0,0.0,8.0,,,8
00340,co_presence,Are there both car and pedestrian objects in this area?,no,car,1,critical,0.82,3.0,medium,0.0,0.0,0.0,1.0,,pedestrian,
00340,threshold,Are there at least 4 car objects in this area?,no,car,1,critical,0.82,3.0,medium,0.0,0.0,0.0,1.0,,,4
00343,co_presence,Are there both car and pedestrian objects in this area?,no,car,3,normal,0.65,5.0,medium,0.0,0.0,0.0,3.0,,pedestrian,
00343,threshold,Are there at least 3 car objects in this area?,yes,car,3,normal,0.65,5.0,medium,0.0,0.0,0.0,3.0,,,3
00346,co_presence,Are there both car and pedestrian objects in this area?,no,car,1,critical,0.82,3.0,medium,0.0,0.0,0.0,1.0,,pedestrian,
00346,threshold,Are there at least 4 car objects in this area?,no,car,1,critical,0.82,3.0,medium,0.0,0.0,0.0,1.0,,,4
00349,co_presence,Are there both truck and car objects in this area?,yes,truck,4,normal,0.65,5.0,medium,0.0,0.0,0.0,5.0,,car,
00349,threshold,Are there at least 4 truck objects in this area?,yes,truck,4,normal,0.65,5.0,medium,0.0,0.0,0.0,5.0,,,4
00352,co_presence,Are there both truck and pedestrian objects in this area?,no,truck,6,normal,0.65,5.0,medium,0.0,0.0,0.0,8.0,,pedestrian,
00352,threshold,Are there at least 9 truck objects in this area?,no,truck,6,normal,0.65,5.0,medium,0.0,0.0,0.0,8.0,,,9
00355,co_presence,Are there both truck and car objects in this area?,yes,truck,4,normal,0.65,5.0,medium,0.0,0.0,0.0,5.0,,car,
00355,threshold,Are there at least 4 truck objects in this area?,yes,truck,4,normal,0.65,5.0,medium,0.0,0.0,0.0,5.0,,,4
00358,co_presence,Are there both car and pedestrian objects in this area?,no,car,14,normal,0.65,5.0,medium,0.0,0.0,0.0,15.0,,pedestrian,
00358,threshold,Are there at least 17 car objects in this area?,no,car,14,normal,0.65,5.0,medium,0.0,0.0,0.0,15.0,,,17
00361,co_presence,Are there both car and bus objects in this area?,yes,car,8,normal,0.65,5.0,medium,0.0,0.0,0.0,10.0,,bus,
00361,threshold,Are there at least 8 car objects in this area?,yes,car,8,normal,0.65,5.0,medium,0.0,0.0,0.0,10.0,,,8
00364,co_presence,Are there both car and pedestrian objects in this area?,no,car,14,normal,0.65,5.0,medium,0.0,0.0,0.0,14.0,,pedestrian,
00364,threshold,Are there at least 17 car objects in this area?,no,car,14,normal,0.65,5.0,medium,0.0,0.0,0.0,14.0,,,17
00367,co_presence,Are there both car and pedestrian objects in this area?,no,car,33,critical,0.82,3.0,medium,0.0,0.0,0.0,33.0,,pedestrian,
00367,threshold,Are there at least 33 car objects in this area?,yes,car,33,critical,0.82,3.0,medium,0.0,0.0,0.0,33.0,,,33
00370,co_presence,Are there both car and pedestrian objects in this area?,no,car,21,normal,0.65,5.0,medium,0.0,0.0,0.0,23.0,,pedestrian,
00370,threshold,Are there at least 24 car objects in this area?,no,car,21,normal,0.65,5.0,medium,0.0,0.0,0.0,23.0,,,24
00373,co_presence,Are there both car and truck objects in this area?,yes,car,7,normal,0.65,5.0,medium,0.0,0.0,0.0,8.0,,truck,
00373,threshold,Are there at least 7 car objects in this area?,yes,car,7,normal,0.65,5.0,medium,0.0,0.0,0.0,8.0,,,7
00376,co_presence,Are there both car and pedestrian objects in this area?,no,car,17,normal,0.65,5.0,medium,0.0,0.0,0.0,20.0,,pedestrian,
00376,threshold,Are there at least 20 car objects in this area?,no,car,17,normal,0.65,5.0,medium,0.0,0.0,0.0,20.0,,,20
00379,co_presence,Are there both car and bus objects in this area?,yes,car,19,normal,0.65,5.0,medium,0.0,0.0,0.0,21.0,,bus,
00379,threshold,Are there at least 19 car objects in this area?,yes,car,19,normal,0.65,5.0,medium,0.0,0.0,0.0,21.0,,,19
00382,co_presence,Are there both bus and pedestrian objects in this area?,no,bus,7,normal,0.65,5.0,medium,0.0,0.0,0.0,14.0,,pedestrian,
00382,threshold,Are there at least 10 bus objects in this area?,no,bus,7,normal,0.65,5.0,medium,0.0,0.0,0.0,14.0,,,10
00385,co_presence,Are there both bus and car objects in this area?,yes,bus,5,normal,0.65,5.0,medium,0.0,0.0,0.0,8.0,,car,
00385,threshold,Are there at least 5 bus objects in this area?,yes,bus,5,normal,0.65,5.0,medium,0.0,0.0,0.0,8.0,,,5
00388,co_presence,Are there both car and pedestrian objects in this area?,no,car,6,normal,0.65,5.0,medium,0.0,0.0,0.0,9.0,,pedestrian,
00388,threshold,Are there at least 9 car objects in this area?,no,car,6,normal,0.65,5.0,medium,0.0,0.0,0.0,9.0,,,9
00391,co_presence,Are there both car and bus objects in this area?,yes,car,17,normal,0.65,5.0,medium,0.0,0.0,0.0,26.0,,bus,
00391,threshold,Are there at least 17 car objects in this area?,yes,car,17,normal,0.65,5.0,medium,0.0,0.0,0.0,26.0,,,17
00394,co_presence,Are there both car and pedestrian objects in this area?,no,car,3,normal,0.65,5.0,medium,0.0,0.0,0.0,4.0,,pedestrian,
00394,threshold,Are there at least 6 car objects in this area?,no,car,3,normal,0.65,5.0,medium,0.0,0.0,0.0,4.0,,,6
00397,co_presence,Are there both car and pedestrian objects in this area?,no,car,3,normal,0.65,5.0,medium,0.0,0.0,0.0,3.0,,pedestrian,
00397,threshold,Are there at least 3 car objects in this area?,yes,car,3,normal,0.65,5.0,medium,0.0,0.0,0.0,3.0,,,3
00400,co_presence,Are there both car and pedestrian objects in this area?,no,car,18,critical,0.82,3.0,medium,0.0,0.0,0.0,18.0,,pedestrian,
00400,threshold,Are there at least 21 car objects in this area?,no,car,18,critical,0.82,3.0,medium,0.0,0.0,0.0,18.0,,,21
00403,co_presence,Are there both car and pedestrian objects in this area?,no,car,17,normal,0.65,5.0,medium,0.0,0.0,0.0,17.0,,pedestrian,
00403,threshold,Are there at least 17 car objects in this area?,yes,car,17,normal,0.65,5.0,medium,0.0,0.0,0.0,17.0,,,17
00406,co_presence,Are there both car and pedestrian objects in this area?,no,car,6,critical,0.82,3.0,medium,0.0,0.0,0.0,6.0,,pedestrian,
00406,threshold,Are there at least 9 car objects in this area?,no,car,6,critical,0.82,3.0,medium,0.0,0.0,0.0,6.0,,,9
00409,co_presence,Are there both car and pedestrian objects in this area?,no,car,7,normal,0.65,5.0,medium,0.0,0.0,0.0,7.0,,pedestrian,
00409,threshold,Are there at least 7 car objects in this area?,yes,car,7,normal,0.65,5.0,medium,0.0,0.0,0.0,7.0,,,7
00412,co_presence,Are there both car and pedestrian objects in this area?,no,car,4,critical,0.82,3.0,medium,0.0,0.0,0.0,4.0,,pedestrian,
00412,threshold,Are there at least 7 car objects in this area?,no,car,4,critical,0.82,3.0,medium,0.0,0.0,0.0,4.0,,,7
00415,co_presence,Are there both car and pedestrian objects in this area?,no,car,4,normal,0.65,5.0,medium,0.0,0.0,0.0,4.0,,pedestrian,
00415,threshold,Are there at least 4 car objects in this area?,yes,car,4,normal,0.65,5.0,medium,0.0,0.0,0.0,4.0,,,4
00418,co_presence,Are there both car and pedestrian objects in this area?,no,car,6,critical,0.82,3.0,medium,0.0,0.0,0.0,7.0,,pedestrian,
00418,threshold,Are there at least 9 car objects in this area?,no,car,6,critical,0.82,3.0,medium,0.0,0.0,0.0,7.0,,,9
00421,co_presence,Are there both car and pedestrian objects in this area?,no,car,8,critical,0.82,3.0,medium,0.0,0.0,0.0,8.0,,pedestrian,
00421,threshold,Are there at least 8 car objects in this area?,yes,car,8,critical,0.82,3.0,medium,0.0,0.0,0.0,8.0,,,8
00424,co_presence,Are there both car and pedestrian objects in this area?,no,car,2,normal,0.65,5.0,medium,0.0,0.0,0.0,2.0,,pedestrian,
00424,threshold,Are there at least 5 car objects in this area?,no,car,2,normal,0.65,5.0,medium,0.0,0.0,0.0,2.0,,,5
00427,co_presence,Are there both car and pedestrian objects in this area?,no,car,1,critical,0.82,3.0,medium,0.0,0.0,0.0,1.0,,pedestrian,
00427,threshold,Are there at least 1 car objects in this area?,yes,car,1,critical,0.82,3.0,medium,0.0,0.0,0.0,1.0,,,1
00430,co_presence,Are there both car and pedestrian objects in this area?,no,car,4,normal,0.65,5.0,medium,0.0,0.0,0.0,4.0,,pedestrian,
00430,threshold,Are there at least 7 car objects in this area?,no,car,4,normal,0.65,5.0,medium,0.0,0.0,0.0,4.0,,,7
00433,co_presence,Are there both car and pedestrian objects in this area?,no,car,4,critical,0.82,3.0,medium,0.0,0.0,0.0,4.0,,pedestrian,
00433,threshold,Are there at least 4 car objects in this area?,yes,car,4,critical,0.82,3.0,medium,0.0,0.0,0.0,4.0,,,4
00436,co_presence,Are there both bus and pedestrian objects in this area?,no,bus,1,normal,0.65,5.0,medium,0.0,0.0,0.0,2.0,,pedestrian,
00436,threshold,Are there at least 4 bus objects in this area?,no,bus,1,normal,0.65,5.0,medium,0.0,0.0,0.0,2.0,,,4
00439,co_presence,Are there both bus and pedestrian objects in this area?,no,bus,1,normal,0.65,5.0,medium,0.0,0.0,0.0,1.0,,pedestrian,
00439,threshold,Are there at least 1 bus objects in this area?,yes,bus,1,normal,0.65,5.0,medium,0.0,0.0,0.0,1.0,,,1
00442,co_presence,Are there both car and pedestrian objects in this area?,no,car,4,critical,0.82,3.0,medium,0.0,0.0,0.0,4.0,,pedestrian,
00442,threshold,Are there at least 7 car objects in this area?,no,car,4,critical,0.82,3.0,medium,0.0,0.0,0.0,4.0,,,7
00445,co_presence,Are there both car and pedestrian objects in this area?,no,car,14,normal,0.65,5.0,medium,0.0,0.0,0.0,14.0,,pedestrian,
00445,threshold,Are there at least 14 car objects in this area?,yes,car,14,normal,0.65,5.0,medium,0.0,0.0,0.0,14.0,,,14
00448,co_presence,Are there both car and pedestrian objects in this area?,no,car,15,critical,0.82,3.0,medium,0.0,0.0,0.0,15.0,,pedestrian,
00448,threshold,Are there at least 18 car objects in this area?,no,car,15,critical,0.82,3.0,medium,0.0,0.0,0.0,15.0,,,18
00451,co_presence,Are there both car and bus objects in this area?,yes,car,12,normal,0.65,5.0,medium,0.0,0.0,0.0,13.0,,bus,
00451,threshold,Are there at least 12 car objects in this area?,yes,car,12,normal,0.65,5.0,medium,0.0,0.0,0.0,13.0,,,12
00454,co_presence,Are there both car and pedestrian objects in this area?,no,car,12,normal,0.65,5.0,medium,0.0,0.0,0.0,13.0,,pedestrian,
00454,threshold,Are there at least 15 car objects in this area?,no,car,12,normal,0.65,5.0,medium,0.0,0.0,0.0,13.0,,,15
00457,co_presence,Are there both car and pedestrian objects in this area?,no,car,17,normal,0.65,5.0,medium,0.0,0.0,0.0,17.0,,pedestrian,
00457,threshold,Are there at least 17 car objects in this area?,yes,car,17,normal,0.65,5.0,medium,0.0,0.0,0.0,17.0,,,17
00460,co_presence,Are there both car and pedestrian objects in this area?,no,car,23,critical,0.82,3.0,medium,0.0,0.0,0.0,24.0,,pedestrian,
00460,threshold,Are there at least 26 car objects in this area?,no,car,23,critical,0.82,3.0,medium,0.0,0.0,0.0,24.0,,,26
00463,co_presence,Are there both car and bus objects in this area?,yes,car,21,critical,0.82,3.0,medium,0.0,0.0,0.0,22.0,,bus,
00463,threshold,Are there at least 21 car objects in this area?,yes,car,21,critical,0.82,3.0,medium,0.0,0.0,0.0,22.0,,,21
00466,co_presence,Are there both car and pedestrian objects in this area?,no,car,21,critical,0.82,3.0,medium,0.0,0.0,0.0,22.0,,pedestrian,
00466,threshold,Are there at least 24 car objects in this area?,no,car,21,critical,0.82,3.0,medium,0.0,0.0,0.0,22.0,,,24
00469,co_presence,Are there both car and pedestrian objects in this area?,no,car,18,critical,0.82,3.0,medium,0.0,0.0,0.0,18.0,,pedestrian,
00469,threshold,Are there at least 18 car objects in this area?,yes,car,18,critical,0.82,3.0,medium,0.0,0.0,0.0,18.0,,,18
00472,co_presence,Are there both car and pedestrian objects in this area?,no,car,12,normal,0.65,5.0,medium,0.0,0.0,0.0,12.0,,pedestrian,
00472,threshold,Are there at least 15 car objects in this area?,no,car,12,normal,0.65,5.0,medium,0.0,0.0,0.0,12.0,,,15
00475,co_presence,Are there both car and pedestrian objects in this area?,no,car,37,critical,0.82,3.0,medium,0.0,0.0,0.0,37.0,,pedestrian,
00475,threshold,Are there at least 37 car objects in this area?,yes,car,37,critical,0.82,3.0,medium,0.0,0.0,0.0,37.0,,,37
00478,co_presence,Are there both car and pedestrian objects in this area?,no,car,28,normal,0.65,5.0,medium,0.0,0.0,0.0,28.0,,pedestrian,
00478,threshold,Are there at least 31 car objects in this area?,no,car,28,normal,0.65,5.0,medium,0.0,0.0,0.0,28.0,,,31
00481,co_presence,Are there both car and pedestrian objects in this area?,no,car,23,critical,0.82,3.0,medium,0.0,0.0,0.0,23.0,,pedestrian,
00481,threshold,Are there at least 23 car objects in this area?,yes,car,23,critical,0.82,3.0,medium,0.0,0.0,0.0,23.0,,,23
00484,co_presence,Are there both car and pedestrian objects in this area?,no,car,20,normal,0.65,5.0,medium,0.0,0.0,0.0,20.0,,pedestrian,
00484,threshold,Are there at least 23 car objects in this area?,no,car,20,normal,0.65,5.0,medium,0.0,0.0,0.0,20.0,,,23
00487,co_presence,Are there both car and pedestrian objects in this area?,no,car,20,critical,0.82,3.0,medium,0.0,0.0,0.0,20.0,,pedestrian,
00487,threshold,Are there at least 20 car objects in this area?,yes,car,20,critical,0.82,3.0,medium,0.0,0.0,0.0,20.0,,,20
00490,co_presence,Are there both car and pedestrian objects in this area?,no,car,13,normal,0.65,5.0,medium,0.0,0.0,0.0,13.0,,pedestrian,
00490,threshold,Are there at least 16 car objects in this area?,no,car,13,normal,0.65,5.0,medium,0.0,0.0,0.0,13.0,,,16
00493,co_presence,Are there both car and pedestrian objects in this area?,no,car,15,critical,0.82,3.0,medium,0.0,0.0,0.0,15.0,,pedestrian,
00493,threshold,Are there at least 15 car objects in this area?,yes,car,15,critical,0.82,3.0,medium,0.0,0.0,0.0,15.0,,,15
00496,co_presence,Are there both car and pedestrian objects in this area?,no,car,16,normal,0.65,5.0,medium,0.0,0.0,0.0,16.0,,pedestrian,
00496,threshold,Are there at least 19 car objects in this area?,no,car,16,normal,0.65,5.0,medium,0.0,0.0,0.0,16.0,,,19
00499,co_presence,Are there both car and pedestrian objects in this area?,no,car,9,critical,0.82,3.0,medium,0.0,0.0,0.0,9.0,,pedestrian,
00499,threshold,Are there at least 9 car objects in this area?,yes,car,9,critical,0.82,3.0,medium,0.0,0.0,0.0,9.0,,,9
00502,co_presence,Are there both car and pedestrian objects in this area?,no,car,8,normal,0.65,5.0,medium,0.0,0.0,0.0,8.0,,pedestrian,
00502,threshold,Are there at least 11 car objects in this area?,no,car,8,normal,0.65,5.0,medium,0.0,0.0,0.0,8.0,,,11
00505,co_presence,Are there both car and pedestrian objects in this area?,no,car,9,critical,0.82,3.0,medium,0.0,0.0,0.0,9.0,,pedestrian,
00505,threshold,Are there at least 9 car objects in this area?,yes,car,9,critical,0.82,3.0,medium,0.0,0.0,0.0,9.0,,,9
00508,co_presence,Are there both car and pedestrian objects in this area?,no,car,3,normal,0.65,5.0,medium,0.0,0.0,0.0,4.0,,pedestrian,
00508,threshold,Are there at least 6 car objects in this area?,no,car,3,normal,0.65,5.0,medium,0.0,0.0,0.0,4.0,,,6
00511,co_presence,Are there both car and truck objects in this area?,yes,car,11,normal,0.65,5.0,medium,0.0,0.0,0.0,12.0,,truck,
00511,threshold,Are there at least 11 car objects in this area?,yes,car,11,normal,0.65,5.0,medium,0.0,0.0,0.0,12.0,,,11
00514,co_presence,Are there both car and pedestrian objects in this area?,no,car,10,normal,0.65,5.0,medium,0.0,0.0,0.0,13.0,,pedestrian,
00514,threshold,Are there at least 13 car objects in this area?,no,car,10,normal,0.65,5.0,medium,0.0,0.0,0.0,13.0,,,13
00517,co_presence,Are there both car and pedestrian objects in this area?,no,car,9,normal,0.65,5.0,medium,0.0,0.0,0.0,9.0,,pedestrian,
00517,threshold,Are there at least 9 car objects in this area?,yes,car,9,normal,0.65,5.0,medium,0.0,0.0,0.0,9.0,,,9
00520,co_presence,Are there both car and pedestrian objects in this area?,no,car,5,critical,0.82,3.0,medium,0.0,0.0,0.0,6.0,,pedestrian,
00520,threshold,Are there at least 8 car objects in this area?,no,car,5,critical,0.82,3.0,medium,0.0,0.0,0.0,6.0,,,8
00523,co_presence,Are there both car and truck objects in this area?,yes,car,6,critical,0.82,3.0,medium,0.0,0.0,0.0,7.0,,truck,
00523,threshold,Are there at least 6 car objects in this area?,yes,car,6,critical,0.82,3.0,medium,0.0,0.0,0.0,7.0,,,6
00526,co_presence,Are there both car and pedestrian objects in this area?,no,car,4,critical,0.82,3.0,medium,0.0,0.0,0.0,5.0,,pedestrian,
00526,threshold,Are there at least 7 car objects in this area?,no,car,4,critical,0.82,3.0,medium,0.0,0.0,0.0,5.0,,,7
00529,co_presence,Are there both car and pedestrian objects in this area?,no,car,8,critical,0.82,3.0,medium,0.0,0.0,0.0,8.0,,pedestrian,
00529,threshold,Are there at least 8 car objects in this area?,yes,car,8,critical,0.82,3.0,medium,0.0,0.0,0.0,8.0,,,8
00532,co_presence,Are there both car and pedestrian objects in this area?,no,car,4,normal,0.65,5.0,medium,0.0,0.0,0.0,4.0,,pedestrian,
00532,threshold,Are there at least 7 car objects in this area?,no,car,4,normal,0.65,5.0,medium,0.0,0.0,0.0,4.0,,,7
00535,co_presence,Are there both car and bus objects in this area?,yes,car,6,critical,0.82,3.0,medium,0.0,0.0,0.0,7.0,,bus,
00535,threshold,Are there at least 6 car objects in this area?,yes,car,6,critical,0.82,3.0,medium,0.0,0.0,0.0,7.0,,,6
00538,co_presence,Are there both car and pedestrian objects in this area?,no,car,3,critical,0.82,3.0,medium,0.0,0.0,0.0,3.0,,pedestrian,
00538,threshold,Are there at least 6 car objects in this area?,no,car,3,critical,0.82,3.0,medium,0.0,0.0,0.0,3.0,,,6
00541,co_presence,Are there both car and pedestrian objects in this area?,no,car,17,normal,0.65,5.0,medium,0.0,0.0,0.0,17.0,,pedestrian,
00541,threshold,Are there at least 17 car objects in this area?,yes,car,17,normal,0.65,5.0,medium,0.0,0.0,0.0,17.0,,,17
00544,co_presence,Are there both car and pedestrian objects in this area?,no,car,2,critical,0.82,3.0,medium,0.0,0.0,0.0,2.0,,pedestrian,
00544,threshold,Are there at least 5 car objects in this area?,no,car,2,critical,0.82,3.0,medium,0.0,0.0,0.0,2.0,,,5
00547,co_presence,Are there both car and bus objects in this area?,yes,car,6,normal,0.65,5.0,medium,0.0,0.0,0.0,7.0,,bus,
00547,threshold,Are there at least 6 car objects in this area?,yes,car,6,normal,0.65,5.0,medium,0.0,0.0,0.0,7.0,,,6
00550,co_presence,Are there both car and pedestrian objects in this area?,no,car,6,normal,0.65,5.0,medium,0.0,0.0,0.0,7.0,,pedestrian,
00550,threshold,Are there at least 9 car objects in this area?,no,car,6,normal,0.65,5.0,medium,0.0,0.0,0.0,7.0,,,9
00553,co_presence,Are there both car and pedestrian objects in this area?,no,car,7,normal,0.65,5.0,medium,0.0,0.0,0.0,7.0,,pedestrian,
00553,threshold,Are there at least 7 car objects in this area?,yes,car,7,normal,0.65,5.0,medium,0.0,0.0,0.0,7.0,,,7
00556,co_presence,Are there both car and pedestrian objects in this area?,no,car,11,critical,0.82,3.0,medium,0.0,0.0,0.0,11.0,,pedestrian,
00556,threshold,Are there at least 14 car objects in this area?,no,car,11,critical,0.82,3.0,medium,0.0,0.0,0.0,11.0,,,14
00559,co_presence,Are there both car and bus objects in this area?,yes,car,13,normal,0.65,5.0,medium,0.0,0.0,0.0,17.0,,bus,
00559,threshold,Are there at least 13 car objects in this area?,yes,car,13,normal,0.65,5.0,medium,0.0,0.0,0.0,17.0,,,13
00562,co_presence,Are there both bus and pedestrian objects in this area?,no,bus,3,normal,0.65,5.0,medium,0.0,0.0,0.0,5.0,,pedestrian,
00562,threshold,Are there at least 6 bus objects in this area?,no,bus,3,normal,0.65,5.0,medium,0.0,0.0,0.0,5.0,,,6
00565,co_presence,Are there both car and bus objects in this area?,yes,car,4,normal,0.65,5.0,medium,0.0,0.0,0.0,5.0,,bus,
00565,threshold,Are there at least 4 car objects in this area?,yes,car,4,normal,0.65,5.0,medium,0.0,0.0,0.0,5.0,,,4
00568,co_presence,Are there both car and pedestrian objects in this area?,no,car,5,normal,0.65,5.0,medium,0.0,0.0,0.0,5.0,,pedestrian,
00568,threshold,Are there at least 8 car objects in this area?,no,car,5,normal,0.65,5.0,medium,0.0,0.0,0.0,5.0,,,8
00571,co_presence,Are there both car and pedestrian objects in this area?,no,car,1,critical,0.82,3.0,medium,0.0,0.0,0.0,1.0,,pedestrian,
00571,threshold,Are there at least 1 car objects in this area?,yes,car,1,critical,0.82,3.0,medium,0.0,0.0,0.0,1.0,,,1
00574,co_presence,Are there both car and pedestrian objects in this area?,no,car,8,normal,0.65,5.0,medium,0.0,0.0,0.0,9.0,,pedestrian,
00574,threshold,Are there at least 11 car objects in this area?,no,car,8,normal,0.65,5.0,medium,0.0,0.0,0.0,9.0,,,11
00577,co_presence,Are there both car and truck objects in this area?,yes,car,13,normal,0.65,5.0,medium,0.0,0.0,0.0,14.0,,truck,
00577,threshold,Are there at least 13 car objects in this area?,yes,car,13,normal,0.65,5.0,medium,0.0,0.0,0.0,14.0,,,13
00580,co_presence,Are there both car and pedestrian objects in this area?,no,car,4,normal,0.65,5.0,medium,0.0,0.0,0.0,4.0,,pedestrian,
00580,threshold,Are there at least 7 car objects in this area?,no,car,4,normal,0.65,5.0,medium,0.0,0.0,0.0,4.0,,,7
00583,co_presence,Are there both car and pedestrian objects in this area?,no,car,8,critical,0.82,3.0,medium,0.0,0.0,0.0,8.0,,pedestrian,
00583,threshold,Are there at least 8 car objects in this area?,yes,car,8,critical,0.82,3.0,medium,0.0,0.0,0.0,8.0,,,8
00586,co_presence,Are there both car and pedestrian objects in this area?,no,car,6,normal,0.65,5.0,medium,0.0,0.0,0.0,6.0,,pedestrian,
00586,threshold,Are there at least 9 car objects in this area?,no,car,6,normal,0.65,5.0,medium,0.0,0.0,0.0,6.0,,,9
00589,co_presence,Are there both car and pedestrian objects in this area?,no,car,5,critical,0.82,3.0,medium,0.0,0.0,0.0,5.0,,pedestrian,
00589,threshold,Are there at least 5 car objects in this area?,yes,car,5,critical,0.82,3.0,medium,0.0,0.0,0.0,5.0,,,5
00592,co_presence,Are there both car and pedestrian objects in this area?,no,car,24,normal,0.65,5.0,medium,0.0,0.0,0.0,25.0,,pedestrian,
00592,threshold,Are there at least 27 car objects in this area?,no,car,24,normal,0.65,5.0,medium,0.0,0.0,0.0,25.0,,,27
00595,co_presence,Are there both car and bus objects in this area?,yes,car,26,normal,0.65,5.0,medium,0.0,0.0,0.0,29.0,,bus,
00595,threshold,Are there at least 26 car objects in this area?,yes,car,26,normal,0.65,5.0,medium,0.0,0.0,0.0,29.0,,,26
00598,co_presence,Are there both car and pedestrian objects in this area?,no,car,4,normal,0.65,5.0,medium,0.0,0.0,0.0,5.0,,pedestrian,
00598,threshold,Are there at least 7 car objects in this area?,no,car,4,normal,0.65,5.0,medium,0.0,0.0,0.0,5.0,,,7
00601,co_presence,Are there both car and pedestrian objects in this area?,no,car,6,normal,0.65,5.0,medium,0.0,0.0,0.0,6.0,,pedestrian,
00601,threshold,Are there at least 6 car objects in this area?,yes,car,6,normal,0.65,5.0,medium,0.0,0.0,0.0,6.0,,,6
00604,co_presence,Are there both car and pedestrian objects in this area?,no,car,4,critical,0.82,3.0,medium,0.0,0.0,0.0,4.0,,pedestrian,
00604,threshold,Are there at least 7 car objects in this area?,no,car,4,critical,0.82,3.0,medium,0.0,0.0,0.0,4.0,,,7
00607,co_presence,Are there both car and pedestrian objects in this area?,no,car,6,normal,0.65,5.0,medium,0.0,0.0,0.0,6.0,,pedestrian,
00607,threshold,Are there at least 6 car objects in this area?,yes,car,6,normal,0.65,5.0,medium,0.0,0.0,0.0,6.0,,,6
00610,co_presence,Are there both car and pedestrian objects in this area?,no,car,4,critical,0.82,3.0,medium,0.0,0.0,0.0,4.0,,pedestrian,
00610,threshold,Are there at least 7 car objects in this area?,no,car,4,critical,0.82,3.0,medium,0.0,0.0,0.0,4.0,,,7
00613,co_presence,Are there both car and pedestrian objects in this area?,no,car,4,normal,0.65,5.0,medium,0.0,0.0,0.0,4.0,,pedestrian,
00613,threshold,Are there at least 4 car objects in this area?,yes,car,4,normal,0.65,5.0,medium,0.0,0.0,0.0,4.0,,,4
00616,co_presence,Are there both car and pedestrian objects in this area?,no,car,4,critical,0.82,3.0,medium,0.0,0.0,0.0,4.0,,pedestrian,
00616,threshold,Are there at least 7 car objects in this area?,no,car,4,critical,0.82,3.0,medium,0.0,0.0,0.0,4.0,,,7
00619,co_presence,Are there both car and bus objects in this area?,yes,car,4,normal,0.65,5.0,medium,0.0,0.0,0.0,5.0,,bus,
00619,threshold,Are there at least 4 car objects in this area?,yes,car,4,normal,0.65,5.0,medium,0.0,0.0,0.0,5.0,,,4
00622,co_presence,Are there both bus and pedestrian objects in this area?,no,bus,3,normal,0.65,5.0,medium,0.0,0.0,0.0,4.0,,pedestrian,
00622,threshold,Are there at least 6 bus objects in this area?,no,bus,3,normal,0.65,5.0,medium,0.0,0.0,0.0,4.0,,,6
00625,co_presence,Are there both car and bus objects in this area?,yes,car,3,normal,0.65,5.0,medium,0.0,0.0,0.0,5.0,,bus,
00625,threshold,Are there at least 3 car objects in this area?,yes,car,3,normal,0.65,5.0,medium,0.0,0.0,0.0,5.0,,,3
00628,co_presence,Are there both car and pedestrian objects in this area?,no,car,5,normal,0.65,5.0,medium,0.0,0.0,0.0,6.0,,pedestrian,
