image_id,question_type,question,answer,target_class,object_count,risk_level,epsilon_k,tau_k,view_quality_bin,scale_proxy,occlusion_score,truncation_score,density_score,presence_polarity
0000193_02416_d_0000116,counting,How many motor objects are in this area?,21,motor,21,critical,0.82,3.0,poor,0.022597,0.64,0.02,50.0,
0000193_02416_d_0000116,presence,Are there people objects in this area?,yes,people,21,critical,0.82,3.0,poor,0.022597,0.64,0.02,50.0,positive
0000193_02416_d_0000116,presence,Are there truck objects in this area?,no,truck,0,normal,0.82,3.0,poor,0.022597,0.64,0.02,50.0,negative
0000193_02416_d_0000116,counting,How many people objects are in this area?,21,people,21,critical,0.82,3.0,poor,0.022597,0.64,0.02,50.0,
0000193_02416_d_0000116,presence,Are there tricycle objects in this area?,yes,tricycle,4,normal,0.65,5.0,poor,0.022597,0.64,0.02,50.0,positive
0000193_02416_d_0000116,counting,How many tricycle objects are in this area?,4,tricycle,4,normal,0.65,5.0,poor,0.022597,0.64,0.02,50.0,
0000193_02416_d_0000116,presence,Are there van objects in this area?,yes,van,1,normal,0.65,5.0,poor,0.022597,0.64,0.02,50.0,positive
0000193_02416_d_0000116,counting,How many van objects are in this area?,1,van,1,normal,0.65,5.0,poor,0.022597,0.64,0.02,50.0,
0000193_02606_d_0000117,presence,Are there awning-tricycle objects in this area?,yes,awning-tricycle,2,normal,0.65,5.0,poor,0.017109,1.020408,0.0,49.0,positive
0000193_02606_d_0000117,presence,Are there bus objects in this area?,no,bus,0,normal,0.65,5.0,poor,0.017109,1.020408,0.0,49.0,negative
0000193_02606_d_0000117,counting,How many awning-tricycle objects are in this area?,2,awning-tricycle,2,normal,0.65,5.0,poor,0.017109,1.020408,0.0,49.0,
0000193_02606_d_0000117,presence,Are there bicycle objects in this area?,yes,bicycle,1,normal,0.65,5.0,poor,0.017109,1.020408,0.0,49.0,positive
0000193_02606_d_0000117,presence,Are there tricycle objects in this area?,no,tricycle,0,normal,0.65,5.0,poor,0.017109,1.020408,0.0,49.0,negative
0000193_02606_d_0000117,counting,How many car objects are in this area?,1,car,1,normal,0.65,5.0,poor,0.017109,1.020408,0.0,49.0,
0000193_02606_d_0000117,presence,Are there car objects in this area?,yes,car,1,normal,0.65,5.0,poor,0.017109,1.020408,0.0,49.0,positive
0000193_02606_d_0000117,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,poor,0.017109,1.020408,0.0,49.0,negative
0000193_02606_d_0000117,counting,How many motor objects are in this area?,20,motor,20,critical,0.82,3.0,poor,0.017109,1.020408,0.0,49.0,
0000193_02606_d_0000117,presence,Are there motor objects in this area?,yes,motor,20,critical,0.82,3.0,poor,0.017109,1.020408,0.0,49.0,positive
0000193_02606_d_0000117,presence,Are there van objects in this area?,no,van,0,normal,0.82,3.0,poor,0.017109,1.020408,0.0,49.0,negative
0000193_02606_d_0000117,counting,How many pedestrian objects are in this area?,4,pedestrian,4,normal,0.65,5.0,poor,0.017109,1.020408,0.0,49.0,
0000193_02606_d_0000117,presence,Are there pedestrian objects in this area?,yes,pedestrian,4,normal,0.65,5.0,poor,0.017109,1.020408,0.0,49.0,positive
0000193_02606_d_0000117,counting,How many people objects are in this area?,21,people,21,critical,0.82,3.0,poor,0.017109,1.020408,0.0,49.0,
0000193_02606_d_0000117,presence,Are there people objects in this area?,yes,people,21,critical,0.82,3.0,poor,0.017109,1.020408,0.0,49.0,positive
0000193_02725_d_0000118,presence,Are there car objects in this area?,yes,car,2,normal,0.65,5.0,poor,0.017146,1.384615,0.0,39.0,positive
0000193_02725_d_0000118,presence,Are there awning-tricycle objects in this area?,no,awning-tricycle,0,normal,0.65,5.0,poor,0.017146,1.384615,0.0,39.0,negative
0000193_02725_d_0000118,counting,How many car objects are in this area?,2,car,2,normal,0.65,5.0,poor,0.017146,1.384615,0.0,39.0,
0000193_02725_d_0000118,presence,Are there motor objects in this area?,yes,motor,17,critical,0.82,3.0,poor,0.017146,1.384615,0.0,39.0,positive
0000193_02725_d_0000118,presence,Are there bicycle objects in this area?,no,bicycle,0,normal,0.82,3.0,poor,0.017146,1.384615,0.0,39.0,negative
0000193_02725_d_0000118,counting,How many motor objects are in this area?,17,motor,17,critical,0.82,3.0,poor,0.017146,1.384615,0.0,39.0,
0000193_02725_d_0000118,presence,Are there pedestrian objects in this area?,yes,pedestrian,1,normal,0.65,5.0,poor,0.017146,1.384615,0.0,39.0,positive
0000193_02725_d_0000118,presence,Are there bus objects in this area?,no,bus,0,normal,0.65,5.0,poor,0.017146,1.384615,0.0,39.0,negative
0000193_02725_d_0000118,counting,How many pedestrian objects are in this area?,1,pedestrian,1,normal,0.65,5.0,poor,0.017146,1.384615,0.0,39.0,
0000193_02725_d_0000118,presence,Are there people objects in this area?,yes,people,17,critical,0.82,3.0,poor,0.017146,1.384615,0.0,39.0,positive
0000193_02725_d_0000118,presence,Are there truck objects in this area?,no,truck,0,normal,0.82,3.0,poor,0.017146,1.384615,0.0,39.0,negative
0000193_02725_d_0000118,counting,How many people objects are in this area?,17,people,17,critical,0.82,3.0,poor,0.017146,1.384615,0.0,39.0,
0000193_02725_d_0000118,presence,Are there tricycle objects in this area?,yes,tricycle,1,normal,0.65,5.0,poor,0.017146,1.384615,0.0,39.0,positive
0000193_02725_d_0000118,counting,How many tricycle objects are in this area?,1,tricycle,1,normal,0.65,5.0,poor,0.017146,1.384615,0.0,39.0,
0000193_02725_d_0000118,presence,Are there van objects in this area?,yes,van,1,normal,0.65,5.0,poor,0.017146,1.384615,0.0,39.0,positive
0000193_02725_d_0000118,counting,How many van objects are in this area?,1,van,1,normal,0.65,5.0,poor,0.017146,1.384615,0.0,39.0,
0000194_00000_d_0000119,presence,Are there bicycle objects in this area?,yes,bicycle,2,normal,0.65,5.0,poor,0.027198,0.907407,0.0,54.0,positive
0000194_00000_d_0000119,presence,Are there awning-tricycle objects in this area?,no,awning-tricycle,0,normal,0.65,5.0,poor,0.027198,0.907407,0.0,54.0,negative
0000194_00000_d_0000119,counting,How many bus objects are in this area?,1,bus,1,normal,0.65,5.0,poor,0.027198,0.907407,0.0,54.0,
0000194_00000_d_0000119,presence,Are there bus objects in this area?,yes,bus,1,normal,0.65,5.0,poor,0.027198,0.907407,0.0,54.0,positive
0000194_00000_d_0000119,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,poor,0.027198,0.907407,0.0,54.0,negative
0000194_00000_d_0000119,counting,How many car objects are in this area?,13,car,13,critical,0.82,3.0,poor,0.027198,0.907407,0.0,54.0,
0000194_00000_d_0000119,presence,Are there car objects in this area?,yes,car,13,critical,0.82,3.0,poor,0.027198,0.907407,0.0,54.0,positive
0000194_00000_d_0000119,counting,How many motor objects are in this area?,15,motor,15,critical,0.82,3.0,poor,0.027198,0.907407,0.0,54.0,
0000194_00000_d_0000119,presence,Are there motor objects in this area?,yes,motor,15,critical,0.82,3.0,poor,0.027198,0.907407,0.0,54.0,positive
0000194_00000_d_0000119,counting,How many pedestrian objects are in this area?,7,pedestrian,7,normal,0.65,5.0,poor,0.027198,0.907407,0.0,54.0,
0000194_00000_d_0000119,presence,Are there pedestrian objects in this area?,yes,pedestrian,7,normal,0.65,5.0,poor,0.027198,0.907407,0.0,54.0,positive
0000194_00000_d_0000119,counting,How many people objects are in this area?,11,people,11,critical,0.82,3.0,poor,0.027198,0.907407,0.0,54.0,
0000194_00000_d_0000119,presence,Are there people objects in this area?,yes,people,11,critical,0.82,3.0,poor,0.027198,0.907407,0.0,54.0,positive
0000194_00000_d_0000119,counting,How many tricycle objects are in this area?,3,tricycle,3,normal,0.65,5.0,poor,0.027198,0.907407,0.0,54.0,
0000194_00000_d_0000119,presence,Are there tricycle objects in this area?,yes,tricycle,3,normal,0.65,5.0,poor,0.027198,0.907407,0.0,54.0,positive
0000194_00000_d_0000119,counting,How many van objects are in this area?,2,van,2,normal,0.65,5.0,poor,0.027198,0.907407,0.0,54.0,
0000194_00000_d_0000119,presence,Are there van objects in this area?,yes,van,2,normal,0.65,5.0,poor,0.027198,0.907407,0.0,54.0,positive
0000194_00200_d_0000120,presence,Are there awning-tricycle objects in this area?,yes,awning-tricycle,9,normal,0.65,5.0,poor,0.02615,0.736842,0.0,76.0,positive
0000194_00200_d_0000120,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,poor,0.02615,0.736842,0.0,76.0,negative
0000194_00200_d_0000120,counting,How many awning-tricycle objects are in this area?,9,awning-tricycle,9,normal,0.65,5.0,poor,0.02615,0.736842,0.0,76.0,
0000194_00200_d_0000120,presence,Are there bicycle objects in this area?,yes,bicycle,1,normal,0.65,5.0,poor,0.02615,0.736842,0.0,76.0,positive
0000194_00200_d_0000120,counting,How many bus objects are in this area?,1,bus,1,normal,0.65,5.0,poor,0.02615,0.736842,0.0,76.0,
0000194_00200_d_0000120,presence,Are there bus objects in this area?,yes,bus,1,normal,0.65,5.0,poor,0.02615,0.736842,0.0,76.0,positive
0000194_00200_d_0000120,counting,How many car objects are in this area?,18,car,18,critical,0.82,3.0,poor,0.02615,0.736842,0.0,76.0,
0000194_00200_d_0000120,presence,Are there car objects in this area?,yes,car,18,critical,0.82,3.0,poor,0.02615,0.736842,0.0,76.0,positive
0000194_00200_d_0000120,counting,How many motor objects are in this area?,20,motor,20,critical,0.82,3.0,poor,0.02615,0.736842,0.0,76.0,
0000194_00200_d_0000120,presence,Are there motor objects in this area?,yes,motor,20,critical,0.82,3.0,poor,0.02615,0.736842,0.0,76.0,positive
0000194_00200_d_0000120,counting,How many pedestrian objects are in this area?,1,pedestrian,1,normal,0.65,5.0,poor,0.02615,0.736842,0.0,76.0,
0000194_00200_d_0000120,presence,Are there pedestrian objects in this area?,yes,pedestrian,1,normal,0.65,5.0,poor,0.02615,0.736842,0.0,76.0,positive
0000194_00200_d_0000120,counting,How many people objects are in this area?,23,people,23,critical,0.82,3.0,poor,0.02615,0.736842,0.0,76.0,
0000194_00200_d_0000120,presence,Are there people objects in this area?,yes,people,23,critical,0.82,3.0,poor,0.02615,0.736842,0.0,76.0,positive
0000194_00200_d_0000120,counting,How many tricycle objects are in this area?,1,tricycle,1,normal,0.65,5.0,poor,0.02615,0.736842,0.0,76.0,
0000194_00200_d_0000120,presence,Are there tricycle objects in this area?,yes,tricycle,1,normal,0.65,5.0,poor,0.02615,0.736842,0.0,76.0,positive
0000194_00200_d_0000120,counting,How many van objects are in this area?,2,van,2,normal,0.65,5.0,poor,0.02615,0.736842,0.0,76.0,
0000194_00200_d_0000120,presence,Are there van objects in this area?,yes,van,2,normal,0.65,5.0,poor,0.02615,0.736842,0.0,76.0,positive
0000194_00399_d_0000121,presence,Are there awning-tricycle objects in this area?,yes,awning-tricycle,3,normal,0.65,5.0,poor,0.021258,0.937063,0.013986,143.0,positive
0000194_00399_d_0000121,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,poor,0.021258,0.937063,0.013986,143.0,negative
0000194_00399_d_0000121,counting,How many awning-tricycle objects are in this area?,3,awning-tricycle,3,normal,0.65,5.0,poor,0.021258,0.937063,0.013986,143.0,
0000194_00399_d_0000121,presence,Are there bicycle objects in this area?,yes,bicycle,8,normal,0.65,5.0,poor,0.021258,0.937063,0.013986,143.0,positive
0000194_00399_d_0000121,counting,How many bus objects are in this area?,1,bus,1,normal,0.65,5.0,poor,0.021258,0.937063,0.013986,143.0,
0000194_00399_d_0000121,presence,Are there bus objects in this area?,yes,bus,1,normal,0.65,5.0,poor,0.021258,0.937063,0.013986,143.0,positive
0000194_00399_d_0000121,counting,How many car objects are in this area?,15,car,15,critical,0.82,3.0,poor,0.021258,0.937063,0.013986,143.0,
0000194_00399_d_0000121,presence,Are there car objects in this area?,yes,car,15,critical,0.82,3.0,poor,0.021258,0.937063,0.013986,143.0,positive
0000194_00399_d_0000121,counting,How many motor objects are in this area?,37,motor,37,critical,0.82,3.0,poor,0.021258,0.937063,0.013986,143.0,
0000194_00399_d_0000121,presence,Are there motor objects in this area?,yes,motor,37,critical,0.82,3.0,poor,0.021258,0.937063,0.013986,143.0,positive
0000194_00399_d_0000121,counting,How many pedestrian objects are in this area?,7,pedestrian,7,normal,0.65,5.0,poor,0.021258,0.937063,0.013986,143.0,
0000194_00399_d_0000121,presence,Are there pedestrian objects in this area?,yes,pedestrian,7,normal,0.65,5.0,poor,0.021258,0.937063,0.013986,143.0,positive
0000194_00399_d_0000121,counting,How many people objects are in this area?,55,people,55,critical,0.82,3.0,poor,0.021258,0.937063,0.013986,143.0,
0000194_00399_d_0000121,presence,Are there people objects in this area?,yes,people,55,critical,0.82,3.0,poor,0.021258,0.937063,0.013986,143.0,positive
0000194_00399_d_0000121,counting,How many tricycle objects are in this area?,7,tricycle,7,normal,0.65,5.0,poor,0.021258,0.937063,0.013986,143.0,
0000194_00399_d_0000121,presence,Are there tricycle objects in this area?,yes,tricycle,7,normal,0.65,5.0,poor,0.021258,0.937063,0.013986,143.0,positive
0000194_00399_d_0000121,counting,How many van objects are in this area?,10,van,10,critical,0.82,3.0,poor,0.021258,0.937063,0.013986,143.0,
0000194_00399_d_0000121,presence,Are there van objects in this area?,yes,van,10,critical,0.82,3.0,poor,0.021258,0.937063,0.013986,143.0,positive
0000194_00625_d_0000122,presence,Are there awning-tricycle objects in this area?,yes,awning-tricycle,2,normal,0.65,5.0,poor,0.03237,0.915663,0.048193,83.0,positive
0000194_00625_d_0000122,presence,Are there bicycle objects in this area?,no,bicycle,0,normal,0.65,5.0,poor,0.03237,0.915663,0.048193,83.0,negative
0000194_00625_d_0000122,counting,How many awning-tricycle objects are in this area?,2,awning-tricycle,2,normal,0.65,5.0,poor,0.03237,0.915663,0.048193,83.0,
0000194_00625_d_0000122,presence,Are there bus objects in this area?,yes,bus,1,normal,0.65,5.0,poor,0.03237,0.915663,0.048193,83.0,positive
0000194_00625_d_0000122,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,poor,0.03237,0.915663,0.048193,83.0,negative
0000194_00625_d_0000122,counting,How many bus objects are in this area?,1,bus,1,normal,0.65,5.0,poor,0.03237,0.915663,0.048193,83.0,
0000194_00625_d_0000122,presence,Are there car objects in this area?,yes,car,14,critical,0.82,3.0,poor,0.03237,0.915663,0.048193,83.0,positive
0000194_00625_d_0000122,counting,How many car objects are in this area?,14,car,14,critical,0.82,3.0,poor,0.03237,0.915663,0.048193,83.0,
0000194_00625_d_0000122,presence,Are there motor objects in this area?,yes,motor,25,critical,0.82,3.0,poor,0.03237,0.915663,0.048193,83.0,positive
0000194_00625_d_0000122,counting,How many motor objects are in this area?,25,motor,25,critical,0.82,3.0,poor,0.03237,0.915663,0.048193,83.0,
0000194_00625_d_0000122,presence,Are there pedestrian objects in this area?,yes,pedestrian,3,normal,0.65,5.0,poor,0.03237,0.915663,0.048193,83.0,positive
0000194_00625_d_0000122,counting,How many pedestrian objects are in this area?,3,pedestrian,3,normal,0.65,5.0,poor,0.03237,0.915663,0.048193,83.0,
0000194_00625_d_0000122,presence,Are there people objects in this area?,yes,people,29,critical,0.82,3.0,poor,0.03237,0.915663,0.048193,83.0,positive
0000194_00625_d_0000122,counting,How many people objects are in this area?,29,people,29,critical,0.82,3.0,poor,0.03237,0.915663,0.048193,83.0,
0000194_00625_d_0000122,presence,Are there tricycle objects in this area?,yes,tricycle,6,normal,0.65,5.0,poor,0.03237,0.915663,0.048193,83.0,positive
0000194_00625_d_0000122,counting,How many tricycle objects are in this area?,6,tricycle,6,normal,0.65,5.0,poor,0.03237,0.915663,0.048193,83.0,
0000194_00625_d_0000122,presence,Are there van objects in this area?,yes,van,3,normal,0.65,5.0,poor,0.03237,0.915663,0.048193,83.0,positive
0000194_00625_d_0000122,counting,How many van objects are in this area?,3,van,3,normal,0.65,5.0,poor,0.03237,0.915663,0.048193,83.0,
0000194_00800_d_0000123,presence,Are there car objects in this area?,yes,car,3,normal,0.65,5.0,poor,0.038324,0.888889,0.092593,54.0,positive
0000194_00800_d_0000123,presence,Are there awning-tricycle objects in this area?,no,awning-tricycle,0,normal,0.65,5.0,poor,0.038324,0.888889,0.092593,54.0,negative
0000194_00800_d_0000123,counting,How many car objects are in this area?,3,car,3,normal,0.65,5.0,poor,0.038324,0.888889,0.092593,54.0,
0000194_00800_d_0000123,presence,Are there motor objects in this area?,yes,motor,15,critical,0.82,3.0,poor,0.038324,0.888889,0.092593,54.0,positive
0000194_00800_d_0000123,presence,Are there bicycle objects in this area?,no,bicycle,0,normal,0.82,3.0,poor,0.038324,0.888889,0.092593,54.0,negative
0000194_00800_d_0000123,counting,How many motor objects are in this area?,15,motor,15,critical,0.82,3.0,poor,0.038324,0.888889,0.092593,54.0,
0000194_00800_d_0000123,presence,Are there pedestrian objects in this area?,yes,pedestrian,5,normal,0.65,5.0,poor,0.038324,0.888889,0.092593,54.0,positive
0000194_00800_d_0000123,presence,Are there bus objects in this area?,no,bus,0,normal,0.65,5.0,poor,0.038324,0.888889,0.092593,54.0,negative
0000194_00800_d_0000123,counting,How many pedestrian objects are in this area?,5,pedestrian,5,normal,0.65,5.0,poor,0.038324,0.888889,0.092593,54.0,
0000194_00800_d_0000123,presence,Are there people objects in this area?,yes,people,19,critical,0.82,3.0,poor,0.038324,0.888889,0.092593,54.0,positive
0000194_00800_d_0000123,presence,Are there truck objects in this area?,no,truck,0,normal,0.82,3.0,poor,0.038324,0.888889,0.092593,54.0,negative
0000194_00800_d_0000123,counting,How many people objects are in this area?,19,people,19,critical,0.82,3.0,poor,0.038324,0.888889,0.092593,54.0,
0000194_00800_d_0000123,presence,Are there tricycle objects in this area?,yes,tricycle,3,normal,0.65,5.0,poor,0.038324,0.888889,0.092593,54.0,positive
0000194_00800_d_0000123,counting,How many tricycle objects are in this area?,3,tricycle,3,normal,0.65,5.0,poor,0.038324,0.888889,0.092593,54.0,
0000194_00800_d_0000123,presence,Are there van objects in this area?,yes,van,9,normal,0.65,5.0,poor,0.038324,0.888889,0.092593,54.0,positive
0000194_00800_d_0000123,counting,How many van objects are in this area?,9,van,9,normal,0.65,5.0,poor,0.038324,0.888889,0.092593,54.0,
0000194_00998_d_0000124,presence,Are there bicycle objects in this area?,yes,bicycle,1,normal,0.65,5.0,poor,0.036352,1.095238,0.02381,42.0,positive
0000194_00998_d_0000124,presence,Are there awning-tricycle objects in this area?,no,awning-tricycle,0,normal,0.65,5.0,poor,0.036352,1.095238,0.02381,42.0,negative
0000194_00998_d_0000124,counting,How many car objects are in this area?,4,car,4,normal,0.65,5.0,poor,0.036352,1.095238,0.02381,42.0,
0000194_00998_d_0000124,presence,Are there car objects in this area?,yes,car,4,normal,0.65,5.0,poor,0.036352,1.095238,0.02381,42.0,positive
0000194_00998_d_0000124,presence,Are there bus objects in this area?,no,bus,0,normal,0.65,5.0,poor,0.036352,1.095238,0.02381,42.0,negative
0000194_00998_d_0000124,counting,How many motor objects are in this area?,19,motor,19,critical,0.82,3.0,poor,0.036352,1.095238,0.02381,42.0,
0000194_00998_d_0000124,presence,Are there motor objects in this area?,yes,motor,19,critical,0.82,3.0,poor,0.036352,1.095238,0.02381,42.0,positive
0000194_00998_d_0000124,presence,Are there tricycle objects in this area?,no,tricycle,0,normal,0.82,3.0,poor,0.036352,1.095238,0.02381,42.0,negative
0000194_00998_d_0000124,counting,How many pedestrian objects are in this area?,3,pedestrian,3,normal,0.65,5.0,poor,0.036352,1.095238,0.02381,42.0,
0000194_00998_d_0000124,presence,Are there pedestrian objects in this area?,yes,pedestrian,3,normal,0.65,5.0,poor,0.036352,1.095238,0.02381,42.0,positive
0000194_00998_d_0000124,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,poor,0.036352,1.095238,0.02381,42.0,negative
0000194_00998_d_0000124,counting,How many people objects are in this area?,13,people,13,critical,0.82,3.0,poor,0.036352,1.095238,0.02381,42.0,
0000194_00998_d_0000124,presence,Are there people objects in this area?,yes,people,13,critical,0.82,3.0,poor,0.036352,1.095238,0.02381,42.0,positive
0000194_00998_d_0000124,counting,How many van objects are in this area?,2,van,2,normal,0.65,5.0,poor,0.036352,1.095238,0.02381,42.0,
0000194_00998_d_0000124,presence,Are there van objects in this area?,yes,van,2,normal,0.65,5.0,poor,0.036352,1.095238,0.02381,42.0,positive
0000194_01192_d_0000125,presence,Are there car objects in this area?,yes,car,5,normal,0.65,5.0,poor,0.059566,1.217391,0.043478,23.0,positive
0000194_01192_d_0000125,presence,Are there awning-tricycle objects in this area?,no,awning-tricycle,0,normal,0.65,5.0,poor,0.059566,1.217391,0.043478,23.0,negative
0000194_01192_d_0000125,counting,How many car objects are in this area?,5,car,5,normal,0.65,5.0,poor,0.059566,1.217391,0.043478,23.0,
0000194_01192_d_0000125,presence,Are there motor objects in this area?,yes,motor,7,normal,0.65,5.0,poor,0.059566,1.217391,0.043478,23.0,positive
0000194_01192_d_0000125,presence,Are there bicycle objects in this area?,no,bicycle,0,normal,0.65,5.0,poor,0.059566,1.217391,0.043478,23.0,negative
0000194_01192_d_0000125,counting,How many motor objects are in this area?,7,motor,7,normal,0.65,5.0,poor,0.059566,1.217391,0.043478,23.0,
0000194_01192_d_0000125,presence,Are there pedestrian objects in this area?,yes,pedestrian,3,normal,0.65,5.0,poor,0.059566,1.217391,0.043478,23.0,positive
0000194_01192_d_0000125,presence,Are there bus objects in this area?,no,bus,0,normal,0.65,5.0,poor,0.059566,1.217391,0.043478,23.0,negative
0000194_01192_d_0000125,counting,How many pedestrian objects are in this area?,3,pedestrian,3,normal,0.65,5.0,poor,0.059566,1.217391,0.043478,23.0,
0000194_01192_d_0000125,presence,Are there people objects in this area?,yes,people,7,normal,0.65,5.0,poor,0.059566,1.217391,0.043478,23.0,positive
0000194_01192_d_0000125,presence,Are there tricycle objects in this area?,no,tricycle,0,normal,0.65,5.0,poor,0.059566,1.217391,0.043478,23.0,negative
0000194_01192_d_0000125,counting,How many people objects are in this area?,7,people,7,normal,0.65,5.0,poor,0.059566,1.217391,0.043478,23.0,
0000194_01192_d_0000125,presence,Are there van objects in this area?,yes,van,1,normal,0.65,5.0,poor,0.059566,1.217391,0.043478,23.0,positive
0000194_01192_d_0000125,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,poor,0.059566,1.217391,0.043478,23.0,negative
0000194_01192_d_0000125,counting,How many van objects are in this area?,1,van,1,normal,0.65,5.0,poor,0.059566,1.217391,0.043478,23.0,
0000196_04512_d_0000144,presence,Are there awning-tricycle objects in this area?,yes,awning-tricycle,3,normal,0.65,5.0,poor,0.039568,1.043478,0.0,69.0,positive
0000196_04512_d_0000144,presence,Are there bus objects in this area?,no,bus,0,normal,0.65,5.0,poor,0.039568,1.043478,0.0,69.0,negative
0000196_04512_d_0000144,counting,How many awning-tricycle objects are in this area?,3,awning-tricycle,3,normal,0.65,5.0,poor,0.039568,1.043478,0.0,69.0,
0000196_04512_d_0000144,presence,Are there bicycle objects in this area?,yes,bicycle,1,normal,0.65,5.0,poor,0.039568,1.043478,0.0,69.0,positive
0000196_04512_d_0000144,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,poor,0.039568,1.043478,0.0,69.0,negative
0000196_04512_d_0000144,counting,How many car objects are in this area?,7,car,7,normal,0.65,5.0,poor,0.039568,1.043478,0.0,69.0,
0000196_04512_d_0000144,presence,Are there car objects in this area?,yes,car,7,normal,0.65,5.0,poor,0.039568,1.043478,0.0,69.0,positive
0000196_04512_d_0000144,counting,How many motor objects are in this area?,21,motor,21,critical,0.82,3.0,poor,0.039568,1.043478,0.0,69.0,
0000196_04512_d_0000144,presence,Are there motor objects in this area?,yes,motor,21,critical,0.82,3.0,poor,0.039568,1.043478,0.0,69.0,positive
0000196_04512_d_0000144,counting,How many pedestrian objects are in this area?,11,pedestrian,11,critical,0.82,3.0,poor,0.039568,1.043478,0.0,69.0,
0000196_04512_d_0000144,presence,Are there pedestrian objects in this area?,yes,pedestrian,11,critical,0.82,3.0,poor,0.039568,1.043478,0.0,69.0,positive
0000196_04512_d_0000144,counting,How many people objects are in this area?,24,people,24,critical,0.82,3.0,poor,0.039568,1.043478,0.0,69.0,
0000196_04512_d_0000144,presence,Are there people objects in this area?,yes,people,24,critical,0.82,3.0,poor,0.039568,1.043478,0.0,69.0,positive
0000196_04512_d_0000144,counting,How many tricycle objects are in this area?,1,tricycle,1,normal,0.65,5.0,poor,0.039568,1.043478,0.0,69.0,
0000196_04512_d_0000144,presence,Are there tricycle objects in this area?,yes,tricycle,1,normal,0.65,5.0,poor,0.039568,1.043478,0.0,69.0,positive
0000196_04512_d_0000144,counting,How many van objects are in this area?,1,van,1,normal,0.65,5.0,poor,0.039568,1.043478,0.0,69.0,
0000196_04512_d_0000144,presence,Are there van objects in this area?,yes,van,1,normal,0.65,5.0,poor,0.039568,1.043478,0.0,69.0,positive
0000199_01269_d_0000166,presence,Are there awning-tricycle objects in this area?,yes,awning-tricycle,1,normal,0.65,5.0,medium,0.456158,0.375,0.125,16.0,positive
0000199_01269_d_0000166,presence,Are there bicycle objects in this area?,no,bicycle,0,normal,0.65,5.0,medium,0.456158,0.375,0.125,16.0,negative
0000199_01269_d_0000166,counting,How many awning-tricycle objects are in this area?,1,awning-tricycle,1,normal,0.65,5.0,medium,0.456158,0.375,0.125,16.0,
0000199_01269_d_0000166,presence,Are there bus objects in this area?,yes,bus,1,normal,0.65,5.0,medium,0.456158,0.375,0.125,16.0,positive
0000199_01269_d_0000166,presence,Are there pedestrian objects in this area?,no,pedestrian,0,normal,0.65,5.0,medium,0.456158,0.375,0.125,16.0,negative
0000199_01269_d_0000166,counting,How many bus objects are in this area?,1,bus,1,normal,0.65,5.0,medium,0.456158,0.375,0.125,16.0,
0000199_01269_d_0000166,presence,Are there car objects in this area?,yes,car,8,normal,0.65,5.0,medium,0.456158,0.375,0.125,16.0,positive
0000199_01269_d_0000166,counting,How many car objects are in this area?,8,car,8,normal,0.65,5.0,medium,0.456158,0.375,0.125,16.0,
0000199_01269_d_0000166,presence,Are there motor objects in this area?,yes,motor,1,normal,0.65,5.0,medium,0.456158,0.375,0.125,16.0,positive
0000199_01269_d_0000166,counting,How many motor objects are in this area?,1,motor,1,normal,0.65,5.0,medium,0.456158,0.375,0.125,16.0,
0000199_01269_d_0000166,presence,Are there people objects in this area?,yes,people,1,normal,0.65,5.0,medium,0.456158,0.375,0.125,16.0,positive
0000199_01269_d_0000166,counting,How many people objects are in this area?,1,people,1,normal,0.65,5.0,medium,0.456158,0.375,0.125,16.0,
0000199_01269_d_0000166,presence,Are there tricycle objects in this area?,yes,tricycle,1,normal,0.65,5.0,medium,0.456158,0.375,0.125,16.0,positive
0000199_01269_d_0000166,counting,How many tricycle objects are in this area?,1,tricycle,1,normal,0.65,5.0,medium,0.456158,0.375,0.125,16.0,
0000199_01269_d_0000166,presence,Are there truck objects in this area?,yes,truck,2,normal,0.65,5.0,medium,0.456158,0.375,0.125,16.0,positive
0000199_01269_d_0000166,counting,How many truck objects are in this area?,2,truck,2,normal,0.65,5.0,medium,0.456158,0.375,0.125,16.0,
0000199_01269_d_0000166,presence,Are there van objects in this area?,yes,van,1,normal,0.65,5.0,medium,0.456158,0.375,0.125,16.0,positive
0000199_01269_d_0000166,counting,How many van objects are in this area?,1,van,1,normal,0.65,5.0,medium,0.456158,0.375,0.125,16.0,
0000213_02500_d_0000240,presence,Are there awning-tricycle objects in this area?,yes,awning-tricycle,1,normal,0.65,5.0,poor,0.03452,0.893617,0.0,94.0,positive
0000213_02500_d_0000240,counting,How many awning-tricycle objects are in this area?,1,awning-tricycle,1,normal,0.65,5.0,poor,0.03452,0.893617,0.0,94.0,
0000213_02500_d_0000240,presence,Are there bicycle objects in this area?,yes,bicycle,1,normal,0.65,5.0,poor,0.03452,0.893617,0.0,94.0,positive
