image_id,question_type,question,answer,target_class,object_count,risk_level,epsilon_k,tau_k,view_quality_bin,scale_proxy,occlusion_score,truncation_score,density_score,presence_polarity
00379,presence,Are there car objects in this area?,yes,car,19,normal,0.65,5.0,medium,0.0,0.0,0.0,21.0,positive
00379,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,21.0,negative
00379,counting,How many car objects are in this area?,19,car,19,normal,0.65,5.0,medium,0.0,0.0,0.0,21.0,
00379,counting,How many bus objects are in this area?,2,bus,2,critical,0.82,3.0,medium,0.0,0.0,0.0,21.0,
00382,presence,Are there bus objects in this area?,yes,bus,7,normal,0.65,5.0,medium,0.0,0.0,0.0,14.0,positive
00382,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,14.0,negative
00382,counting,How many bus objects are in this area?,7,bus,7,normal,0.65,5.0,medium,0.0,0.0,0.0,14.0,
00382,counting,How many car objects are in this area?,7,car,7,critical,0.82,3.0,medium,0.0,0.0,0.0,14.0,
00385,presence,Are there bus objects in this area?,yes,bus,5,normal,0.65,5.0,medium,0.0,0.0,0.0,8.0,positive
00385,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,8.0,negative
00385,counting,How many bus objects are in this area?,5,bus,5,normal,0.65,5.0,medium,0.0,0.0,0.0,8.0,
00385,counting,How many car objects are in this area?,3,car,3,critical,0.82,3.0,medium,0.0,0.0,0.0,8.0,
00388,presence,Are there car objects in this area?,yes,car,6,normal,0.65,5.0,medium,0.0,0.0,0.0,9.0,positive
00388,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,9.0,negative
00388,counting,How many car objects are in this area?,6,car,6,normal,0.65,5.0,medium,0.0,0.0,0.0,9.0,
00388,counting,How many bus objects are in this area?,3,bus,3,critical,0.82,3.0,medium,0.0,0.0,0.0,9.0,
00391,presence,Are there car objects in this area?,yes,car,17,normal,0.65,5.0,medium,0.0,0.0,0.0,26.0,positive
00391,presence,Are there van objects in this area?,no,van,0,critical,0.82,3.0,medium,0.0,0.0,0.0,26.0,negative
00391,counting,How many car objects are in this area?,17,car,17,normal,0.65,5.0,medium,0.0,0.0,0.0,26.0,
00391,counting,How many bus objects are in this area?,7,bus,7,critical,0.82,3.0,medium,0.0,0.0,0.0,26.0,
00394,presence,Are there car objects in this area?,yes,car,3,normal,0.65,5.0,medium,0.0,0.0,0.0,4.0,positive
00394,presence,Are there bus objects in this area?,no,bus,0,critical,0.82,3.0,medium,0.0,0.0,0.0,4.0,negative
00394,counting,How many car objects are in this area?,3,car,3,normal,0.65,5.0,medium,0.0,0.0,0.0,4.0,
00394,counting,How many truck objects are in this area?,1,truck,1,critical,0.82,3.0,medium,0.0,0.0,0.0,4.0,
00397,presence,Are there car objects in this area?,yes,car,3,normal,0.65,5.0,medium,0.0,0.0,0.0,3.0,positive
00397,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,3.0,negative
00397,counting,How many car objects are in this area?,3,car,3,normal,0.65,5.0,medium,0.0,0.0,0.0,3.0,
00400,presence,Are there car objects in this area?,yes,car,18,critical,0.82,3.0,medium,0.0,0.0,0.0,18.0,positive
00400,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,18.0,negative
00400,counting,How many car objects are in this area?,18,car,18,critical,0.82,3.0,medium,0.0,0.0,0.0,18.0,
00403,presence,Are there car objects in this area?,yes,car,17,normal,0.65,5.0,medium,0.0,0.0,0.0,17.0,positive
00403,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,17.0,negative
00403,counting,How many car objects are in this area?,17,car,17,normal,0.65,5.0,medium,0.0,0.0,0.0,17.0,
00406,presence,Are there car objects in this area?,yes,car,6,critical,0.82,3.0,medium,0.0,0.0,0.0,6.0,positive
00406,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,6.0,negative
00406,counting,How many car objects are in this area?,6,car,6,critical,0.82,3.0,medium,0.0,0.0,0.0,6.0,
00409,presence,Are there car objects in this area?,yes,car,7,normal,0.65,5.0,medium,0.0,0.0,0.0,7.0,positive
00409,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,7.0,negative
00409,counting,How many car objects are in this area?,7,car,7,normal,0.65,5.0,medium,0.0,0.0,0.0,7.0,
00412,presence,Are there car objects in this area?,yes,car,4,critical,0.82,3.0,medium,0.0,0.0,0.0,4.0,positive
00412,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,4.0,negative
00412,counting,How many car objects are in this area?,4,car,4,critical,0.82,3.0,medium,0.0,0.0,0.0,4.0,
00415,presence,Are there car objects in this area?,yes,car,4,normal,0.65,5.0,medium,0.0,0.0,0.0,4.0,positive
00415,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,4.0,negative
00415,counting,How many car objects are in this area?,4,car,4,normal,0.65,5.0,medium,0.0,0.0,0.0,4.0,
00418,presence,Are there car objects in this area?,yes,car,6,critical,0.82,3.0,medium,0.0,0.0,0.0,7.0,positive
00418,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,7.0,negative
00418,counting,How many car objects are in this area?,6,car,6,critical,0.82,3.0,medium,0.0,0.0,0.0,7.0,
00418,counting,How many bus objects are in this area?,1,bus,1,normal,0.65,5.0,medium,0.0,0.0,0.0,7.0,
00421,presence,Are there car objects in this area?,yes,car,8,critical,0.82,3.0,medium,0.0,0.0,0.0,8.0,positive
00421,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,8.0,negative
00421,counting,How many car objects are in this area?,8,car,8,critical,0.82,3.0,medium,0.0,0.0,0.0,8.0,
00424,presence,Are there car objects in this area?,yes,car,2,normal,0.65,5.0,medium,0.0,0.0,0.0,2.0,positive
00424,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,2.0,negative
00424,counting,How many car objects are in this area?,2,car,2,normal,0.65,5.0,medium,0.0,0.0,0.0,2.0,
00427,presence,Are there car objects in this area?,yes,car,1,critical,0.82,3.0,medium,0.0,0.0,0.0,1.0,positive
00427,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,1.0,negative
00427,counting,How many car objects are in this area?,1,car,1,critical,0.82,3.0,medium,0.0,0.0,0.0,1.0,
00430,presence,Are there car objects in this area?,yes,car,4,normal,0.65,5.0,medium,0.0,0.0,0.0,4.0,positive
00430,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,4.0,negative
00430,counting,How many car objects are in this area?,4,car,4,normal,0.65,5.0,medium,0.0,0.0,0.0,4.0,
00433,presence,Are there car objects in this area?,yes,car,4,critical,0.82,3.0,medium,0.0,0.0,0.0,4.0,positive
00433,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,4.0,negative
00433,counting,How many car objects are in this area?,4,car,4,critical,0.82,3.0,medium,0.0,0.0,0.0,4.0,
00436,presence,Are there bus objects in this area?,yes,bus,1,normal,0.65,5.0,medium,0.0,0.0,0.0,2.0,positive
00436,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,2.0,negative
00436,counting,How many bus objects are in this area?,1,bus,1,normal,0.65,5.0,medium,0.0,0.0,0.0,2.0,
00436,counting,How many car objects are in this area?,1,car,1,critical,0.82,3.0,medium,0.0,0.0,0.0,2.0,
00439,presence,Are there bus objects in this area?,yes,bus,1,normal,0.65,5.0,medium,0.0,0.0,0.0,1.0,positive
00439,presence,Are there car objects in this area?,no,car,0,critical,0.82,3.0,medium,0.0,0.0,0.0,1.0,negative
00439,counting,How many bus objects are in this area?,1,bus,1,normal,0.65,5.0,medium,0.0,0.0,0.0,1.0,
00442,presence,Are there car objects in this area?,yes,car,4,critical,0.82,3.0,medium,0.0,0.0,0.0,4.0,positive
00442,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,4.0,negative
00442,counting,How many car objects are in this area?,4,car,4,critical,0.82,3.0,medium,0.0,0.0,0.0,4.0,
00445,presence,Are there car objects in this area?,yes,car,14,normal,0.65,5.0,medium,0.0,0.0,0.0,14.0,positive
00445,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,14.0,negative
00445,counting,How many car objects are in this area?,14,car,14,normal,0.65,5.0,medium,0.0,0.0,0.0,14.0,
00448,presence,Are there car objects in this area?,yes,car,15,critical,0.82,3.0,medium,0.0,0.0,0.0,15.0,positive
00448,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,15.0,negative
00448,counting,How many car objects are in this area?,15,car,15,critical,0.82,3.0,medium,0.0,0.0,0.0,15.0,
00451,presence,Are there car objects in this area?,yes,car,12,normal,0.65,5.0,medium,0.0,0.0,0.0,13.0,positive
00451,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,13.0,negative
00451,counting,How many car objects are in this area?,12,car,12,normal,0.65,5.0,medium,0.0,0.0,0.0,13.0,
00451,counting,How many bus objects are in this area?,1,bus,1,critical,0.82,3.0,medium,0.0,0.0,0.0,13.0,
00454,presence,Are there car objects in this area?,yes,car,12,normal,0.65,5.0,medium,0.0,0.0,0.0,13.0,positive
00454,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,13.0,negative
00454,counting,How many car objects are in this area?,12,car,12,normal,0.65,5.0,medium,0.0,0.0,0.0,13.0,
00454,counting,How many bus objects are in this area?,1,bus,1,critical,0.82,3.0,medium,0.0,0.0,0.0,13.0,
00457,presence,Are there car objects in this area?,yes,car,17,normal,0.65,5.0,medium,0.0,0.0,0.0,17.0,positive
00457,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,17.0,negative
00457,counting,How many car objects are in this area?,17,car,17,normal,0.65,5.0,medium,0.0,0.0,0.0,17.0,
00460,presence,Are there car objects in this area?,yes,car,23,critical,0.82,3.0,medium,0.0,0.0,0.0,24.0,positive
00460,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,24.0,negative
00460,counting,How many car objects are in this area?,23,car,23,critical,0.82,3.0,medium,0.0,0.0,0.0,24.0,
00460,counting,How many bus objects are in this area?,1,bus,1,normal,0.65,5.0,medium,0.0,0.0,0.0,24.0,
00463,presence,Are there car objects in this area?,yes,car,21,critical,0.82,3.0,medium,0.0,0.0,0.0,22.0,positive
00463,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,22.0,negative
00463,counting,How many car objects are in this area?,21,car,21,critical,0.82,3.0,medium,0.0,0.0,0.0,22.0,
00463,counting,How many bus objects are in this area?,1,bus,1,normal,0.65,5.0,medium,0.0,0.0,0.0,22.0,
00466,presence,Are there car objects in this area?,yes,car,21,critical,0.82,3.0,medium,0.0,0.0,0.0,22.0,positive
00466,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,22.0,negative
00466,counting,How many car objects are in this area?,21,car,21,critical,0.82,3.0,medium,0.0,0.0,0.0,22.0,
00466,counting,How many bus objects are in this area?,1,bus,1,normal,0.65,5.0,medium,0.0,0.0,0.0,22.0,
00469,presence,Are there car objects in this area?,yes,car,18,critical,0.82,3.0,medium,0.0,0.0,0.0,18.0,positive
00469,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,18.0,negative
00469,counting,How many car objects are in this area?,18,car,18,critical,0.82,3.0,medium,0.0,0.0,0.0,18.0,
00472,presence,Are there car objects in this area?,yes,car,12,normal,0.65,5.0,medium,0.0,0.0,0.0,12.0,positive
00472,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,12.0,negative
00472,counting,How many car objects are in this area?,12,car,12,normal,0.65,5.0,medium,0.0,0.0,0.0,12.0,
00475,presence,Are there car objects in this area?,yes,car,37,critical,0.82,3.0,medium,0.0,0.0,0.0,37.0,positive
00475,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,37.0,negative
00475,counting,How many car objects are in this area?,37,car,37,critical,0.82,3.0,medium,0.0,0.0,0.0,37.0,
00478,presence,Are there car objects in this area?,yes,car,28,normal,0.65,5.0,medium,0.0,0.0,0.0,28.0,positive
00478,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,28.0,negative
00478,counting,How many car objects are in this area?,28,car,28,normal,0.65,5.0,medium,0.0,0.0,0.0,28.0,
00481,presence,Are there car objects in this area?,yes,car,23,critical,0.82,3.0,medium,0.0,0.0,0.0,23.0,positive
00481,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,23.0,negative
00481,counting,How many car objects are in this area?,23,car,23,critical,0.82,3.0,medium,0.0,0.0,0.0,23.0,
00484,presence,Are there car objects in this area?,yes,car,20,normal,0.65,5.0,medium,0.0,0.0,0.0,20.0,positive
00484,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,20.0,negative
00484,counting,How many car objects are in this area?,20,car,20,normal,0.65,5.0,medium,0.0,0.0,0.0,20.0,
00487,presence,Are there car objects in this area?,yes,car,20,critical,0.82,3.0,medium,0.0,0.0,0.0,20.0,positive
00487,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,20.0,negative
00487,counting,How many car objects are in this area?,20,car,20,critical,0.82,3.0,medium,0.0,0.0,0.0,20.0,
00490,presence,Are there car objects in this area?,yes,car,13,normal,0.65,5.0,medium,0.0,0.0,0.0,13.0,positive
00490,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,13.0,negative
00490,counting,How many car objects are in this area?,13,car,13,normal,0.65,5.0,medium,0.0,0.0,0.0,13.0,
00493,presence,Are there car objects in this area?,yes,car,15,critical,0.82,3.0,medium,0.0,0.0,0.0,15.0,positive
00493,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,15.0,negative
00493,counting,How many car objects are in this area?,15,car,15,critical,0.82,3.0,medium,0.0,0.0,0.0,15.0,
00496,presence,Are there car objects in this area?,yes,car,16,normal,0.65,5.0,medium,0.0,0.0,0.0,16.0,positive
00496,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,16.0,negative
00496,counting,How many car objects are in this area?,16,car,16,normal,0.65,5.0,medium,0.0,0.0,0.0,16.0,
00499,presence,Are there car objects in this area?,yes,car,9,critical,0.82,3.0,medium,0.0,0.0,0.0,9.0,positive
00499,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,9.0,negative
00499,counting,How many car objects are in this area?,9,car,9,critical,0.82,3.0,medium,0.0,0.0,0.0,9.0,
00502,presence,Are there car objects in this area?,yes,car,8,normal,0.65,5.0,medium,0.0,0.0,0.0,8.0,positive
00502,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,8.0,negative
00502,counting,How many car objects are in this area?,8,car,8,normal,0.65,5.0,medium,0.0,0.0,0.0,8.0,
00505,presence,Are there car objects in this area?,yes,car,9,critical,0.82,3.0,medium,0.0,0.0,0.0,9.0,positive
00505,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,9.0,negative
00505,counting,How many car objects are in this area?,9,car,9,critical,0.82,3.0,medium,0.0,0.0,0.0,9.0,
00508,presence,Are there car objects in this area?,yes,car,3,normal,0.65,5.0,medium,0.0,0.0,0.0,4.0,positive
00508,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,4.0,negative
00508,counting,How many car objects are in this area?,3,car,3,normal,0.65,5.0,medium,0.0,0.0,0.0,4.0,
00508,counting,How many bus objects are in this area?,1,bus,1,critical,0.82,3.0,medium,0.0,0.0,0.0,4.0,
00511,presence,Are there car objects in this area?,yes,car,11,normal,0.65,5.0,medium,0.0,0.0,0.0,12.0,positive
00511,presence,Are there bus objects in this area?,no,bus,0,critical,0.82,3.0,medium,0.0,0.0,0.0,12.0,negative
00511,counting,How many car objects are in this area?,11,car,11,normal,0.65,5.0,medium,0.0,0.0,0.0,12.0,
00511,counting,How many truck objects are in this area?,1,truck,1,critical,0.82,3.0,medium,0.0,0.0,0.0,12.0,
00514,presence,Are there car objects in this area?,yes,car,10,normal,0.65,5.0,medium,0.0,0.0,0.0,13.0,positive
00514,presence,Are there van objects in this area?,no,van,0,critical,0.82,3.0,medium,0.0,0.0,0.0,13.0,negative
00514,counting,How many car objects are in this area?,10,car,10,normal,0.65,5.0,medium,0.0,0.0,0.0,13.0,
00514,counting,How many truck objects are in this area?,2,truck,2,critical,0.82,3.0,medium,0.0,0.0,0.0,13.0,
00517,presence,Are there car objects in this area?,yes,car,9,normal,0.65,5.0,medium,0.0,0.0,0.0,9.0,positive
00517,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,9.0,negative
00517,counting,How many car objects are in this area?,9,car,9,normal,0.65,5.0,medium,0.0,0.0,0.0,9.0,
00520,presence,Are there car objects in this area?,yes,car,5,critical,0.82,3.0,medium,0.0,0.0,0.0,6.0,positive
00520,presence,Are there bus objects in this area?,no,bus,0,normal,0.65,5.0,medium,0.0,0.0,0.0,6.0,negative
00520,counting,How many car objects are in this area?,5,car,5,critical,0.82,3.0,medium,0.0,0.0,0.0,6.0,
00520,counting,How many truck objects are in this area?,1,truck,1,normal,0.65,5.0,medium,0.0,0.0,0.0,6.0,
00523,presence,Are there car objects in this area?,yes,car,6,critical,0.82,3.0,medium,0.0,0.0,0.0,7.0,positive
00523,presence,Are there bus objects in this area?,no,bus,0,normal,0.65,5.0,medium,0.0,0.0,0.0,7.0,negative
00523,counting,How many car objects are in this area?,6,car,6,critical,0.82,3.0,medium,0.0,0.0,0.0,7.0,
00523,counting,How many truck objects are in this area?,1,truck,1,normal,0.65,5.0,medium,0.0,0.0,0.0,7.0,
00526,presence,Are there car objects in this area?,yes,car,4,critical,0.82,3.0,medium,0.0,0.0,0.0,5.0,positive
00526,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,5.0,negative
00526,counting,How many car objects are in this area?,4,car,4,critical,0.82,3.0,medium,0.0,0.0,0.0,5.0,
00526,counting,How many bus objects are in this area?,1,bus,1,normal,0.65,5.0,medium,0.0,0.0,0.0,5.0,
00529,presence,Are there car objects in this area?,yes,car,8,critical,0.82,3.0,medium,0.0,0.0,0.0,8.0,positive
00529,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,8.0,negative
00529,counting,How many car objects are in this area?,8,car,8,critical,0.82,3.0,medium,0.0,0.0,0.0,8.0,
00532,presence,Are there car objects in this area?,yes,car,4,normal,0.65,5.0,medium,0.0,0.0,0.0,4.0,positive
00532,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,4.0,negative
00532,counting,How many car objects are in this area?,4,car,4,normal,0.65,5.0,medium,0.0,0.0,0.0,4.0,
00535,presence,Are there car objects in this area?,yes,car,6,critical,0.82,3.0,medium,0.0,0.0,0.0,7.0,positive
00535,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,7.0,negative
00535,counting,How many car objects are in this area?,6,car,6,critical,0.82,3.0,medium,0.0,0.0,0.0,7.0,
00535,counting,How many bus objects are in this area?,1,bus,1,normal,0.65,5.0,medium,0.0,0.0,0.0,7.0,
00538,presence,Are there car objects in this area?,yes,car,3,critical,0.82,3.0,medium,0.0,0.0,0.0,3.0,positive
00538,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,3.0,negative
00538,counting,How many car objects are in this area?,3,car,3,critical,0.82,3.0,medium,0.0,0.0,0.0,3.0,
00541,presence,Are there car objects in this area?,yes,car,17,normal,0.65,5.0,medium,0.0,0.0,0.0,17.0,positive
00541,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,17.0,negative
00541,counting,How many car objects are in this area?,17,car,17,normal,0.65,5.0,medium,0.0,0.0,0.0,17.0,
00544,presence,Are there car objects in this area?,yes,car,2,critical,0.82,3.0,medium,0.0,0.0,0.0,2.0,positive
00544,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,2.0,negative
00544,counting,How many car objects are in this area?,2,car,2,critical,0.82,3.0,medium,0.0,0.0,0.0,2.0,
00547,presence,Are there car objects in this area?,yes,car,6,normal,0.65,5.0,medium,0.0,0.0,0.0,7.0,positive
00547,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,7.0,negative
00547,counting,How many car objects are in this area?,6,car,6,normal,0.65,5.0,medium,0.0,0.0,0.0,7.0,
00547,counting,How many bus objects are in this area?,1,bus,1,critical,0.82,3.0,medium,0.0,0.0,0.0,7.0,
00550,presence,Are there car objects in this area?,yes,car,6,normal,0.65,5.0,medium,0.0,0.0,0.0,7.0,positive
00550,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,7.0,negative
00550,counting,How many car objects are in this area?,6,car,6,normal,0.65,5.0,medium,0.0,0.0,0.0,7.0,
00550,counting,How many bus objects are in this area?,1,bus,1,critical,0.82,3.0,medium,0.0,0.0,0.0,7.0,
00553,presence,Are there car objects in this area?,yes,car,7,normal,0.65,5.0,medium,0.0,0.0,0.0,7.0,positive
00553,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,7.0,negative
00553,counting,How many car objects are in this area?,7,car,7,normal,0.65,5.0,medium,0.0,0.0,0.0,7.0,
00556,presence,Are there car objects in this area?,yes,car,11,critical,0.82,3.0,medium,0.0,0.0,0.0,11.0,positive
00556,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,11.0,negative
00556,counting,How many car objects are in this area?,11,car,11,critical,0.82,3.0,medium,0.0,0.0,0.0,11.0,
00559,presence,Are there car objects in this area?,yes,car,13,normal,0.65,5.0,medium,0.0,0.0,0.0,17.0,positive
00559,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,17.0,negative
00559,counting,How many car objects are in this area?,13,car,13,normal,0.65,5.0,medium,0.0,0.0,0.0,17.0,
00559,counting,How many bus objects are in this area?,4,bus,4,critical,0.82,3.0,medium,0.0,0.0,0.0,17.0,
00562,presence,Are there bus objects in this area?,yes,bus,3,normal,0.65,5.0,medium,0.0,0.0,0.0,5.0,positive
00562,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,5.0,negative
00562,counting,How many bus objects are in this area?,3,bus,3,normal,0.65,5.0,medium,0.0,0.0,0.0,5.0,
00562,counting,How many car objects are in this area?,2,car,2,critical,0.82,3.0,medium,0.0,0.0,0.0,5.0,
00565,presence,Are there car objects in this area?,yes,car,4,normal,0.65,5.0,medium,0.0,0.0,0.0,5.0,positive
00565,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,5.0,negative
00565,counting,How many car objects are in this area?,4,car,4,normal,0.65,5.0,medium,0.0,0.0,0.0,5.0,
00565,counting,How many bus objects are in this area?,1,bus,1,critical,0.82,3.0,medium,0.0,0.0,0.0,5.0,
00568,presence,Are there car objects in this area?,yes,car,5,normal,0.65,5.0,medium,0.0,0.0,0.0,5.0,positive
00568,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,5.0,negative
00568,counting,How many car objects are in this area?,5,car,5,normal,0.65,5.0,medium,0.0,0.0,0.0,5.0,
00571,presence,Are there car objects in this area?,yes,car,1,critical,0.82,3.0,medium,0.0,0.0,0.0,1.0,positive
00571,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,1.0,negative
00571,counting,How many car objects are in this area?,1,car,1,critical,0.82,3.0,medium,0.0,0.0,0.0,1.0,
00574,presence,Are there car objects in this area?,yes,car,8,normal,0.65,5.0,medium,0.0,0.0,0.0,9.0,positive
00574,presence,Are there bus objects in this area?,no,bus,0,critical,0.82,3.0,medium,0.0,0.0,0.0,9.0,negative
00574,counting,How many car objects are in this area?,8,car,8,normal,0.65,5.0,medium,0.0,0.0,0.0,9.0,
00574,counting,How many truck objects are in this area?,1,truck,1,critical,0.82,3.0,medium,0.0,0.0,0.0,9.0,
00577,presence,Are there car objects in this area?,yes,car,13,normal,0.65,5.0,medium,0.0,0.0,0.0,14.0,positive
00577,presence,Are there bus objects in this area?,no,bus,0,critical,0.82,3.0,medium,0.0,0.0,0.0,14.0,negative
00577,counting,How many car objects are in this area?,13,car,13,normal,0.65,5.0,medium,0.0,0.0,0.0,14.0,
00577,counting,How many truck objects are in this area?,1,truck,1,critical,0.82,3.0,medium,0.0,0.0,0.0,14.0,
00580,presence,Are there car objects in this area?,yes,car,4,normal,0.65,5.0,medium,0.0,0.0,0.0,4.0,positive
00580,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,4.0,negative
00580,counting,How many car objects are in this area?,4,car,4,normal,0.65,5.0,medium,0.0,0.0,0.0,4.0,
00583,presence,Are there car objects in this area?,yes,car,8,critical,0.82,3.0,medium,0.0,0.0,0.0,8.0,positive
00583,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,8.0,negative
00583,counting,How many car objects are in this area?,8,car,8,critical,0.82,3.0,medium,0.0,0.0,0.0,8.0,
00586,presence,Are there car objects in this area?,yes,car,6,normal,0.65,5.0,medium,0.0,0.0,0.0,6.0,positive
00586,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,6.0,negative
00586,counting,How many car objects are in this area?,6,car,6,normal,0.65,5.0,medium,0.0,0.0,0.0,6.0,
00589,presence,Are there car objects in this area?,yes,car,5,critical,0.82,3.0,medium,0.0,0.0,0.0,5.0,positive
00589,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,5.0,negative
00589,counting,How many car objects are in this area?,5,car,5,critical,0.82,3.0,medium,0.0,0.0,0.0,5.0,
00592,presence,Are there car objects in this area?,yes,car,24,normal,0.65,5.0,medium,0.0,0.0,0.0,25.0,positive
00592,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,25.0,negative
00592,counting,How many car objects are in this area?,24,car,24,normal,0.65,5.0,medium,0.0,0.0,0.0,25.0,
00592,counting,How many bus objects are in this area?,1,bus,1,critical,0.82,3.0,medium,0.0,0.0,0.0,25.0,
00595,presence,Are there car objects in this area?,yes,car,26,normal,0.65,5.0,medium,0.0,0.0,0.0,29.0,positive
00595,presence,Are there van objects in this area?,no,van,0,critical,0.82,3.0,medium,0.0,0.0,0.0,29.0,negative
00595,counting,How many car objects are in this area?,26,car,26,normal,0.65,5.0,medium,0.0,0.0,0.0,29.0,
