question_type,service_level,channel_bin,snr_bin,view_quality_bin,count_bucket,sample_count,expected_accuracy,wilson_low,wilson_high,avg_payload_bytes,inherited,simulator_derived
presence,1,medium,10dB,good,na,720,0.9,0.875919,0.919835,799.9,0,0
presence,1,medium,10dB,medium,na,1188,0.878788,0.858997,0.896137,825.5,0,0
presence,1,medium,10dB,poor,na,17415,0.688372,0.681452,0.695209,822.0,0,0
presence,1,medium,5dB,good,na,720,0.9,0.875919,0.919835,799.9,0,0
presence,1,medium,5dB,medium,na,1188,0.878788,0.858997,0.896137,825.4,0,0
presence,1,medium,5dB,poor,na,17415,0.688372,0.681452,0.695209,822.1,0,0
presence,2,bad,-5dB,good,na,720,0.833333,0.804357,0.858772,163579.6,0,0
presence,2,bad,-5dB,medium,na,1188,0.79798,0.774204,0.819835,170230.7,0,0
presence,2,bad,-5dB,poor,na,17415,0.696985,0.690117,0.703767,188942.0,0,0
presence,2,bad,0dB,good,na,720,0.9125,0.889609,0.931012,103620.8,0,0
presence,2,bad,0dB,medium,na,1188,0.818182,0.795235,0.839078,133279.5,0,0
presence,2,bad,0dB,poor,na,17415,0.729543,0.722896,0.73609,160549.8,0,0
presence,2,good,15dB,good,na,720,0.925,0.903424,0.942065,232461.5,0,0
presence,2,good,15dB,medium,na,1188,0.833333,0.811073,0.853444,239969.0,0,0
presence,2,good,15dB,poor,na,17415,0.751938,0.745468,0.758296,275769.6,0,0
presence,2,good,20dB,good,na,720,0.925,0.903424,0.942065,239423.4,0,0
presence,2,good,20dB,medium,na,1188,0.840909,0.819016,0.860605,248633.5,0,0
presence,2,good,20dB,poor,na,17415,0.754522,0.748074,0.760857,278892.1,0,0
presence,2,medium,10dB,good,na,720,0.925,0.903424,0.942065,218287.2,0,0
presence,2,medium,10dB,medium,na,1188,0.843434,0.821667,0.862988,225193.2,0,0
presence,2,medium,10dB,poor,na,17415,0.752627,0.746163,0.758979,243307.8,0,0
presence,2,medium,5dB,good,na,720,0.916667,0.894199,0.934711,161467.3,0,0
presence,2,medium,5dB,medium,na,1188,0.825758,0.803147,0.846268,170517.8,0,0
presence,2,medium,5dB,poor,na,17415,0.746253,0.739736,0.752661,186616.9,0,0
threshold,1,bad,-5dB,good,na,198,0.863636,0.808868,0.904563,955.0,0,0
threshold,1,bad,-5dB,medium,na,306,0.705882,0.65253,0.754129,985.6,0,0
threshold,1,bad,-5dB,poor,na,4428,0.592818,0.578273,0.607203,925.8,0,0
threshold,1,bad,0dB,good,na,198,0.863636,0.808868,0.904563,953.7,0,0
threshold,1,bad,0dB,medium,na,306,0.705882,0.65253,0.754129,986.1,0,0
threshold,1,bad,0dB,poor,na,4428,0.594173,0.579634,0.608549,925.4,0,0
threshold,1,good,15dB,good,na,198,0.863636,0.808868,0.904563,955.0,0,0
threshold,1,good,15dB,medium,na,306,0.705882,0.65253,0.754129,985.9,0,0
threshold,1,good,15dB,poor,na,4428,0.593496,0.578953,0.607876,925.0,0,0
threshold,1,good,20dB,good,na,198,0.863636,0.808868,0.904563,955.0,0,0
threshold,1,good,20dB,medium,na,306,0.705882,0.65253,0.754129,985.9,0,0
threshold,1,good,20dB,poor,na,4428,0.593496,0.578953,0.607876,925.0,0,0
threshold,1,medium,10dB,good,na,198,0.863636,0.808868,0.904563,955.0,0,0
threshold,1,medium,10dB,medium,na,306,0.705882,0.65253,0.754129,986.0,0,0
threshold,1,medium,10dB,poor,na,4428,0.593496,0.578953,0.607876,925.0,0,0
threshold,1,medium,5dB,good,na,198,0.863636,0.808868,0.904563,955.0,0,0
threshold,1,medium,5dB,medium,na,306,0.705882,0.65253,0.754129,985.4,0,0
threshold,1,medium,5dB,poor,na,4428,0.594173,0.579634,0.608549,925.1,0,0
threshold,2,bad,-5dB,good,na,198,0.712121,0.645489,0.770679,161841.0,0,0
threshold,2,bad,-5dB,medium,na,306,0.647059,0.591992,0.698479,173736.0,0,0
threshold,2,bad,-5dB,poor,na,4428,0.500678,0.485956,0.515398,189217.0,0,0
threshold,2,bad,0dB,good,na,198,0.772727,0.709489,0.825584,102340.8,0,0
threshold,2,bad,0dB,medium,na,306,0.666667,0.612069,0.717131,140231.8,0,0
threshold,2,bad,0dB,poor,na,4428,0.51355,0.498823,0.528254,161340.6,0,0
threshold,2,good,15dB,good,na,198,0.651515,0.582832,0.714431,229988.4,0,0
threshold,2,good,15dB,medium,na,306,0.509804,0.454018,0.565346,244674.7,0,0
threshold,2,good,15dB,poor,na,4428,0.477642,0.462955,0.492368,276246.6,0,0
threshold,2,good,20dB,good,na,198,0.742424,0.677305,0.798316,236439.2,0,0
threshold,2,good,20dB,medium,na,306,0.519608,0.463733,0.574997,256664.1,0,0
threshold,2,good,20dB,poor,na,4428,0.484417,0.469717,0.499145,279550.3,0,0
threshold,2,medium,10dB,good,na,198,0.787879,0.725735,0.839064,216618.3,0,0
threshold,2,medium,10dB,medium,na,306,0.637255,0.58199,0.689116,228047.2,0,0
threshold,2,medium,10dB,poor,na,4428,0.504743,0.490018,0.519459,243563.7,0,0
threshold,2,medium,5dB,good,na,198,0.818182,0.758572,0.86568,161137.4,0,0
threshold,2,medium,5dB,medium,na,306,0.598039,0.542216,0.651431,172181.8,0,0
threshold,2,medium,5dB,poor,na,4428,0.51355,0.498823,0.528254,186818.3,0,0
