channel,t_budget,snr_db,snr_bin,image_id,question,presence_polarity,ground_truth_answer,predicted_answer,normalized_prediction,correct,answer_confidence,payload_bytes,tokens_sent,model_name
rician,4,15,15dB,0000001_05499_d_0000010,Are there awning-tricycle objects in this area?,positive,yes,no,no,False,0.670896,695,4,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,4,20,20dB,0000001_05499_d_0000010,Are there awning-tricycle objects in this area?,positive,yes,no,no,False,0.684286,695,4,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,8,-5,-5dB,0000001_05499_d_0000010,Are there awning-tricycle objects in this area?,positive,yes,no,no,False,0.688526,695,8,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,8,0,0dB,0000001_05499_d_0000010,Are there awning-tricycle objects in this area?,positive,yes,no,no,False,0.703492,695,8,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,8,5,5dB,0000001_05499_d_0000010,Are there awning-tricycle objects in this area?,positive,yes,no,no,False,0.576743,695,8,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,8,10,10dB,0000001_05499_d_0000010,Are there awning-tricycle objects in this area?,positive,yes,no,no,False,0.628848,695,8,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,8,15,15dB,0000001_05499_d_0000010,Are there awning-tricycle objects in this area?,positive,yes,no,no,False,0.678757,695,8,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,8,20,20dB,0000001_05499_d_0000010,Are there awning-tricycle objects in this area?,positive,yes,no,no,False,0.689309,695,8,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,16,-5,-5dB,0000001_05499_d_0000010,Are there awning-tricycle objects in this area?,positive,yes,no,no,False,0.679153,698,16,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,16,0,0dB,0000001_05499_d_0000010,Are there awning-tricycle objects in this area?,positive,yes,no,no,False,0.654455,698,16,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,16,5,5dB,0000001_05499_d_0000010,Are there awning-tricycle objects in this area?,positive,yes,no,no,False,0.537993,698,16,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,16,10,10dB,0000001_05499_d_0000010,Are there awning-tricycle objects in this area?,positive,yes,no,no,False,0.567745,698,16,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,16,15,15dB,0000001_05499_d_0000010,Are there awning-tricycle objects in this area?,positive,yes,no,no,False,0.611394,698,16,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,16,20,20dB,0000001_05499_d_0000010,Are there awning-tricycle objects in this area?,positive,yes,no,no,False,0.619304,698,16,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,32,-5,-5dB,0000001_05499_d_0000010,Are there awning-tricycle objects in this area?,positive,yes,no,no,False,0.688053,698,32,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,32,0,0dB,0000001_05499_d_0000010,Are there awning-tricycle objects in this area?,positive,yes,no,no,False,0.684209,698,32,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,32,5,5dB,0000001_05499_d_0000010,Are there awning-tricycle objects in this area?,positive,yes,no,no,False,0.622565,698,32,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,32,10,10dB,0000001_05499_d_0000010,Are there awning-tricycle objects in this area?,positive,yes,no,no,False,0.648049,698,32,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,32,15,15dB,0000001_05499_d_0000010,Are there awning-tricycle objects in this area?,positive,yes,no,no,False,0.667886,698,32,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,32,20,20dB,0000001_05499_d_0000010,Are there awning-tricycle objects in this area?,positive,yes,no,no,False,0.650868,698,32,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,full,-5,-5dB,0000001_05499_d_0000010,Are there awning-tricycle objects in this area?,positive,yes,no,no,False,0.366039,797,90,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,full,0,0dB,0000001_05499_d_0000010,Are there awning-tricycle objects in this area?,positive,yes,no,no,False,0.357777,797,90,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,full,5,5dB,0000001_05499_d_0000010,Are there awning-tricycle objects in this area?,positive,yes,yes,yes,True,0.288778,797,90,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,full,10,10dB,0000001_05499_d_0000010,Are there awning-tricycle objects in this area?,positive,yes,no,no,False,0.279258,797,90,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,full,15,15dB,0000001_05499_d_0000010,Are there awning-tricycle objects in this area?,positive,yes,yes,yes,True,0.311948,797,90,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,full,20,20dB,0000001_05499_d_0000010,Are there awning-tricycle objects in this area?,positive,yes,no,no,False,0.309414,797,90,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,1,-5,-5dB,0000001_05499_d_0000010,Are there bus objects in this area?,negative,no,no,no,True,0.768408,682,1,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,1,0,0dB,0000001_05499_d_0000010,Are there bus objects in this area?,negative,no,no,no,True,0.754507,682,1,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,1,5,5dB,0000001_05499_d_0000010,Are there bus objects in this area?,negative,no,no,no,True,0.678236,682,1,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,1,10,10dB,0000001_05499_d_0000010,Are there bus objects in this area?,negative,no,no,no,True,0.698965,682,1,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,1,15,15dB,0000001_05499_d_0000010,Are there bus objects in this area?,negative,no,no,no,True,0.716318,682,1,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,1,20,20dB,0000001_05499_d_0000010,Are there bus objects in this area?,negative,no,no,no,True,0.730185,682,1,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,2,-5,-5dB,0000001_05499_d_0000010,Are there bus objects in this area?,negative,no,no,no,True,0.785370,683,2,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,2,0,0dB,0000001_05499_d_0000010,Are there bus objects in this area?,negative,no,no,no,True,0.771973,683,2,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,2,5,5dB,0000001_05499_d_0000010,Are there bus objects in this area?,negative,no,no,no,True,0.681100,683,2,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,2,10,10dB,0000001_05499_d_0000010,Are there bus objects in this area?,negative,no,no,no,True,0.682948,683,2,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,2,15,15dB,0000001_05499_d_0000010,Are there bus objects in this area?,negative,no,no,no,True,0.759363,683,2,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,2,20,20dB,0000001_05499_d_0000010,Are there bus objects in this area?,negative,no,no,no,True,0.753326,683,2,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,4,-5,-5dB,0000001_05499_d_0000010,Are there bus objects in this area?,negative,no,no,no,True,0.768393,683,4,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,4,0,0dB,0000001_05499_d_0000010,Are there bus objects in this area?,negative,no,no,no,True,0.768133,683,4,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,4,5,5dB,0000001_05499_d_0000010,Are there bus objects in this area?,negative,no,no,no,True,0.704237,683,4,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,4,10,10dB,0000001_05499_d_0000010,Are there bus objects in this area?,negative,no,no,no,True,0.725330,683,4,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,4,15,15dB,0000001_05499_d_0000010,Are there bus objects in this area?,negative,no,no,no,True,0.780118,683,4,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,4,20,20dB,0000001_05499_d_0000010,Are there bus objects in this area?,negative,no,no,no,True,0.753764,683,4,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,8,-5,-5dB,0000001_05499_d_0000010,Are there bus objects in this area?,negative,no,no,no,True,0.765388,683,8,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,8,0,0dB,0000001_05499_d_0000010,Are there bus objects in this area?,negative,no,no,no,True,0.774157,683,8,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,8,5,5dB,0000001_05499_d_0000010,Are there bus objects in this area?,negative,no,no,no,True,0.699510,683,8,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,8,10,10dB,0000001_05499_d_0000010,Are there bus objects in this area?,negative,no,no,no,True,0.746707,683,8,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,8,15,15dB,0000001_05499_d_0000010,Are there bus objects in this area?,negative,no,no,no,True,0.785360,683,8,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,8,20,20dB,0000001_05499_d_0000010,Are there bus objects in this area?,negative,no,no,no,True,0.771292,683,8,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,16,-5,-5dB,0000001_05499_d_0000010,Are there bus objects in this area?,negative,no,no,no,True,0.757509,686,16,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,16,0,0dB,0000001_05499_d_0000010,Are there bus objects in this area?,negative,no,no,no,True,0.769207,686,16,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,16,5,5dB,0000001_05499_d_0000010,Are there bus objects in this area?,negative,no,no,no,True,0.670060,686,16,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,16,10,10dB,0000001_05499_d_0000010,Are there bus objects in this area?,negative,no,no,no,True,0.695317,686,16,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,16,15,15dB,0000001_05499_d_0000010,Are there bus objects in this area?,negative,no,no,no,True,0.758173,686,16,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,16,20,20dB,0000001_05499_d_0000010,Are there bus objects in this area?,negative,no,no,no,True,0.722322,686,16,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,32,-5,-5dB,0000001_05499_d_0000010,Are there bus objects in this area?,negative,no,no,no,True,0.801015,686,32,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,32,0,0dB,0000001_05499_d_0000010,Are there bus objects in this area?,negative,no,no,no,True,0.789536,686,32,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,32,5,5dB,0000001_05499_d_0000010,Are there bus objects in this area?,negative,no,no,no,True,0.720374,686,32,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,32,10,10dB,0000001_05499_d_0000010,Are there bus objects in this area?,negative,no,no,no,True,0.724976,686,32,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,32,15,15dB,0000001_05499_d_0000010,Are there bus objects in this area?,negative,no,no,no,True,0.769778,686,32,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,32,20,20dB,0000001_05499_d_0000010,Are there bus objects in this area?,negative,no,no,no,True,0.753070,686,32,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,full,-5,-5dB,0000001_05499_d_0000010,Are there bus objects in this area?,negative,no,no,no,True,0.731977,735,90,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,full,0,0dB,0000001_05499_d_0000010,Are there bus objects in this area?,negative,no,no,no,True,0.759410,735,90,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,full,5,5dB,0000001_05499_d_0000010,Are there bus objects in this area?,negative,no,no,no,True,0.606987,735,90,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,full,10,10dB,0000001_05499_d_0000010,Are there bus objects in this area?,negative,no,no,no,True,0.686719,735,90,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,full,15,15dB,0000001_05499_d_0000010,Are there bus objects in this area?,negative,no,no,no,True,0.727391,735,90,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,full,20,20dB,0000001_05499_d_0000010,Are there bus objects in this area?,negative,no,no,no,True,0.701836,735,90,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,1,-5,-5dB,0000001_05499_d_0000010,Are there bicycle objects in this area?,positive,yes,no,no,False,0.787390,686,1,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,1,0,0dB,0000001_05499_d_0000010,Are there bicycle objects in this area?,positive,yes,no,no,False,0.754638,686,1,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,1,5,5dB,0000001_05499_d_0000010,Are there bicycle objects in this area?,positive,yes,no,no,False,0.705393,686,1,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,1,10,10dB,0000001_05499_d_0000010,Are there bicycle objects in this area?,positive,yes,no,no,False,0.721626,686,1,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,1,15,15dB,0000001_05499_d_0000010,Are there bicycle objects in this area?,positive,yes,no,no,False,0.782277,686,1,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,1,20,20dB,0000001_05499_d_0000010,Are there bicycle objects in this area?,positive,yes,no,no,False,0.721803,686,1,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,2,-5,-5dB,0000001_05499_d_0000010,Are there bicycle objects in this area?,positive,yes,no,no,False,0.806824,687,2,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,2,0,0dB,0000001_05499_d_0000010,Are there bicycle objects in this area?,positive,yes,no,no,False,0.794983,687,2,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,2,5,5dB,0000001_05499_d_0000010,Are there bicycle objects in this area?,positive,yes,no,no,False,0.731767,687,2,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,2,10,10dB,0000001_05499_d_0000010,Are there bicycle objects in this area?,positive,yes,no,no,False,0.734664,687,2,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,2,15,15dB,0000001_05499_d_0000010,Are there bicycle objects in this area?,positive,yes,no,no,False,0.801408,687,2,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,2,20,20dB,0000001_05499_d_0000010,Are there bicycle objects in this area?,positive,yes,no,no,False,0.760553,687,2,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,4,-5,-5dB,0000001_05499_d_0000010,Are there bicycle objects in this area?,positive,yes,no,no,False,0.821779,687,4,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,4,0,0dB,0000001_05499_d_0000010,Are there bicycle objects in this area?,positive,yes,no,no,False,0.794913,687,4,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,4,5,5dB,0000001_05499_d_0000010,Are there bicycle objects in this area?,positive,yes,no,no,False,0.713021,687,4,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,4,10,10dB,0000001_05499_d_0000010,Are there bicycle objects in this area?,positive,yes,no,no,False,0.771662,687,4,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,4,15,15dB,0000001_05499_d_0000010,Are there bicycle objects in this area?,positive,yes,no,no,False,0.785561,687,4,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,4,20,20dB,0000001_05499_d_0000010,Are there bicycle objects in this area?,positive,yes,no,no,False,0.786845,687,4,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,8,-5,-5dB,0000001_05499_d_0000010,Are there bicycle objects in this area?,positive,yes,no,no,False,0.802028,687,8,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,8,0,0dB,0000001_05499_d_0000010,Are there bicycle objects in this area?,positive,yes,no,no,False,0.828986,687,8,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,8,5,5dB,0000001_05499_d_0000010,Are there bicycle objects in this area?,positive,yes,no,no,False,0.710949,687,8,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,8,10,10dB,0000001_05499_d_0000010,Are there bicycle objects in this area?,positive,yes,no,no,False,0.770036,687,8,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,8,15,15dB,0000001_05499_d_0000010,Are there bicycle objects in this area?,positive,yes,no,no,False,0.820783,687,8,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,8,20,20dB,0000001_05499_d_0000010,Are there bicycle objects in this area?,positive,yes,no,no,False,0.773681,687,8,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,16,-5,-5dB,0000001_05499_d_0000010,Are there bicycle objects in this area?,positive,yes,no,no,False,0.767113,690,16,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,16,0,0dB,0000001_05499_d_0000010,Are there bicycle objects in this area?,positive,yes,no,no,False,0.777903,690,16,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,16,5,5dB,0000001_05499_d_0000010,Are there bicycle objects in this area?,positive,yes,no,no,False,0.679555,690,16,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,16,10,10dB,0000001_05499_d_0000010,Are there bicycle objects in this area?,positive,yes,no,no,False,0.701567,690,16,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,16,15,15dB,0000001_05499_d_0000010,Are there bicycle objects in this area?,positive,yes,no,no,False,0.765236,690,16,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,16,20,20dB,0000001_05499_d_0000010,Are there bicycle objects in this area?,positive,yes,no,no,False,0.749954,690,16,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,32,-5,-5dB,0000001_05499_d_0000010,Are there bicycle objects in this area?,positive,yes,no,no,False,0.817556,690,32,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,32,0,0dB,0000001_05499_d_0000010,Are there bicycle objects in this area?,positive,yes,no,no,False,0.825953,690,32,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,32,5,5dB,0000001_05499_d_0000010,Are there bicycle objects in this area?,positive,yes,no,no,False,0.750186,690,32,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,32,10,10dB,0000001_05499_d_0000010,Are there bicycle objects in this area?,positive,yes,no,no,False,0.754884,690,32,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
