image_id,question_type,question_orig,paraphrase_id,template_id,question_para,ground_truth_answer,target_class,target_class_b,threshold_n,snr_bin,channel_bin,payload_bytes,evidence_repr,degraded_image_path,orig_symbolic_correct,orig_raw_decoder_correct,orig_decoder_mode,orig_vlm_image_correct
0000277_00001_d_0000539,presence,Are there bicycle objects in this area?,2,P3,Does this area contain any bicycle objects?,yes,bicycle,,,5dB,medium,738,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000277_00001_d_0000539
question_type: presence
target_class: bicycle
detector_target_count: 0
detector_total_count: 72
detector_counts_by_class: bus:1, car:57, motor:3, pedestrian:5, people:5, truck:1
target_mean_confidence: 0.000
target_top_confidence: 0.000
target_box_area_sum: 0
all_box_area_sum: 97213
density_hint: none
top_target_boxes: no target boxes detected
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000277_00001_d_0000539_5dB.jpg,False,False,v1_7_direct_calibrated,True
0000280_00601_d_0000615,presence,Are there bicycle objects in this area?,1,P4,Any sign of bicycle in this view?,yes,bicycle,,,5dB,medium,729,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000280_00601_d_0000615
question_type: presence
target_class: bicycle
detector_target_count: 0
detector_total_count: 31
detector_counts_by_class: car:17, motor:6, pedestrian:1, people:4, van:3
target_mean_confidence: 0.000
target_top_confidence: 0.000
target_box_area_sum: 0
all_box_area_sum: 68926
density_hint: none
top_target_boxes: no target boxes detected
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000280_00601_d_0000615_5dB.jpg,False,False,v1_7_direct_calibrated,True
0000280_00601_d_0000615,presence,Are there bicycle objects in this area?,2,P3,Does this area contain any bicycle objects?,yes,bicycle,,,5dB,medium,729,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000280_00601_d_0000615
question_type: presence
target_class: bicycle
detector_target_count: 0
detector_total_count: 31
detector_counts_by_class: car:17, motor:6, pedestrian:1, people:4, van:3
target_mean_confidence: 0.000
target_top_confidence: 0.000
target_box_area_sum: 0
all_box_area_sum: 68926
density_hint: none
top_target_boxes: no target boxes detected
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000280_00601_d_0000615_5dB.jpg,False,False,v1_7_direct_calibrated,True
0000280_00801_d_0000616,presence,Are there bus objects in this area?,1,P2,Can you spot any bus here?,yes,bus,,,5dB,medium,736,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000280_00801_d_0000616
question_type: presence
target_class: bus
detector_target_count: 0
detector_total_count: 45
detector_counts_by_class: bicycle:1, car:30, motor:6, pedestrian:2, people:5, van:1
target_mean_confidence: 0.000
target_top_confidence: 0.000
target_box_area_sum: 0
all_box_area_sum: 54775
density_hint: none
top_target_boxes: no target boxes detected
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000280_00801_d_0000616_5dB.jpg,False,False,v1_7_direct_calibrated,False
0000280_00801_d_0000616,presence,Are there bus objects in this area?,2,P5,Tell me whether bus objects appear in this area.,yes,bus,,,5dB,medium,736,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000280_00801_d_0000616
question_type: presence
target_class: bus
detector_target_count: 0
detector_total_count: 45
detector_counts_by_class: bicycle:1, car:30, motor:6, pedestrian:2, people:5, van:1
target_mean_confidence: 0.000
target_top_confidence: 0.000
target_box_area_sum: 0
all_box_area_sum: 54775
density_hint: none
top_target_boxes: no target boxes detected
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000280_00801_d_0000616_5dB.jpg,False,False,v1_7_direct_calibrated,False
0000280_01401_d_0000619,presence,Are there bus objects in this area?,1,P1,Is there any bus in this scene?,yes,bus,,,5dB,medium,738,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000280_01401_d_0000619
question_type: presence
target_class: bus
detector_target_count: 0
detector_total_count: 54
detector_counts_by_class: car:41, motor:1, pedestrian:7, people:2, tricycle:1, van:2
target_mean_confidence: 0.000
target_top_confidence: 0.000
target_box_area_sum: 0
all_box_area_sum: 159249
density_hint: none
top_target_boxes: no target boxes detected
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000280_01401_d_0000619_5dB.jpg,False,False,v1_7_direct_calibrated,False
0000280_01401_d_0000619,presence,Are there bus objects in this area?,2,P6,bus -- present in this scene or not?,yes,bus,,,5dB,medium,738,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000280_01401_d_0000619
question_type: presence
target_class: bus
detector_target_count: 0
detector_total_count: 54
detector_counts_by_class: car:41, motor:1, pedestrian:7, people:2, tricycle:1, van:2
target_mean_confidence: 0.000
target_top_confidence: 0.000
target_box_area_sum: 0
all_box_area_sum: 159249
density_hint: none
top_target_boxes: no target boxes detected
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000280_01401_d_0000619_5dB.jpg,False,False,v1_7_direct_calibrated,False
0000280_02801_d_0000626,presence,Are there bus objects in this area?,1,P2,Can you spot any bus here?,yes,bus,,,5dB,medium,716,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000280_02801_d_0000626
question_type: presence
target_class: bus
detector_target_count: 0
detector_total_count: 38
detector_counts_by_class: bicycle:1, car:28, motor:3, people:6
target_mean_confidence: 0.000
target_top_confidence: 0.000
target_box_area_sum: 0
all_box_area_sum: 130615
density_hint: none
top_target_boxes: no target boxes detected
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000280_02801_d_0000626_5dB.jpg,False,False,v1_7_direct_calibrated,False
0000280_02801_d_0000626,presence,Are there bus objects in this area?,2,P6,bus -- present in this scene or not?,yes,bus,,,5dB,medium,716,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000280_02801_d_0000626
question_type: presence
target_class: bus
detector_target_count: 0
detector_total_count: 38
detector_counts_by_class: bicycle:1, car:28, motor:3, people:6
target_mean_confidence: 0.000
target_top_confidence: 0.000
target_box_area_sum: 0
all_box_area_sum: 130615
density_hint: none
top_target_boxes: no target boxes detected
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000280_02801_d_0000626_5dB.jpg,False,False,v1_7_direct_calibrated,False
0000287_00001_d_0000759,presence,Are there tricycle objects in this area?,1,P4,Any sign of tricycle in this view?,no,tricycle,,,5dB,medium,730,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000287_00001_d_0000759
question_type: presence
target_class: tricycle
detector_target_count: 0
detector_total_count: 42
detector_counts_by_class: car:37, motor:2, pedestrian:1, people:1, van:1
target_mean_confidence: 0.000
target_top_confidence: 0.000
target_box_area_sum: 0
all_box_area_sum: 66985
density_hint: none
top_target_boxes: no target boxes detected
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000287_00001_d_0000759_5dB.jpg,True,True,v1_7_direct_calibrated,True
0000287_00001_d_0000759,presence,Are there tricycle objects in this area?,2,P6,tricycle -- present in this scene or not?,no,tricycle,,,5dB,medium,730,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000287_00001_d_0000759
question_type: presence
target_class: tricycle
detector_target_count: 0
detector_total_count: 42
detector_counts_by_class: car:37, motor:2, pedestrian:1, people:1, van:1
target_mean_confidence: 0.000
target_top_confidence: 0.000
target_box_area_sum: 0
all_box_area_sum: 66985
density_hint: none
top_target_boxes: no target boxes detected
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000287_00001_d_0000759_5dB.jpg,True,True,v1_7_direct_calibrated,True
0000287_01201_d_0000765,presence,Are there bicycle objects in this area?,1,P1,Is there any bicycle in this scene?,yes,bicycle,,,5dB,medium,728,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000287_01201_d_0000765
question_type: presence
target_class: bicycle
detector_target_count: 0
detector_total_count: 49
detector_counts_by_class: car:38, motor:4, pedestrian:5, truck:1, van:1
target_mean_confidence: 0.000
target_top_confidence: 0.000
target_box_area_sum: 0
all_box_area_sum: 95057
density_hint: none
top_target_boxes: no target boxes detected
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000287_01201_d_0000765_5dB.jpg,False,False,v1_7_direct_calibrated,True
0000287_01201_d_0000765,presence,Are there bicycle objects in this area?,2,P6,bicycle -- present in this scene or not?,yes,bicycle,,,5dB,medium,728,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000287_01201_d_0000765
question_type: presence
target_class: bicycle
detector_target_count: 0
detector_total_count: 49
detector_counts_by_class: car:38, motor:4, pedestrian:5, truck:1, van:1
target_mean_confidence: 0.000
target_top_confidence: 0.000
target_box_area_sum: 0
all_box_area_sum: 95057
density_hint: none
top_target_boxes: no target boxes detected
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000287_01201_d_0000765_5dB.jpg,False,False,v1_7_direct_calibrated,True
0000287_01401_d_0000766,presence,Are there awning-tricycle objects in this area?,1,P2,Can you spot any awning-tricycle here?,no,awning-tricycle,,,5dB,medium,748,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000287_01401_d_0000766
question_type: presence
target_class: awning-tricycle
detector_target_count: 0
detector_total_count: 43
detector_counts_by_class: bicycle:1, car:32, motor:4, pedestrian:1, people:2, van:3
target_mean_confidence: 0.000
target_top_confidence: 0.000
target_box_area_sum: 0
all_box_area_sum: 90392
density_hint: none
top_target_boxes: no target boxes detected
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000287_01401_d_0000766_5dB.jpg,True,True,v1_7_direct_calibrated,True
0000287_01401_d_0000766,presence,Are there awning-tricycle objects in this area?,2,P6,awning-tricycle -- present in this scene or not?,no,awning-tricycle,,,5dB,medium,748,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000287_01401_d_0000766
question_type: presence
target_class: awning-tricycle
detector_target_count: 0
detector_total_count: 43
detector_counts_by_class: bicycle:1, car:32, motor:4, pedestrian:1, people:2, van:3
target_mean_confidence: 0.000
target_top_confidence: 0.000
target_box_area_sum: 0
all_box_area_sum: 90392
density_hint: none
top_target_boxes: no target boxes detected
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000287_01401_d_0000766_5dB.jpg,True,True,v1_7_direct_calibrated,True
0000287_01401_d_0000766,presence,Are there car objects in this area?,1,P6,car -- present in this scene or not?,yes,car,,,5dB,medium,1246,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000287_01401_d_0000766
question_type: presence
target_class: car
detector_target_count: 32
detector_total_count: 43
detector_counts_by_class: bicycle:1, car:32, motor:4, pedestrian:1, people:2, van:3
target_mean_confidence: 0.524
target_top_confidence: 0.884
target_box_area_sum: 62550
all_box_area_sum: 90392
density_hint: very dense target detections
top_target_boxes: car(x=317, y=599, w=99, h=82, conf=0.88); car(x=274, y=551, w=78, h=75, conf=0.87); car(x=168, y=639, w=104, h=112, conf=0.83); car(x=496, y=408, w=43, h=34, conf=0.82); car(x=706, y=361, w=27, h=26, conf=0.81); car(x=430, y=417, w=37, h=35, conf=0.78); car(x=587, y=397, w=32, h=35, conf=0.78); car(x=812, y=509, w=53, h=47, conf=0.72); car(x=436, y=380, w=62, h=29, conf=0.69); car(x=403, y=447, w=47, h=38, conf=0.60); car(x=216, y=495, w=122, h=50, conf=0.60); car(x=470, y=356, w=51, h=22, conf=0.60)
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000287_01401_d_0000766_5dB.jpg,True,True,v1_7_direct_calibrated,True
0000287_01401_d_0000766,presence,Are there car objects in this area?,2,P5,Tell me whether car objects appear in this area.,yes,car,,,5dB,medium,1246,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000287_01401_d_0000766
question_type: presence
target_class: car
detector_target_count: 32
detector_total_count: 43
detector_counts_by_class: bicycle:1, car:32, motor:4, pedestrian:1, people:2, van:3
target_mean_confidence: 0.524
target_top_confidence: 0.884
target_box_area_sum: 62550
all_box_area_sum: 90392
density_hint: very dense target detections
top_target_boxes: car(x=317, y=599, w=99, h=82, conf=0.88); car(x=274, y=551, w=78, h=75, conf=0.87); car(x=168, y=639, w=104, h=112, conf=0.83); car(x=496, y=408, w=43, h=34, conf=0.82); car(x=706, y=361, w=27, h=26, conf=0.81); car(x=430, y=417, w=37, h=35, conf=0.78); car(x=587, y=397, w=32, h=35, conf=0.78); car(x=812, y=509, w=53, h=47, conf=0.72); car(x=436, y=380, w=62, h=29, conf=0.69); car(x=403, y=447, w=47, h=38, conf=0.60); car(x=216, y=495, w=122, h=50, conf=0.60); car(x=470, y=356, w=51, h=22, conf=0.60)
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000287_01401_d_0000766_5dB.jpg,True,True,v1_7_direct_calibrated,True
0000287_02001_d_0000769,presence,Are there awning-tricycle objects in this area?,1,P2,Can you spot any awning-tricycle here?,no,awning-tricycle,,,5dB,medium,727,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000287_02001_d_0000769
question_type: presence
target_class: awning-tricycle
detector_target_count: 0
detector_total_count: 32
detector_counts_by_class: car:21, pedestrian:8, truck:1, van:2
target_mean_confidence: 0.000
target_top_confidence: 0.000
target_box_area_sum: 0
all_box_area_sum: 99247
density_hint: none
top_target_boxes: no target boxes detected
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000287_02001_d_0000769_5dB.jpg,True,True,v1_7_direct_calibrated,True
0000287_02001_d_0000769,presence,Are there awning-tricycle objects in this area?,2,P6,awning-tricycle -- present in this scene or not?,no,awning-tricycle,,,5dB,medium,727,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000287_02001_d_0000769
question_type: presence
target_class: awning-tricycle
detector_target_count: 0
detector_total_count: 32
detector_counts_by_class: car:21, pedestrian:8, truck:1, van:2
target_mean_confidence: 0.000
target_top_confidence: 0.000
target_box_area_sum: 0
all_box_area_sum: 99247
density_hint: none
top_target_boxes: no target boxes detected
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000287_02001_d_0000769_5dB.jpg,True,True,v1_7_direct_calibrated,True
0000289_01001_d_0000816,presence,Are there bus objects in this area?,1,P4,Any sign of bus in this view?,no,bus,,,5dB,medium,708,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000289_01001_d_0000816
question_type: presence
target_class: bus
detector_target_count: 0
detector_total_count: 26
detector_counts_by_class: car:16, motor:7, pedestrian:3
target_mean_confidence: 0.000
target_top_confidence: 0.000
target_box_area_sum: 0
all_box_area_sum: 91092
density_hint: none
top_target_boxes: no target boxes detected
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000289_01001_d_0000816_5dB.jpg,True,True,v1_7_direct_calibrated,True
0000289_01001_d_0000816,presence,Are there bus objects in this area?,2,P6,bus -- present in this scene or not?,no,bus,,,5dB,medium,708,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000289_01001_d_0000816
question_type: presence
target_class: bus
detector_target_count: 0
detector_total_count: 26
detector_counts_by_class: car:16, motor:7, pedestrian:3
target_mean_confidence: 0.000
target_top_confidence: 0.000
target_box_area_sum: 0
all_box_area_sum: 91092
density_hint: none
top_target_boxes: no target boxes detected
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000289_01001_d_0000816_5dB.jpg,True,True,v1_7_direct_calibrated,True
0000289_02201_d_0000822,presence,Are there awning-tricycle objects in this area?,1,P2,Can you spot any awning-tricycle here?,no,awning-tricycle,,,5dB,medium,739,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000289_02201_d_0000822
question_type: presence
target_class: awning-tricycle
detector_target_count: 0
detector_total_count: 28
detector_counts_by_class: bicycle:1, car:11, motor:6, pedestrian:9, van:1
target_mean_confidence: 0.000
target_top_confidence: 0.000
target_box_area_sum: 0
all_box_area_sum: 216975
density_hint: none
top_target_boxes: no target boxes detected
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000289_02201_d_0000822_5dB.jpg,True,True,v1_7_direct_calibrated,True
0000289_02201_d_0000822,presence,Are there awning-tricycle objects in this area?,2,P1,Is there any awning-tricycle in this scene?,no,awning-tricycle,,,5dB,medium,739,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000289_02201_d_0000822
question_type: presence
target_class: awning-tricycle
detector_target_count: 0
detector_total_count: 28
detector_counts_by_class: bicycle:1, car:11, motor:6, pedestrian:9, van:1
target_mean_confidence: 0.000
target_top_confidence: 0.000
target_box_area_sum: 0
all_box_area_sum: 216975
density_hint: none
top_target_boxes: no target boxes detected
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000289_02201_d_0000822_5dB.jpg,True,True,v1_7_direct_calibrated,True
0000289_04601_d_0000834,presence,Are there bus objects in this area?,1,P1,Is there any bus in this scene?,no,bus,,,5dB,medium,751,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000289_04601_d_0000834
question_type: presence
target_class: bus
detector_target_count: 0
detector_total_count: 73
detector_counts_by_class: bicycle:2, car:18, motor:10, pedestrian:33, people:4, tricycle:1, van:5
target_mean_confidence: 0.000
target_top_confidence: 0.000
target_box_area_sum: 0
all_box_area_sum: 168595
density_hint: none
top_target_boxes: no target boxes detected
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000289_04601_d_0000834_5dB.jpg,True,True,v1_7_direct_calibrated,True
0000289_04601_d_0000834,presence,Are there bus objects in this area?,2,P3,Does this area contain any bus objects?,no,bus,,,5dB,medium,751,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000289_04601_d_0000834
question_type: presence
target_class: bus
detector_target_count: 0
detector_total_count: 73
detector_counts_by_class: bicycle:2, car:18, motor:10, pedestrian:33, people:4, tricycle:1, van:5
target_mean_confidence: 0.000
target_top_confidence: 0.000
target_box_area_sum: 0
all_box_area_sum: 168595
density_hint: none
top_target_boxes: no target boxes detected
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000289_04601_d_0000834_5dB.jpg,True,True,v1_7_direct_calibrated,True
0000289_04601_d_0000834,presence,Are there tricycle objects in this area?,1,P6,tricycle -- present in this scene or not?,no,tricycle,,,5dB,medium,797,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000289_04601_d_0000834
question_type: presence
target_class: tricycle
detector_target_count: 1
detector_total_count: 73
detector_counts_by_class: bicycle:2, car:18, motor:10, pedestrian:33, people:4, tricycle:1, van:5
target_mean_confidence: 0.257
target_top_confidence: 0.257
target_box_area_sum: 4071
all_box_area_sum: 168595
density_hint: few target detections
top_target_boxes: tricycle(x=517, y=405, w=69, h=59, conf=0.26)
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000289_04601_d_0000834_5dB.jpg,False,False,v1_7_direct_calibrated,False
0000289_04601_d_0000834,presence,Are there tricycle objects in this area?,2,P3,Does this area contain any tricycle objects?,no,tricycle,,,5dB,medium,797,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000289_04601_d_0000834
question_type: presence
target_class: tricycle
detector_target_count: 1
detector_total_count: 73
detector_counts_by_class: bicycle:2, car:18, motor:10, pedestrian:33, people:4, tricycle:1, van:5
target_mean_confidence: 0.257
target_top_confidence: 0.257
target_box_area_sum: 4071
all_box_area_sum: 168595
density_hint: few target detections
top_target_boxes: tricycle(x=517, y=405, w=69, h=59, conf=0.26)
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000289_04601_d_0000834_5dB.jpg,False,False,v1_7_direct_calibrated,False
0000289_06601_d_0000844,presence,Are there bus objects in this area?,1,P6,bus -- present in this scene or not?,no,bus,,,5dB,medium,718,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000289_06601_d_0000844
question_type: presence
target_class: bus
detector_target_count: 0
detector_total_count: 40
detector_counts_by_class: bicycle:1, car:31, pedestrian:6, van:2
target_mean_confidence: 0.000
target_top_confidence: 0.000
target_box_area_sum: 0
all_box_area_sum: 164302
density_hint: none
top_target_boxes: no target boxes detected
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000289_06601_d_0000844_5dB.jpg,True,True,v1_7_direct_calibrated,True
0000289_06601_d_0000844,presence,Are there bus objects in this area?,2,P5,Tell me whether bus objects appear in this area.,no,bus,,,5dB,medium,718,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000289_06601_d_0000844
question_type: presence
target_class: bus
detector_target_count: 0
detector_total_count: 40
detector_counts_by_class: bicycle:1, car:31, pedestrian:6, van:2
target_mean_confidence: 0.000
target_top_confidence: 0.000
target_box_area_sum: 0
all_box_area_sum: 164302
density_hint: none
top_target_boxes: no target boxes detected
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000289_06601_d_0000844_5dB.jpg,True,True,v1_7_direct_calibrated,True
0000291_00401_d_0000870,presence,Are there awning-tricycle objects in this area?,1,P3,Does this area contain any awning-tricycle objects?,no,awning-tricycle,,,5dB,medium,757,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000291_00401_d_0000870
question_type: presence
target_class: awning-tricycle
detector_target_count: 0
detector_total_count: 54
detector_counts_by_class: bus:1, car:30, motor:12, pedestrian:3, people:2, tricycle:1, van:5
target_mean_confidence: 0.000
target_top_confidence: 0.000
target_box_area_sum: 0
all_box_area_sum: 96892
density_hint: none
top_target_boxes: no target boxes detected
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000291_00401_d_0000870_5dB.jpg,True,True,v1_7_direct_calibrated,False
