image_id,channel_bin,view_quality_bin,target_class,gt_count,detector_target_count,transmitted_detector_count,calibrated_detector_count,abs_detector_count_error,question,ground_truth_answer,predicted_answer,correct
0000194_00000_d_0000119,medium,poor,car,13,11,9,9,2,How many car objects are in this area?,13,9,False
0000194_00000_d_0000119,medium,poor,car,13,11,9,9,2,How many car objects are in this area?,13,9,False
0000194_00000_d_0000119,good,poor,car,13,11,11,11,2,How many car objects are in this area?,13,11,False
0000194_00000_d_0000119,good,poor,car,13,11,11,11,2,How many car objects are in this area?,13,11,False
0000194_00000_d_0000119,good,poor,car,13,11,11,11,2,How many car objects are in this area?,13,11,False
0000194_00200_d_0000120,bad,poor,awning-tricycle,9,0,0,0,9,How many awning-tricycle objects are in this area?,9,0,False
0000194_00200_d_0000120,bad,poor,awning-tricycle,9,0,0,0,9,How many awning-tricycle objects are in this area?,9,0,False
0000194_00200_d_0000120,bad,poor,awning-tricycle,9,0,0,0,9,How many awning-tricycle objects are in this area?,9,0,False
0000194_00200_d_0000120,medium,poor,awning-tricycle,9,0,0,0,9,How many awning-tricycle objects are in this area?,9,0,False
0000194_00200_d_0000120,medium,poor,awning-tricycle,9,0,0,0,9,How many awning-tricycle objects are in this area?,9,0,False
0000194_00200_d_0000120,medium,poor,awning-tricycle,9,0,0,0,9,How many awning-tricycle objects are in this area?,9,0,False
0000194_00200_d_0000120,good,poor,awning-tricycle,9,0,0,0,9,How many awning-tricycle objects are in this area?,9,0,False
0000194_00200_d_0000120,good,poor,awning-tricycle,9,0,0,0,9,How many awning-tricycle objects are in this area?,9,0,False
0000194_00200_d_0000120,good,poor,awning-tricycle,9,0,0,0,9,How many awning-tricycle objects are in this area?,9,0,False
0000194_00399_d_0000121,bad,poor,awning-tricycle,3,1,0,0,2,How many awning-tricycle objects are in this area?,3,0,False
0000194_00399_d_0000121,bad,poor,awning-tricycle,3,1,0,0,2,How many awning-tricycle objects are in this area?,3,0,False
0000194_00399_d_0000121,bad,poor,awning-tricycle,3,1,0,0,2,How many awning-tricycle objects are in this area?,3,0,False
0000194_00399_d_0000121,medium,poor,awning-tricycle,3,1,1,1,2,How many awning-tricycle objects are in this area?,3,1,False
0000194_00399_d_0000121,medium,poor,awning-tricycle,3,1,1,1,2,How many awning-tricycle objects are in this area?,3,1,False
0000194_00399_d_0000121,medium,poor,awning-tricycle,3,1,1,1,2,How many awning-tricycle objects are in this area?,3,1,False
0000194_00399_d_0000121,good,poor,awning-tricycle,3,1,1,1,2,How many awning-tricycle objects are in this area?,3,1,False
0000194_00399_d_0000121,good,poor,awning-tricycle,3,1,1,1,2,How many awning-tricycle objects are in this area?,3,1,False
0000194_00399_d_0000121,good,poor,awning-tricycle,3,1,1,1,2,How many awning-tricycle objects are in this area?,3,1,False
0000194_00625_d_0000122,bad,poor,awning-tricycle,2,1,0,0,1,How many awning-tricycle objects are in this area?,2,0,False
0000194_00625_d_0000122,bad,poor,awning-tricycle,2,1,0,0,1,How many awning-tricycle objects are in this area?,2,0,False
0000194_00625_d_0000122,bad,poor,awning-tricycle,2,1,0,0,1,How many awning-tricycle objects are in this area?,2,0,False
0000194_00625_d_0000122,medium,poor,awning-tricycle,2,1,0,0,1,How many awning-tricycle objects are in this area?,2,0,False
0000194_00625_d_0000122,medium,poor,awning-tricycle,2,1,0,0,1,How many awning-tricycle objects are in this area?,2,0,False
0000194_00625_d_0000122,medium,poor,awning-tricycle,2,1,0,0,1,How many awning-tricycle objects are in this area?,2,0,False
0000194_00800_d_0000123,bad,poor,car,3,11,8,19,8,How many car objects are in this area?,3,19,False
0000194_00800_d_0000123,bad,poor,car,3,11,8,19,8,How many car objects are in this area?,3,19,False
0000194_00800_d_0000123,bad,poor,car,3,11,8,19,8,How many car objects are in this area?,3,19,False
0000194_00800_d_0000123,medium,poor,car,3,11,11,11,8,How many car objects are in this area?,3,11,False
0000194_00800_d_0000123,medium,poor,car,3,11,11,11,8,How many car objects are in this area?,3,11,False
0000194_00800_d_0000123,medium,poor,car,3,11,11,11,8,How many car objects are in this area?,3,11,False
0000194_00800_d_0000123,good,poor,car,3,11,11,11,8,How many car objects are in this area?,3,11,False
0000194_00800_d_0000123,good,poor,car,3,11,11,11,8,How many car objects are in this area?,3,11,False
0000194_00800_d_0000123,good,poor,car,3,11,11,11,8,How many car objects are in this area?,3,11,False
0000194_00800_d_0000123,bad,poor,motor,15,7,2,2,8,How many motor objects are in this area?,15,2,False
0000194_00800_d_0000123,bad,poor,motor,15,7,2,2,8,How many motor objects are in this area?,15,2,False
0000194_00800_d_0000123,bad,poor,motor,15,7,2,2,8,How many motor objects are in this area?,15,2,False
0000194_00800_d_0000123,medium,poor,motor,15,7,6,6,8,How many motor objects are in this area?,15,6,False
0000194_00800_d_0000123,medium,poor,motor,15,7,6,6,8,How many motor objects are in this area?,15,6,False
0000194_00800_d_0000123,medium,poor,motor,15,7,6,6,8,How many motor objects are in this area?,15,6,False
0000194_00998_d_0000124,bad,poor,car,4,6,1,1,2,How many car objects are in this area?,4,1,False
0000194_00998_d_0000124,bad,poor,car,4,6,1,1,2,How many car objects are in this area?,4,1,False
0000194_00998_d_0000124,bad,poor,car,4,6,1,1,2,How many car objects are in this area?,4,1,False
0000194_00998_d_0000124,medium,poor,car,4,6,6,6,2,How many car objects are in this area?,4,6,False
0000194_00998_d_0000124,medium,poor,car,4,6,6,6,2,How many car objects are in this area?,4,6,False
0000194_00998_d_0000124,medium,poor,car,4,6,6,6,2,How many car objects are in this area?,4,6,False
0000194_00998_d_0000124,good,poor,car,4,6,6,6,2,How many car objects are in this area?,4,6,False
0000194_00998_d_0000124,good,poor,car,4,6,6,6,2,How many car objects are in this area?,4,6,False
0000194_00998_d_0000124,good,poor,car,4,6,6,6,2,How many car objects are in this area?,4,6,False
0000194_00998_d_0000124,bad,poor,motor,19,10,3,12,9,How many motor objects are in this area?,19,12,False
0000194_00998_d_0000124,bad,poor,motor,19,10,3,12,9,How many motor objects are in this area?,19,12,False
0000194_00998_d_0000124,bad,poor,motor,19,10,3,12,9,How many motor objects are in this area?,19,12,False
0000194_00998_d_0000124,medium,poor,motor,19,10,9,9,9,How many motor objects are in this area?,19,9,False
0000194_00998_d_0000124,medium,poor,motor,19,10,9,9,9,How many motor objects are in this area?,19,9,False
0000194_00998_d_0000124,medium,poor,motor,19,10,9,9,9,How many motor objects are in this area?,19,9,False
0000194_01192_d_0000125,bad,poor,car,5,5,3,7,0,How many car objects are in this area?,5,7,False
0000194_01192_d_0000125,bad,poor,car,5,5,3,7,0,How many car objects are in this area?,5,7,False
0000194_01192_d_0000125,bad,poor,car,5,5,3,7,0,How many car objects are in this area?,5,7,False
0000194_01192_d_0000125,medium,poor,car,5,5,3,3,0,How many car objects are in this area?,5,3,False
0000194_01192_d_0000125,medium,poor,car,5,5,3,3,0,How many car objects are in this area?,5,3,False
0000194_01192_d_0000125,medium,poor,car,5,5,3,3,0,How many car objects are in this area?,5,3,False
0000194_01192_d_0000125,bad,poor,motor,7,4,0,0,3,How many motor objects are in this area?,7,0,False
0000194_01192_d_0000125,bad,poor,motor,7,4,0,0,3,How many motor objects are in this area?,7,0,False
0000194_01192_d_0000125,bad,poor,motor,7,4,0,0,3,How many motor objects are in this area?,7,0,False
0000194_01192_d_0000125,medium,poor,motor,7,4,4,4,3,How many motor objects are in this area?,7,4,False
0000194_01192_d_0000125,medium,poor,motor,7,4,4,4,3,How many motor objects are in this area?,7,4,False
0000194_01192_d_0000125,medium,poor,motor,7,4,4,4,3,How many motor objects are in this area?,7,4,False
0000196_04512_d_0000144,bad,poor,awning-tricycle,3,0,0,0,3,How many awning-tricycle objects are in this area?,3,0,False
0000196_04512_d_0000144,bad,poor,awning-tricycle,3,0,0,0,3,How many awning-tricycle objects are in this area?,3,0,False
0000196_04512_d_0000144,bad,poor,awning-tricycle,3,0,0,0,3,How many awning-tricycle objects are in this area?,3,0,False
0000196_04512_d_0000144,medium,poor,awning-tricycle,3,0,0,0,3,How many awning-tricycle objects are in this area?,3,0,False
0000196_04512_d_0000144,medium,poor,awning-tricycle,3,0,0,0,3,How many awning-tricycle objects are in this area?,3,0,False
0000196_04512_d_0000144,medium,poor,awning-tricycle,3,0,0,0,3,How many awning-tricycle objects are in this area?,3,0,False
0000196_04512_d_0000144,good,poor,awning-tricycle,3,0,0,0,3,How many awning-tricycle objects are in this area?,3,0,False
0000196_04512_d_0000144,good,poor,awning-tricycle,3,0,0,0,3,How many awning-tricycle objects are in this area?,3,0,False
0000196_04512_d_0000144,good,poor,awning-tricycle,3,0,0,0,3,How many awning-tricycle objects are in this area?,3,0,False
0000196_04512_d_0000144,medium,poor,car,7,6,5,5,1,How many car objects are in this area?,7,5,False
0000196_04512_d_0000144,medium,poor,car,7,6,5,5,1,How many car objects are in this area?,7,5,False
0000196_04512_d_0000144,medium,poor,car,7,6,5,5,1,How many car objects are in this area?,7,5,False
0000213_02500_d_0000240,bad,poor,car,47,44,10,24,3,How many car objects are in this area?,47,24,False
0000213_02500_d_0000240,bad,poor,car,47,44,10,24,3,How many car objects are in this area?,47,24,False
0000213_02500_d_0000240,bad,poor,car,47,44,10,24,3,How many car objects are in this area?,47,24,False
0000213_02500_d_0000240,medium,poor,car,47,44,41,41,3,How many car objects are in this area?,47,41,False
0000213_02500_d_0000240,medium,poor,car,47,44,41,41,3,How many car objects are in this area?,47,41,False
0000213_02500_d_0000240,medium,poor,car,47,44,41,41,3,How many car objects are in this area?,47,41,False
0000213_02965_d_0000241,bad,poor,car,61,72,20,47,11,How many car objects are in this area?,61,47,False
0000213_02965_d_0000241,bad,poor,car,61,72,20,47,11,How many car objects are in this area?,61,47,False
0000213_02965_d_0000241,bad,poor,car,61,72,20,47,11,How many car objects are in this area?,61,47,False
0000213_02965_d_0000241,medium,poor,car,61,72,69,69,11,How many car objects are in this area?,61,69,False
0000213_02965_d_0000241,medium,poor,car,61,72,69,69,11,How many car objects are in this area?,61,69,False
0000213_02965_d_0000241,medium,poor,car,61,72,69,69,11,How many car objects are in this area?,61,69,False
0000213_02965_d_0000241,good,poor,car,61,72,72,71,11,How many car objects are in this area?,61,71,False
0000213_02965_d_0000241,good,poor,car,61,72,72,71,11,How many car objects are in this area?,61,71,False
0000213_02965_d_0000241,good,poor,car,61,72,72,71,11,How many car objects are in this area?,61,71,False
0000213_02965_d_0000241,bad,poor,motor,11,1,1,1,10,How many motor objects are in this area?,11,1,False
0000213_02965_d_0000241,bad,poor,motor,11,1,1,1,10,How many motor objects are in this area?,11,1,False
0000213_02965_d_0000241,bad,poor,motor,11,1,1,1,10,How many motor objects are in this area?,11,1,False
0000213_02965_d_0000241,medium,poor,motor,11,1,1,1,10,How many motor objects are in this area?,11,1,False
0000213_02965_d_0000241,medium,poor,motor,11,1,1,1,10,How many motor objects are in this area?,11,1,False
0000213_02965_d_0000241,medium,poor,motor,11,1,1,1,10,How many motor objects are in this area?,11,1,False
0000213_02965_d_0000241,good,poor,motor,11,1,1,1,10,How many motor objects are in this area?,11,1,False
0000213_02965_d_0000241,good,poor,motor,11,1,1,1,10,How many motor objects are in this area?,11,1,False
0000213_02965_d_0000241,good,poor,motor,11,1,1,1,10,How many motor objects are in this area?,11,1,False
0000213_03478_d_0000242,medium,poor,car,44,54,49,49,10,How many car objects are in this area?,44,49,False
0000213_03478_d_0000242,medium,poor,car,44,54,49,49,10,How many car objects are in this area?,44,49,False
0000213_03478_d_0000242,medium,poor,car,44,54,49,49,10,How many car objects are in this area?,44,49,False
0000213_03478_d_0000242,good,poor,car,44,54,54,53,10,How many car objects are in this area?,44,53,False
0000213_03478_d_0000242,good,poor,car,44,54,54,53,10,How many car objects are in this area?,44,53,False
0000213_03478_d_0000242,good,poor,car,44,54,54,53,10,How many car objects are in this area?,44,53,False
0000213_03478_d_0000242,bad,poor,motor,20,14,6,24,6,How many motor objects are in this area?,20,24,False
0000213_03478_d_0000242,bad,poor,motor,20,14,6,24,6,How many motor objects are in this area?,20,24,False
0000213_03478_d_0000242,bad,poor,motor,20,14,6,24,6,How many motor objects are in this area?,20,24,False
0000213_03478_d_0000242,medium,poor,motor,20,14,14,14,6,How many motor objects are in this area?,20,14,False
0000213_03478_d_0000242,medium,poor,motor,20,14,14,14,6,How many motor objects are in this area?,20,14,False
0000213_03478_d_0000242,medium,poor,motor,20,14,14,14,6,How many motor objects are in this area?,20,14,False
0000213_03478_d_0000242,good,poor,motor,20,14,14,29,6,How many motor objects are in this area?,20,29,False
0000213_03478_d_0000242,good,poor,motor,20,14,14,29,6,How many motor objects are in this area?,20,29,False
0000213_03478_d_0000242,good,poor,motor,20,14,14,29,6,How many motor objects are in this area?,20,29,False
0000213_03920_d_0000243,bad,poor,awning-tricycle,3,1,0,0,2,How many awning-tricycle objects are in this area?,3,0,False
0000213_03920_d_0000243,bad,poor,awning-tricycle,3,1,0,0,2,How many awning-tricycle objects are in this area?,3,0,False
0000213_03920_d_0000243,bad,poor,awning-tricycle,3,1,0,0,2,How many awning-tricycle objects are in this area?,3,0,False
0000213_03920_d_0000243,medium,poor,awning-tricycle,3,1,1,1,2,How many awning-tricycle objects are in this area?,3,1,False
0000213_03920_d_0000243,medium,poor,awning-tricycle,3,1,1,1,2,How many awning-tricycle objects are in this area?,3,1,False
0000213_03920_d_0000243,medium,poor,awning-tricycle,3,1,1,1,2,How many awning-tricycle objects are in this area?,3,1,False
0000213_03920_d_0000243,good,poor,awning-tricycle,3,1,1,1,2,How many awning-tricycle objects are in this area?,3,1,False
0000213_03920_d_0000243,good,poor,awning-tricycle,3,1,1,1,2,How many awning-tricycle objects are in this area?,3,1,False
0000213_03920_d_0000243,good,poor,awning-tricycle,3,1,1,1,2,How many awning-tricycle objects are in this area?,3,1,False
0000213_04405_d_0000244,bad,poor,car,44,47,12,28,3,How many car objects are in this area?,44,28,False
0000213_04405_d_0000244,bad,poor,car,44,47,12,28,3,How many car objects are in this area?,44,28,False
0000213_04405_d_0000244,bad,poor,car,44,47,12,28,3,How many car objects are in this area?,44,28,False
0000213_04405_d_0000244,bad,poor,motor,10,2,1,1,8,How many motor objects are in this area?,10,1,False
0000213_04405_d_0000244,bad,poor,motor,10,2,1,1,8,How many motor objects are in this area?,10,1,False
0000213_04405_d_0000244,bad,poor,motor,10,2,1,1,8,How many motor objects are in this area?,10,1,False
0000213_04405_d_0000244,medium,poor,motor,10,2,2,2,8,How many motor objects are in this area?,10,2,False
0000213_04405_d_0000244,medium,poor,motor,10,2,2,2,8,How many motor objects are in this area?,10,2,False
0000213_04405_d_0000244,medium,poor,motor,10,2,2,2,8,How many motor objects are in this area?,10,2,False
0000213_04405_d_0000244,good,poor,motor,10,2,2,2,8,How many motor objects are in this area?,10,2,False
0000213_04405_d_0000244,good,poor,motor,10,2,2,2,8,How many motor objects are in this area?,10,2,False
0000213_04405_d_0000244,good,poor,motor,10,2,2,2,8,How many motor objects are in this area?,10,2,False
0000213_04998_d_0000245,bad,poor,motor,11,3,0,0,8,How many motor objects are in this area?,11,0,False
0000213_04998_d_0000245,bad,poor,motor,11,3,0,0,8,How many motor objects are in this area?,11,0,False
0000213_04998_d_0000245,bad,poor,motor,11,3,0,0,8,How many motor objects are in this area?,11,0,False
0000213_04998_d_0000245,medium,poor,motor,11,3,3,3,8,How many motor objects are in this area?,11,3,False
0000213_04998_d_0000245,medium,poor,motor,11,3,3,3,8,How many motor objects are in this area?,11,3,False
0000213_04998_d_0000245,medium,poor,motor,11,3,3,3,8,How many motor objects are in this area?,11,3,False
0000213_04998_d_0000245,good,poor,motor,11,3,3,6,8,How many motor objects are in this area?,11,6,False
0000213_04998_d_0000245,good,poor,motor,11,3,3,6,8,How many motor objects are in this area?,11,6,False
0000213_04998_d_0000245,good,poor,motor,11,3,3,6,8,How many motor objects are in this area?,11,6,False
0000213_05340_d_0000246,bad,poor,car,34,45,20,47,11,How many car objects are in this area?,34,47,False
0000213_05340_d_0000246,bad,poor,car,34,45,20,47,11,How many car objects are in this area?,34,47,False
0000213_05340_d_0000246,bad,poor,car,34,45,20,47,11,How many car objects are in this area?,34,47,False
0000213_05340_d_0000246,medium,poor,car,34,45,43,43,11,How many car objects are in this area?,34,43,False
0000213_05340_d_0000246,medium,poor,car,34,45,43,43,11,How many car objects are in this area?,34,43,False
0000213_05340_d_0000246,medium,poor,car,34,45,43,43,11,How many car objects are in this area?,34,43,False
0000213_05340_d_0000246,good,poor,car,34,45,45,44,11,How many car objects are in this area?,34,44,False
0000213_05340_d_0000246,good,poor,car,34,45,45,44,11,How many car objects are in this area?,34,44,False
0000213_05340_d_0000246,good,poor,car,34,45,45,44,11,How many car objects are in this area?,34,44,False
0000213_05340_d_0000246,bad,poor,motor,13,3,0,0,10,How many motor objects are in this area?,13,0,False
0000213_05340_d_0000246,bad,poor,motor,13,3,0,0,10,How many motor objects are in this area?,13,0,False
0000213_05340_d_0000246,bad,poor,motor,13,3,0,0,10,How many motor objects are in this area?,13,0,False
0000213_05340_d_0000246,medium,poor,motor,13,3,3,3,10,How many motor objects are in this area?,13,3,False
0000213_05340_d_0000246,medium,poor,motor,13,3,3,3,10,How many motor objects are in this area?,13,3,False
0000213_05340_d_0000246,medium,poor,motor,13,3,3,3,10,How many motor objects are in this area?,13,3,False
0000213_05340_d_0000246,good,poor,motor,13,3,3,6,10,How many motor objects are in this area?,13,6,False
0000213_05340_d_0000246,good,poor,motor,13,3,3,6,10,How many motor objects are in this area?,13,6,False
0000213_05340_d_0000246,good,poor,motor,13,3,3,6,10,How many motor objects are in this area?,13,6,False
0000213_05745_d_0000247,bad,poor,awning-tricycle,2,0,0,0,2,How many awning-tricycle objects are in this area?,2,0,False
0000213_05745_d_0000247,bad,poor,awning-tricycle,2,0,0,0,2,How many awning-tricycle objects are in this area?,2,0,False
0000213_05745_d_0000247,bad,poor,awning-tricycle,2,0,0,0,2,How many awning-tricycle objects are in this area?,2,0,False
0000213_05745_d_0000247,medium,poor,awning-tricycle,2,0,0,0,2,How many awning-tricycle objects are in this area?,2,0,False
0000213_05745_d_0000247,medium,poor,awning-tricycle,2,0,0,0,2,How many awning-tricycle objects are in this area?,2,0,False
0000213_05745_d_0000247,medium,poor,awning-tricycle,2,0,0,0,2,How many awning-tricycle objects are in this area?,2,0,False
0000213_05745_d_0000247,good,poor,awning-tricycle,2,0,0,0,2,How many awning-tricycle objects are in this area?,2,0,False
0000213_05745_d_0000247,good,poor,awning-tricycle,2,0,0,0,2,How many awning-tricycle objects are in this area?,2,0,False
0000213_05745_d_0000247,good,poor,awning-tricycle,2,0,0,0,2,How many awning-tricycle objects are in this area?,2,0,False
0000213_05745_d_0000247,bad,poor,car,37,35,19,45,2,How many car objects are in this area?,37,45,False
0000213_05745_d_0000247,bad,poor,car,37,35,19,45,2,How many car objects are in this area?,37,45,False
0000213_05745_d_0000247,bad,poor,car,37,35,19,45,2,How many car objects are in this area?,37,45,False
0000215_00000_d_0000256,bad,poor,awning-tricycle,4,0,0,0,4,How many awning-tricycle objects are in this area?,4,0,False
0000215_00000_d_0000256,bad,poor,awning-tricycle,4,0,0,0,4,How many awning-tricycle objects are in this area?,4,0,False
0000215_00000_d_0000256,bad,poor,awning-tricycle,4,0,0,0,4,How many awning-tricycle objects are in this area?,4,0,False
0000215_00000_d_0000256,medium,poor,awning-tricycle,4,0,0,0,4,How many awning-tricycle objects are in this area?,4,0,False
0000215_00000_d_0000256,medium,poor,awning-tricycle,4,0,0,0,4,How many awning-tricycle objects are in this area?,4,0,False
0000215_00000_d_0000256,medium,poor,awning-tricycle,4,0,0,0,4,How many awning-tricycle objects are in this area?,4,0,False
0000215_00000_d_0000256,good,poor,awning-tricycle,4,0,0,0,4,How many awning-tricycle objects are in this area?,4,0,False
0000215_00000_d_0000256,good,poor,awning-tricycle,4,0,0,0,4,How many awning-tricycle objects are in this area?,4,0,False
0000215_00000_d_0000256,good,poor,awning-tricycle,4,0,0,0,4,How many awning-tricycle objects are in this area?,4,0,False
0000215_00000_d_0000256,bad,poor,car,36,75,20,47,39,How many car objects are in this area?,36,47,False
0000215_00000_d_0000256,bad,poor,car,36,75,20,47,39,How many car objects are in this area?,36,47,False
0000215_00000_d_0000256,bad,poor,car,36,75,20,47,39,How many car objects are in this area?,36,47,False
0000215_00000_d_0000256,medium,poor,car,36,75,70,70,39,How many car objects are in this area?,36,70,False
0000215_00000_d_0000256,medium,poor,car,36,75,70,70,39,How many car objects are in this area?,36,70,False
0000215_00000_d_0000256,medium,poor,car,36,75,70,70,39,How many car objects are in this area?,36,70,False
0000215_00000_d_0000256,good,poor,car,36,75,75,74,39,How many car objects are in this area?,36,74,False
0000215_00000_d_0000256,good,poor,car,36,75,75,74,39,How many car objects are in this area?,36,74,False
0000215_00000_d_0000256,good,poor,car,36,75,75,74,39,How many car objects are in this area?,36,74,False
0000215_00447_d_0000257,bad,poor,car,38,70,31,73,32,How many car objects are in this area?,38,73,False
0000215_00447_d_0000257,bad,poor,car,38,70,31,73,32,How many car objects are in this area?,38,73,False
0000215_00447_d_0000257,bad,poor,car,38,70,31,73,32,How many car objects are in this area?,38,73,False
0000215_00447_d_0000257,medium,poor,car,38,70,64,64,32,How many car objects are in this area?,38,64,False
0000215_00447_d_0000257,medium,poor,car,38,70,64,64,32,How many car objects are in this area?,38,64,False
0000215_00447_d_0000257,medium,poor,car,38,70,64,64,32,How many car objects are in this area?,38,64,False
0000215_00447_d_0000257,good,poor,car,38,70,70,69,32,How many car objects are in this area?,38,69,False
0000215_00447_d_0000257,good,poor,car,38,70,70,69,32,How many car objects are in this area?,38,69,False
0000215_00447_d_0000257,good,poor,car,38,70,70,69,32,How many car objects are in this area?,38,69,False
0000215_00909_d_0000258,bad,poor,awning-tricycle,18,0,0,0,18,How many awning-tricycle objects are in this area?,18,0,False
0000215_00909_d_0000258,bad,poor,awning-tricycle,18,0,0,0,18,How many awning-tricycle objects are in this area?,18,0,False
0000215_00909_d_0000258,bad,poor,awning-tricycle,18,0,0,0,18,How many awning-tricycle objects are in this area?,18,0,False
0000215_00909_d_0000258,medium,poor,awning-tricycle,18,0,0,0,18,How many awning-tricycle objects are in this area?,18,0,False
0000215_00909_d_0000258,medium,poor,awning-tricycle,18,0,0,0,18,How many awning-tricycle objects are in this area?,18,0,False
0000215_00909_d_0000258,medium,poor,awning-tricycle,18,0,0,0,18,How many awning-tricycle objects are in this area?,18,0,False
0000215_00909_d_0000258,good,poor,awning-tricycle,18,0,0,0,18,How many awning-tricycle objects are in this area?,18,0,False
0000215_00909_d_0000258,good,poor,awning-tricycle,18,0,0,0,18,How many awning-tricycle objects are in this area?,18,0,False
0000215_00909_d_0000258,good,poor,awning-tricycle,18,0,0,0,18,How many awning-tricycle objects are in this area?,18,0,False
0000215_00909_d_0000258,bad,poor,car,40,60,24,56,20,How many car objects are in this area?,40,56,False
0000215_00909_d_0000258,bad,poor,car,40,60,24,56,20,How many car objects are in this area?,40,56,False
0000215_00909_d_0000258,bad,poor,car,40,60,24,56,20,How many car objects are in this area?,40,56,False
0000215_00909_d_0000258,medium,poor,car,40,60,52,52,20,How many car objects are in this area?,40,52,False
0000215_00909_d_0000258,medium,poor,car,40,60,52,52,20,How many car objects are in this area?,40,52,False
0000215_00909_d_0000258,medium,poor,car,40,60,52,52,20,How many car objects are in this area?,40,52,False
0000215_00909_d_0000258,good,poor,car,40,60,60,59,20,How many car objects are in this area?,40,59,False
0000215_00909_d_0000258,good,poor,car,40,60,60,59,20,How many car objects are in this area?,40,59,False
0000215_00909_d_0000258,good,poor,car,40,60,60,59,20,How many car objects are in this area?,40,59,False
0000215_01395_d_0000259,medium,poor,awning-tricycle,1,3,3,3,2,How many awning-tricycle objects are in this area?,1,3,False
0000215_01395_d_0000259,medium,poor,awning-tricycle,1,3,3,3,2,How many awning-tricycle objects are in this area?,1,3,False
0000215_01395_d_0000259,medium,poor,awning-tricycle,1,3,3,3,2,How many awning-tricycle objects are in this area?,1,3,False
0000215_01395_d_0000259,good,poor,awning-tricycle,1,3,3,3,2,How many awning-tricycle objects are in this area?,1,3,False
0000215_01395_d_0000259,good,poor,awning-tricycle,1,3,3,3,2,How many awning-tricycle objects are in this area?,1,3,False
0000215_01395_d_0000259,good,poor,awning-tricycle,1,3,3,3,2,How many awning-tricycle objects are in this area?,1,3,False
0000215_01395_d_0000259,bad,poor,car,32,36,19,45,4,How many car objects are in this area?,32,45,False
0000215_01395_d_0000259,bad,poor,car,32,36,19,45,4,How many car objects are in this area?,32,45,False
0000215_01395_d_0000259,bad,poor,car,32,36,19,45,4,How many car objects are in this area?,32,45,False
0000215_02319_d_0000261,bad,poor,awning-tricycle,17,0,0,0,17,How many awning-tricycle objects are in this area?,17,0,False
0000215_02319_d_0000261,bad,poor,awning-tricycle,17,0,0,0,17,How many awning-tricycle objects are in this area?,17,0,False
0000215_02319_d_0000261,bad,poor,awning-tricycle,17,0,0,0,17,How many awning-tricycle objects are in this area?,17,0,False
0000215_02319_d_0000261,medium,poor,awning-tricycle,17,0,0,0,17,How many awning-tricycle objects are in this area?,17,0,False
0000215_02319_d_0000261,medium,poor,awning-tricycle,17,0,0,0,17,How many awning-tricycle objects are in this area?,17,0,False
0000215_02319_d_0000261,medium,poor,awning-tricycle,17,0,0,0,17,How many awning-tricycle objects are in this area?,17,0,False
0000215_02319_d_0000261,good,poor,awning-tricycle,17,0,0,0,17,How many awning-tricycle objects are in this area?,17,0,False
0000215_02319_d_0000261,good,poor,awning-tricycle,17,0,0,0,17,How many awning-tricycle objects are in this area?,17,0,False
0000215_02319_d_0000261,good,poor,awning-tricycle,17,0,0,0,17,How many awning-tricycle objects are in this area?,17,0,False
0000215_02319_d_0000261,bad,poor,car,39,59,21,49,20,How many car objects are in this area?,39,49,False
0000215_02319_d_0000261,bad,poor,car,39,59,21,49,20,How many car objects are in this area?,39,49,False
0000215_02319_d_0000261,bad,poor,car,39,59,21,49,20,How many car objects are in this area?,39,49,False
0000215_02319_d_0000261,medium,poor,car,39,59,55,55,20,How many car objects are in this area?,39,55,False
0000215_02319_d_0000261,medium,poor,car,39,59,55,55,20,How many car objects are in this area?,39,55,False
0000215_02319_d_0000261,medium,poor,car,39,59,55,55,20,How many car objects are in this area?,39,55,False
0000215_02319_d_0000261,good,poor,car,39,59,59,58,20,How many car objects are in this area?,39,58,False
0000215_02319_d_0000261,good,poor,car,39,59,59,58,20,How many car objects are in this area?,39,58,False
0000215_02319_d_0000261,good,poor,car,39,59,59,58,20,How many car objects are in this area?,39,58,False
0000215_02667_d_0000262,medium,poor,car,38,54,51,51,16,How many car objects are in this area?,38,51,False
0000215_02667_d_0000262,medium,poor,car,38,54,51,51,16,How many car objects are in this area?,38,51,False
0000215_02667_d_0000262,medium,poor,car,38,54,51,51,16,How many car objects are in this area?,38,51,False
0000215_02667_d_0000262,good,poor,car,38,54,54,53,16,How many car objects are in this area?,38,53,False
0000215_02667_d_0000262,good,poor,car,38,54,54,53,16,How many car objects are in this area?,38,53,False
0000215_02667_d_0000262,good,poor,car,38,54,54,53,16,How many car objects are in this area?,38,53,False
0000215_02667_d_0000262,bad,poor,motor,5,4,0,0,1,How many motor objects are in this area?,5,0,False
0000215_02667_d_0000262,bad,poor,motor,5,4,0,0,1,How many motor objects are in this area?,5,0,False
0000215_02667_d_0000262,bad,poor,motor,5,4,0,0,1,How many motor objects are in this area?,5,0,False
0000215_02667_d_0000262,good,poor,motor,5,4,4,8,1,How many motor objects are in this area?,5,8,False
0000215_02667_d_0000262,good,poor,motor,5,4,4,8,1,How many motor objects are in this area?,5,8,False
0000215_02667_d_0000262,good,poor,motor,5,4,4,8,1,How many motor objects are in this area?,5,8,False
0000215_02932_d_0000263,bad,poor,motor,3,1,0,0,2,How many motor objects are in this area?,3,0,False
